L,lambda,d[0],d[1],d[2],d[3],Z[0],Z[1],Z[2],Z[3],
9,0.43,9.9772393e+781,9.9772393e+781,9.9772393e+781,9.9772393e+781,(3.990895706509792399329186536335746524354410798924565710499771876585202315700896980156962495873304938927496985519279589473663641764741313056443230032582481697641504305086541138486149424548928894706687814174766826977654576204369427448063844929734987980430461411160596896978198237299971004564676844036192566972610e+782 +0),(8.575066872001949501450184525687187098631392145236845871899511788537427256398945961439388296027529647556743874963968875667408209427096022355281183031662018947511076383285504008611073772933588256743619623164662684757287123696211020280944245966850625776599647472288143616140642599296339959702070776161879248480079e+770 +0),(2.418816287361949374366654939765470308503657383000073750652870209343218439589142351450868646383601787152805850581841729693904353744222864338551273297291041464565130053143907769518000217599315485795715622360365181721543892223529875203002342896673216318450919250461229944168949148194150573945498329153496745423485e+735 -2.617410038855405427556653833012535730152832220345236176389253684594764916750250540629312477105442821456760984640444956520374221094451188142603604017084411955891763547308109140505172206687331354169600548735304445734380870781815247346669072860527789421061204185404564266588313983396076981638229922917150397220806e+474),(8.575066872001949501450184525687187098631392145236845871899511788537427256398945961439388296027529647556743874963968875667408209427096022355281183031662018947511076383285504008611073772933588256743619623164662684757287123696211020280944245966850625776599647472288143616140642599296339959702070776216557512942920e+770 -1.325083269986332792640233459041040072316504553322131613475627395324518772058759696453356223588406128212390944991739075891527743829944252351414710781026268306957560332972419738076052239487918825120804630555960054018062519909900968481680304878619257032621712754048313209832605038929655772801571475830438644578769e+474),
9,0.48,5.6217128e+823,5.6217128e+823,5.6217128e+823,5.6217128e+823,(2.248685107557011737147944626368488118309747984144703878867507657949165009621730444235783232170928004950569184309981017729993442201255187845444928201362836621368156477047209089064649163790924932031228105986906889199980798325027040388272260167392301861018825446357331213389696614876617515912589427047939598778686e+824 +0),(7.826309137458449966902009700902505966964832384578573129472938525665199662842547072945621744791879650434487194821471420156754210326322031488519220567932018905100258257242738280969109807826816132373384848407754580890635281249684183146278202301408383763881870502806492450466749121332914037473636093139271231669568e+813 4.617241307937651312284091610519185482877416604557993159917766526452473011328479670761175416168263284605174585611366197645856473247731920047715929983770639278221114829423337668190775408497632630830148018735625350731975375845637321865593945133752775142543412561226047187322306689484725256584454723174616790119859e+515),(1.777093107652554354254828458873394476311531766153763401285470807606791352974809555815908441515417084471172826696660828726091848904727855740994264880233415614683084088367439005292573509970166331671231058481941645307968014098251099477631249980962137354490385565351089459226316793501724460006666151907488012875005e+782 -1.474789472668033582573041171126245270246638970967224818937104511922284162632454410467424679522268920311751868465225197020512628585933847835804600105250322032794948811253550553807981822142676147674974385155732716664952402109093196903836051473551021536262801806171722046734348122516803688098601506787238948675862e+516),(7.826309137458449966902009700902505966964832384578573129472938525665199662842547072945621744791879650434487194821471420156754210326322031488519220567932018905100258257242738280969109807826816132373384848407754580890635281249684183146278202301408383763881870502806492450466749121332914037473636093142352098924622e+813 -9.234482615875302624568183221038370965754833209115986319835533052904946022656959341522350832336526569210349171222732395291712946495463840095431859967541278556442229658846675336381550816995265261660296037471250701463950751691274643731187890267505550285086825122452094374644613378969450513168909446349233580239718e+515),
9,0.53,2.7454872e+856,2.7454872e+856,2.7454872e+856,2.7454872e+856,(1.098194890951209175352118105410446245976972853764233473417737169340808700502648129217850122873608891928620304042611748026296285880560075699222545264490285467318991248346367814884362185304245706462344507680843460531090263728746501632114173501960049469508459045338824118861258617150769575338097529164464133743279e+857 +0),(3.613158972177362575090703227221001433079034360051205703172534028048402985524523120649441437845359649110703998596872184144586317980198434881020910882463559373318229107386118349144162954982319946165543222054895035099560926178341152036113178070610025902453296018211472426686734590944358601319940000100991535772032e+847 5.993521884575476396937401715226808358653221840752866202563867164399210293347829985620083139951038408171169532103596435114473721012214649956531777066539189116340155556330018017735902920230836045526139186551946699293689626886596735440618859905666947711416553482392154705119866232692930562528305835579564477320683e+548),(1.036455195496910387721578676089778218187038203267747400457975386349361518793924219719424520754845532291985094953190133352748709964170097405630805356792846154971236029685768488345427932501667095151634708044331438583018320926756895927223522051283318151378838829866622201902493406088230647075999380025514701673326e+819 -7.202459152711726060922557187496535174907908181445062759618735417283827108583725467373062546055725711336890536882497979800166515742651796707209638290998799631990903453053918369272109656019351397200703726435619448276577044733007981168016873988397909095157803173509178359990002355746857807169130111989581505005890e+548),(3.613158972177362575090703227221001433079034360051205703172534028048402985524523120649441437845359649110703998596872184144586317980198434881020910882463559373318229107386118349144162954982319946165543222054895035099560926178341152036113178070610025902453296018211472426686734590944358601319940000101171964318287e+847 -8.990282826863214595406102572840212537979832761129299303845800746598815440021744978430124709926557612256754298155394652671710581518321974934797665599808783674510233334495027026603854380346254068289208779827920048940534440329895103160928289858500421567124830223588232057679799349039395843792458753369346715981025e+548),
9,0.58,1.165984e+880,1.1659839e+880,1.1659839e+880,1.1659839e+880,(4.663935793705478306472530484724821417976094970122567724173870150876933636743375780585002007342835708502786643573086199290430620680932248311583709533642631942721019764202402336739941361322613696758565356421041023736565300032863718412865890849516159206894741560031954785833645367964344402108926402229603701295237e+880 +0),(9.750384507940903411488425520753486767080279904707140184365597812722317455492082371601905028827058970412918242541725718514428367884689819711378359010282425561088607264561678172729156095155997697209921689477863137336555322227815290279671613258250974871433535069461089535043046991465179541940213600990844322239083e+871 9.057154195860780849978433961475846289700743735760223078041167862947956684751132380972460499603376866929335484350965490282161595969014999320426277015869076736162897356837482240519235124171996626363430913247992685516115284746372162026717737761922637078013363215714558512410684301248181063059921508730994032092313e+571),(9.362931572724022531548511345199937637089850556347213705946129767295199249821084723619186458301362478999115597969239664995516417471631477969559777193036587889212894031069636101037897280204650936062390562920833840522690339355861768506611909013415491818195274458495389156337966571908714867449638356984008762342540e+845 -3.058820182046788065922633923315459011014993471379600929440597975156805055345900251335333189014720841699597875114092479270626062648120143796685099488373391722577397466432437362917611485529892058789695246587637516045745630052453840950083305002825874945979577815078902688530430206178371410549507555462685348691368e+572),(9.750384507940903411488425520753486767080279904707140184365597812722317455492082371601905028827058970412918242541725718514428367884689819711378359010282425561088607264561678172729156095155997697209921689477863137336555322227815290279671613258250974871433535069461089535043046991465179541940213600990908221657561e+871 -1.811430839172156169995686792295169257940148747152044615608233572589591336950226476194492099920675373385867096870193098056432319193802999864085255403173815347232579471367496448103847024834399325272686182649598537103223056949274432405343547552384527415602672643142911702482136860249636212611984301746198806418463e+572),
9,0.63,3.5001131e+894,3.5001131e+894,3.500113e+894,3.5001131e+894,(1.400045222961356299047010188439136714453040873342910602596270221011264054691632273310959738474398587508598612184960103868837868472118051564945016867002241941722516474801167663371438161840335803064005067078382171780585036985572664867460861281136899706055361639470750172409982114623214078692629367531424351392958e+895 +0),(1.375030811995696558379657966337114187961667625714140411726200806102930906505492787187124368864931368262587626706680970415822333677969906958248736256524042785863496183248466310249069745417015679883774127575898524932562715198697378005744529632641956073463082235959023754413708483911415720073183255988783105253723e+887 +0),(1.643744054616200045013674046512172422974246418524043007594082614400077453232641649846555284564576858572741051923104322941369736867371343764562061928209380523134345482322553107886395776826507147997871617905315891385246247688327032133374286540262997321597899644974338915815543956925500929123115166040486387477231e+863 -9.182130130189401518855300588555475870717733307315211273769954861614494150481369249096812341824170177056257616748586518276266788796321573315569534153371211603831813056359094189863491060276338102743725650584916225453662808451076621522118762408349040504822617483811539502705241219885906272341748048529924433020006e+586),(1.375030811995696558379657966337114187961667625714140411726200806102930906505492787187124368864931368262587626706680970415822333677969906958248736256524042785863496183248466310249069745417015679883774127575898524932562715198697378005744529632641956073463082235959023754413708483911415720073183255988785023420695e+887 -2.549362266344733561302578375546272724299784911058830872926700942983671585900507658665546909119173401944027289898170224920919399915460024822313325989867956312443064462620873733571275713233107326681302118089067182288989587305358694190256341772570588632327415114135202829558238360033135797556273254781851915348060e+586),
9,0.68,4.8641684e+899,4.864168e+899,4.8641677e+899,4.864168e+899,(1.945667211949038743541035917755494097538660565310561954849451643552665342352264653415578234770080587905442761595507224038643142102638153301350956186971903421410719280721807699412696363614572088709752512546641942052125326880667483306293588572252653463381427030443408529047277513452489674940094130078097439699563e+900 +0),(7.093017835021505378079236510297889635012506015186571047826965585249088692391201205301465075912719950204159852716373844725442237878160294810540802701005493319390417542167283253950231550626326053238336586448383231830952402582074501751683165825383684069808027657834537622120900186671235009887610828307701527375482e+892 6.683000219486738346941031056792021170388428157246061603524970919975116042143026796732211289441365922792150898830659354416694951714383527470205045282879455395690746904892863240133085005697796870455432624443404274339648863745759495298105584576287443864328379076798586105517148366525263505145916961015337884970019e+591),(4.938330043889191400650756091282575831772421434880207000796184007068423736205570926676433361041774527379618694382573271035548816310331721785907360206334403799372104276056262146424637808812033014174100124056727320454918135890747390528573537668506180292336024602675195822968120084228084245230973303021002113282958e+870 -1.276056556922713109768045484853577737968987419998468667486645151804878263670819697433527846045286708797773790848139227975399634322227762183869579619024849416849695290726806043797391613245148524747096648539843083599755731583484822533045720671909275391778099923304224402340139117419291802363827508071787499930488e+592),(7.093017835021505378079236510297889635012506015186571047826965585249088692391201205301465075912719950204159852716373844725442237878160294810540802701005493319390417542167283253950231550626326053238336586448383231830952402582074501751683165825383684069808027657834537622120900186671235009887610828307704193085504e+892 -1.002450032923010752041154658518803175558264223586909240528745637996267406321454019509831693416204888418822634824598903162504242757157529120530756792431918309353612035733929486019962750854669530568314893666510641150947329561863924294715837686443116579649256861519787915827572254978789525771887544152300682745503e+592),
9,0.73,1.6269966e+895,1.6269963e+895,1.6269959e+895,1.6269963e+895,(6.507985100945710154230145809141555824198324194306745111236897730318245517942857302352272576174469615545380646550199163328338539436213446031742433861140615098939751010190805489487267837882397345589480541616078460932650400324492254455675478081045122673423979562063883080557346760022157321749098059553376697448670e+895 +0),(7.297412738755361008384512259431181800159462583030441092741444035171369882255079013796898314194390830137953143821632953325382276954349548815072205682584689395459029218373148423145386998927824502881463298484608982964613180600419920238572493449734930983820494686400482008924883258808144883536865847171632919512906e+888 1.019744906537893424521031350218509089719913964423532349170680377193468634360203063466218763647669360777610915959268089968367759966184009928925330395947182524977225785048349493428510285293242930672520847235626872915595834922143477676102536709028235452930966045654081131823295344013254319022509301912740766139224e+587),(1.625986271191329530883486725869348096549106897500815049323205966479868241364155442753788678829170075865373717629629901828762872946293560821226595816103579055203550469703422832693055332157718959103496092662481730220483303744820794174563269756537759905285964781863913700684336967945360205999304333071987089111971e+868 -4.268230524825951063258358429084051007382653328383247612480023538030142836182611784468882936133166267389581734746601813292871121985229372505095496035247163203616045956698065759194719903274146214209752296298729621231072467963051497909083967433943515366484845270118279773145042401949004395821022555369206363979230e+587),(7.297412738755361008384512259431181800159462583030441092741444035171369882255079013796898314194390830137953143821632953325382276954349548815072205682584689395459029218373148423145386998927824502881463298484608982964613180600419920238572493449734930983820494686400482008924883258808144883536865847171633811155724e+888 -3.059234719613680273563094050655527269159741893270597047512041131580405903080609190398656290943008082332832747877804269905103279898552029786775991187841547574931677355145048480285530855879728792017562541706880618746787504766430433028307610127084706358792898136962243395469886032039762957067527905738222298417672e+587),
9,0.78,5.2655839e+880,5.2655808e+880,5.2655777e+880,5.2655808e+880,(2.106232329583778556758337853002644765269641157316586009770058167222612703620743906187106961797853583235832438591225058054148648507472491873030316513644922808186854843711845031088301070820941496519032772292309381738622725585425040424222895819722939120307537983989286308351717384383128894158355016670939890565452e+881 +0),(6.232928543989757108773577980914929746664997637417392623492673419291531189783786166091332280927882648718664519631199226279213559877313942213592671387296029541511760920642523052349330957097481993008740397029358944320406265940125710854775462765520952941040034775411516195417300685212989343588661828744998568273993e+874 7.245723356688624679982747169180677031760594988608178462432934290358365347800905904777968399682701493543468387480772392225729276775211999456341021612695261388930317885469985792415388099337597301090744730598394148412892227797097729621374190209538109662410690572571646809928547440998544850447937206984795225673850e+572),(2.742088371278086325305524378358859057807096854960634776255206393261614855425392766153173463823366917431488034422172635483999399964557791833565464775933220267197017897496845752466848682313752524403168860687642351079654192270126131565216159953882853333809323482064740782290618000323254865959362276023218836560233e+855 -1.381361923991249437873265294136464856845127663781206299168241102921661401681492796832007276126381166589612871765871952117259599810345227148782842302211157233385013764256455810412991890147720425475348496777053060132815857384762193978668921124716029725332032647007153824441280071387889890174614266830223793875951e+573),(6.232928543989757108773577980914929746664997637417392623492673419291531189783786166091332280927882648718664519631199226279213559877313942213592671387296029541511760920642523052349330957097481993008740397029358944320406265940125710854775462765520952941040034775411516195417300685212989343588661828744998856843638e+874 -1.086858503503293701997412075377101554764089248291226769364940143553754802170135885716695259952405224031520258122115858833859391516281799918451153241904289208339547682820497868862308214900639595163611709589759122261933834169564659443206128531430716449361603585885747021489282116149781727567190581047719283851078e+573),
9,0.83,4.9230038e+855,4.9229971e+855,4.9229903e+855,4.9229971e+855,(1.969198830408043997712596615260089466547545906830690863419845283315433600047270906359560378505256528739144741646183417613659105679586671417903365146704337580821705278387099827639494269629273194405168527687623308202427358235837287847222500003461993035007911237953411700656969130706661445438842132199719794121694e+856 +0),(1.354304311999631735636898556644734541887071784766557488043922509346260115538282016920217186609374692321109896007936482666294276396843391887210244503897103942215786932857326104786094698258235883525664114085758283010700687625656403229297256419748991029359043018540018539788604937239934690599200635687233643801096e+850 3.745951177859672748085876072016755224158263650470541376602416977749506433342393741012551962469399005106980957564747771946546075632634156222832360666586993197712597222706261261084939325144272528453836991594966687058556016804122959650386787441041842319635345926495096690699916395433081601580191147237227798325427e+547),(7.901440099867110343812931459644416847641143643744265288726014341984884969327400486578396663483820082955223522821446597351323364091049270950183438667342755439210256277598102626897504418142768302680774517036175074311004214631318617079228638761720107322203213813721464529582612153031762638334550824194931160530679e+831 -1.291488485175516662390738536763633809035020359811980884735882657114376750104087555201659759502553588503665347385152329242010725761915757652141198798698234036614776544151645237800597528251818938762917635440150237060849024997583089038278365972880804495086868033439509391583667943869936042972537197449615077513809e+548),(1.354304311999631735636898556644734541887071784766557488043922509346260115538282016920217186609374692321109896007936482666294276396843391887210244503897103942215786932857326104786094698258235883525664114085758283010700687625656403229297256419748991029359043018540018539788604937239934690599200635687233670780607e+850 -7.491902355719345496171752144033510448316527300941082753204833955499012866684787482025103924938798010213961915129495543893092151265268312445664721333173986395425194445412522522169878650288545056907673983189933374117112033608245919300773574882083684639270691852990193381399832790866163203160382294474455596650854e+547),
9,0.88,2.7783804e+819,2.7783724e+819,2.7783644e+819,2.7783724e+819,(1.111348955882412618606464977008077781622755753997875949368161745560804454784901456893527905785777167493332235651795186364181696162200039394966685231437473967453888192184630942945720424625253407206668300403994566782639599791043473342401295083953161422698791073058246699365199189318097638494292321371998094214397e+820 +0),(1.595234120566104801656695622747187684205497512188337280274446073482727609867094859374768574029771622677660269052271180031584343298092628040852527986902552225518103263532322861970308647430474914105081455297547301705758863006520382422105948778309153838267497486671176845709915661525317419249170175998608488114117e+814 2.818140446739289131032770758373526295701548220555415747020121170930464484453417767798568979594887258670150503913187376492832320097492626982248492421735009325086129656630455119745346318663105853778166515341568207233871689358909498208980679402925277796962532080826444816480900079031204380239535353500132318188391e+511),(8.834292498425063987444651967200051477217679837592572108476299856676795972931124906343904033627848412052290118231589885173190733867769655870625878944411199166345435010800012331445382485970060465421016267866329654352670969366480145442580200248751729658028659293019416464497907925123636879292722311106012784980329e+796 -7.288714896975284501830807094543199837646969440257158316447478402052944450470304231678229536774488599082916176013287450404034087660445270339819178032575266728433794414564527357824155187568279667510723287690896214045659146657552754728121469622960477319586377703316396958102795421774649647584195937945562415069451e+511),(1.595234120566104801656695622747187684205497512188337280274446073482727609867094859374768574029771622677660269052271180031584343298092628040852527986902552225518103263532322861970308647430474914105081455297547301705758863006520382422105948778309153838267497486671176845709915661525317419249170175998608506158573e+814 -5.636280893478578262065541516747052591403096441110831494040242341860928968906835535597137959189774517340301007826374752985664640194985253964496984843470018650172259313260910239490692637326211707556333030683136414467743378717818996417961358805850555593925064161652889632961800158062408760479070707000264636376781e+511),
