L,lambda,d[0],d[1],d[2],d[3],Z[0],Z[1],Z[2],Z[3],
5,0.43,(3.35182e+197 +0),(2.19874e+188 8.31633e-112),(1.67025e+163 -2.19827e-111),(2.19874e+188 -1.66327e-111),
5,0.48,(1.02317e+205 +0),(6.36367e+196 2.79050e-104),(2.63426e+174 -6.71039e-104),(6.36367e+196 -5.58099e-104),
5,0.53,(6.32963e+209 +0),(2.37374e+202 3.65756e-99),(1.43060e+182 -4.15126e-99),(2.37374e+202 -4.57195e-99),
5,0.58,(7.97152e+211 +0),(1.29084e+205 2.34084e-97),(4.40984e+186 -5.22808e-97),(1.29084e+205 -3.51126e-97),
5,0.63,(1.97439e+211 +0),(1.07187e+205 5.85210e-98),(1.02724e+188 -1.29490e-97),(1.07187e+205 -8.77814e-98),
5,0.68,(8.80032e+207 +0),(1.31602e+202 -1.42873e-101),(2.05753e+186 -5.77163e-101),(1.31602e+202 -1.42873e-101),
5,0.73,(6.04629e+201 +0),(2.13125e+196 1.36255e-107),(3.54038e+181 -3.96541e-107),(2.13125e+196 -2.72509e-107),
5,0.78,(5.07283e+192 +0),(3.71593e+187 +0),(4.63829e+173 -3.32696e-116),(3.71593e+187 -1.26897e-116),
5,0.83,(3.75229e+180 +0),(5.15014e+175 +0),(3.63280e+162 -2.46088e-128),(5.15014e+175 -1.15412e-128),
5,0.88,(1.57831e+165 +0),(3.72310e+160 2.56267e-144),(1.16984e+148 -1.03510e-143),(3.72310e+160 -7.68800e-144),
5,0.93,(2.11591e+146 +0),(7.97391e+141 5.55690e-163),(9.12514e+129 -1.38764e-162),(7.97391e+141 -1.11138e-162),
5,0.98,(4.23155e+123 +0),(2.39317e+119 2.20635e-185),(8.39380e+107 -2.77502e-185),(2.39317e+119 -2.94180e-185),
5,1.03,(4.65566e+96 +0),(3.74308e+92 1.18818e-212),(3.46497e+81 -3.05305e-212),(3.74308e+92 -2.37636e-212),
5,1.08,(7.50512e+64 +0),(8.18038e+60 +0),(1.75327e+50 -4.92145e-244),(8.18038e+60 -1.46455e-244),
5,1.13,(2.97894e+27 +0),(4.22089e+23 -6.88627e-282),(1.86519e+13 -1.95334e-281),(4.22089e+23 +0),
5,1.18,(2.48416e-17 +0),(4.40682e-21 1.92994e-325),(3.61936e-31 -1.62882e-325),(4.40682e-21 -2.70192e-325),
