L,lambda,d[000],d[001],d[010],d[011],d[100],d[101],d[110],d[111],d[200],d[201],d[210],d[211],d[300],d[301],d[310],d[311],Z[000],Z[001],Z[010],Z[011],Z[100],Z[101],Z[110],Z[111],Z[200],Z[201],Z[210],Z[211],Z[300],Z[301],Z[310],Z[311],
6,0.43,2.0295541e+336,2.0295541e+336,2.0295541e+336,2.0295541e+336,2.0295511e+336,2.0295511e+336,2.0295228e+336,2.0295228e+336,2.0295198e+336,2.0295198e+336,2.0295198e+336,2.0295198e+336,2.0295228e+336,2.0295228e+336,2.0295511e+336,2.0295511e+336,(3.247259133922910216424208069186399752139255711538160675729548772676585442533109674053229044731474379898523655286144782256103125796592585870463703351885658338311996965295320343965450137043683697131026002523271538928157024745966017869939931963251959792718623554763430239890464225831485499164255563696114843053265e+337 +0),(-2.969652758949670717899700272206825154608060190089758970166812695963740029501182070968842256666214047256597812152302047378247091834696289825188771323994064343168357762710393413312253721657181174597732636610967437259840008730262058973688977444513251460941562136986755925052097922680333099660039772270289096240267e+312 1.482996189004579592201317378749646416184269276794523253849501147383492269857828888317795673647090946525137126188705319523817335748911748129376145960163096540152747490572105917540403709834834061838219689497100464818345707355318192575015286816935265314264453388610682204203020961287733293991029218907029117090942e+29),(-3.017235103188200050550646845711414331471410546126685070428033362124100274131019163688602418147001214240689341043685658448281998151809059596720691838502727603105002717944648128715243813949724744952911630042150224621550793143371674751880664396024685943637524916758545916912203956673023878663123384960915496501248e+309 1.482996189004579592201317243265873961134418521628774638795856601082554352207374416027067711605175047328550712944162315545108558742886514772456874425438688996505533521121106585280976039067364780489040945308446674372011529728712544106326770651277025419513801861241980318081736213969194838710781804017535182366082e+29),(-1.566805496429128585920797571997049218948378009727028482957784768603262329598381150615936022088806608304666238986611314996790710672895105258651884890398352665869411216450521005999918344721438723251868602860472903860935254579851564531621575059608333758577652587277292605289341865617410807600369239146579518524752e+312 7.350041312984488728272535617033620341511698484356616321456233180307617609822032229240311642686567496062507417013529135577794477497502148053389948254117393492218757867789160101852094295048708235384950130682362894967047801159178431738095639554319386200187103508643604511463054320111750385612169980620283795196092e+2),(1.370487631555633649815546911730275369780917185574875681738718286288090291820785254535476110305934066623843111591057199054682882452936783241874118305814207300373216324952627025416711190902210919181218138482858859661291661185585039409100781729369966626982971443380828969016550731025799489587185724439268652560131e+332 -3.683470664423033037864539171143049576492778682539399355872746745097737181164013298434745798547612936722140919270442250296975014805708048863011622633989596050476608160579731700376422022776482056150255641167034512637262612218149844801442147031578936790936741605410494172092480043127313429277727548407965286400000e+304),(-1.447085632757974215621529265630392047814451271460451597947564416204463859015614035900674813910154132547414005361419020933171948893160967994949054753537787200556179805677603167914707768911599253249155610897747117397957759959332734920476271745867824684400363401637218445892237916541087642578382262828783264765788e+307 -8.009610106208272664753185559705632636842478830637234405243514253159566504900362230240257601137639369062720291071020850412413379005277753916659233329379455860195917459801532114676769039738992657982558164359485239404001427772435806606797694830058275037006214053911043385386030784534847793565669370710319955968000e+306),(1.952222050489702112286016239943983575453542440293203301032530134698183829971364277999112393494859582367982409715799101368761043313686559280768143153330837073621007143499011614609095475813328862611480607378563409014199977661579341407614835232839331302591702672945570708464844512128491450466726169193663710256079e+304 1.131278360786950700236334586103614316909290225294598148081991790223384394967717903868626525416317684093197649418345716776889739623435980341514245266988761997283651469228452174507970921358727631569501699169935090630008810964422744163405393388070404175529271597673949865485034860185557169973687167631911769159120e+332),(-4.583969437114916918401358601697694825895136105228679663279737207242207793325514702489393105028793776021094511587458432979300400176435397901570930640436418194734867187358305298082780087472461717547124297911839992182759562646096422863937226473466540661172529682783263844923177453993607597851238085556423890934000e+306 -7.939667965425943727253491879119481968742982226919641084328300206284318121006536518169383721272827577095486010098391688798991973574333369079653346692123276607280229052722936316483708669873442979242708449386058537763447425135013448716725302716617921231240237037018138561439066287705854491020202373778868535296000e+306),(7.072310294961403005605628725123244568010475976983174684371729333689168501112840864342875748231391999933225709414625671976508264837043849606344486464582404071418943751590614387337774636577763768365568071932315749871926861412934012240746308059360982495195650688875795934270129170532955909895415692045326392309278e+315 -2.129686998535084184664078061617946418329636273131861022468622171229460482958139405150829558277283711755506017200858228302757414965181840129210108607698613869129124877931945796673010126823690536089763281842720320129520688699582222612584367919269149040309002387696356168886638498060516445326037905752107201967816e+29),(-1.912620804870387565813289676805216544826876074236922809065580977264656028589934596022586034198723676092745530380073818973798763459015303906328682307408421087349748960010434968025480444570328709596826865015224629700665995497284008386783380393245707168210307586746611104530851625627107079487488000000000000000000e+291 -3.612680458164289507464391288125584903311484563119979278712837063653939198962551661677678011787477940465527170039574246131866519086775263924926877432069164815638927464108888687259809269595440521714111602956084096561108949494473881668427562300256593551779223529596485780272358735437210520634606819962554734829029e+29),(1.663846552709212309777361451591082805827037010635847493151116732743207201191631461073317241655289661625567803095159860893789342103660521719732965535926703944388493661050935593678873113312285385320866734043037344513797668678917052363361327045437019058563840339567208512100967319348254156057242256424304640000000e+302 -3.612678205182775277420884110772529382762618360201969059590295841663842608529789123231024943886638281027193249042551389517421124710569850766965132854562784271358466134248131807306331207250882417459414796475472057754960601889429515943124986289009808197345957659865288930461815252864286765727446285167713853731150e+29),(1.021376348459830455159036033013837523697644853229395209688052536343506931533284295353267404937629308616053467966150676063179294926601570526945261000594790831219499932793017713623353269731860070104884542312245812881396860301260611579220369591002952196043948631264786195410903036182093243613184000000000000000000e+291 -2.709487652993659538819871899496908747484000970632002218861175782478926115779467440734706794142077957361988821094975842958661751920842528524113069663002424647929078516523196730388314554936689210913260401942564704726204008363337565351261854576281880014120124465445070296273032136689982649091415729164507684518262e+29),(1.370487631555633649815546911730275369780917185574875681738718286288090291820785254535476110305934066623843111591057199054682882452936783241874118305814207300373216324952627025416711190902210919181218138482858859661291661185585039409100781729369966626982971443380828969016550731025799489587185724439268657009099e+332 3.683470664423033037864539171143049576492778682539399355872746745097737181164013298434745798547612936722140919270442250296975014805708048863011622633989596050476608160579731700376422022776482056150255641167034512637262612218149844801442147031578936790936741605410494172092480043127313429277727548407965286400000e+304),(-1.447085632757974215621529265630392047814451271460451597947564416204463859015614035900674813910154132547414005361419020933171948893160967994949054753537787200556179805677603167914707768911599253249155610897747117397957759959332734920476271745867824684400363401637218445892237916532656991020552293271079450728362e+307 8.009610106208272664753185559705632636842478830637234405243514253159566504900362230240257601137639369062720291071020850412413379005277753916659233329379455860195917459801532114676769039738992657982558164359485239404001427772435806606797694830058275037006214053911043385386030784356584427908574611124846067712000e+306),(1.952222050489702112286016239943983575453542440293203301032530134698183829971364277999112393494859582367982409715799101368761043313686559280768143153330837073621007143499011614609095475813328862611480607378563409014199977661579341407614835232839331302591702672945570708464844520558781356515919442024749630354651e+304 -1.131278360786950700236334586103614316909290225294598148081991790223384394967717903868626525416317684093197649418345716776889739623435980341514245266988761997283651469228452174507970921358727631569501699169935090630008810964422744163405393388070404175529271597673949865485034860185557169973687167631911770743684e+332),(-4.583969437114916918401358601697694825895136105228679663279737207242207793325514702489393105028793776021094511587458432979300400176435397901570930640436418194734867187358305298082780087472461717547124297911839992182759562646096422863937226473466540661172529682783263844923177453953992999948704807781262319229312e+306 7.939667965425943727253491879119481968742982226919641084328300206284318121006536518169383721272827577095486010098391688798991973574333369079653346692123276607280229052722936316483708669873442979242708449386058537763447425135013448716725302716617921231240237037018138561439066287606819287877371951786938597376000e+306),
6,0.48,2.6967277e+353,2.6967277e+353,2.6967277e+353,2.6967277e+353,2.6967132e+353,2.6967132e+353,2.6965837e+353,2.6965837e+353,2.6965691e+353,2.6965691e+353,2.6965691e+353,2.6965691e+353,2.6965837e+353,2.6965837e+353,2.6967132e+353,2.6967132e+353,(4.314637484190318077186371744114070813175458802125691868131123594218752636974676495627125370373745655150063455804368604359154879669701630733885756248714391166954398725366422650098171438189276215457162069958708659368534809540791501317710197387636594235863383669969714500248379610398733989845415402783157674773228e+354 +0),(-3.209187728118105134379855839774440507473467322873011598559812703362425560200866143260234135619208014671273526616291119349252181687829187474985851725004825698935029936449502589606061058006202136427314428581120292542551673490897300185410183911281752132498056575660610249261217913715716123689599128533724366723307e+332 1.970458987749651825677296499320868805483785723336192069778704580904135091334287335240401283964274381137753533384631739615150276960987985496716258361272390806105315221159942252918969930516071527671968799585521222860038501398600431089986770436776781277051524772140407602433301360087478234841001591325948893246363e+46),(-3.735217820889610988793486782766085020720505553748225731120801055099102144489672472098149111125045868164959658233242891531247406943542508914036582593913338470244603912969415622858205919355498235785044548460941311064944756980773367669454719879225195663205218658924769357177429328227826292406150074150936355272907e+326 1.970458987749651825677149938561933125030084488001298057036381525739526380813850009368440694506622962518250210138457021049365475845771019370045154570375311367473162789381818983765663949400097463572046717289075669169562135407969834855165819128355023209946326728961887753232830577973542300579940224781000668436755e+46),(-1.663164694773175834128114475005148808967419832586220287394093314722326968713248820041448729752201806299097959403446377519141845114323965214680471920929077427809808685330233559712686278140431157605363960599509293627630653900897400896511978597701835762905861762396204108689763045561405464872091966418850892694661e+332 5.349591486038911083268132375803789747286164182672387326887586900698563332681008527274851497046143537760518807007920839518384024072275726169594657248321020338928371904962814030717649801520995410722340964126924472891546802023978515855830606490536268838978741285222663231916074762156546895504352016558495962914934e+22),(6.342627237006079188397465149565336080898754193605220808458352668661300628168903181566939721200902026941286855056493451759300410211756814959132132234026405437501963684520296175281494641783243876202162613102685745586363144985478910839132744665055962324387086400915655869481650686965984556292908055200957848254218e+349 -3.452391762135584078927984554521980431641307157608304428977829285023014586917132809999720785866815247580156219120004003807786392931547826145222667608226732791373222453410811782958892781025849824392093026733184830002672876339021658970020287524880574464697041157322984339870454364850869737673264998127650601778025e+322),(-5.400444552920844274519073115912019915353860354280210007647090497407114550092949288456295980324235821333433791674038900364352881065140490960336092899755659824715114047786935273909924173423740773928711996204048347342636424371121836120136674592639977123449830341540136779986902522013721103862973059696168527684248e+327 -2.840130413124830541533550418752124729257065332585099662583494695483868096894046775641647101351702497358991762128068411009060186855945148659918077329298571578819640334738989464803082170145702634507762438434737002367914635781917412926899603618177908042921218051465646596534177594273927147842475592560071966622084e+327),(3.405997890071932749843639670597463428154575976655086097099777036320214566792878828257141327642032436666026796358923999110704617353310861611968283134239950889640374243551387573491919727252595728544474152053863759556121573305156408551835971416075375099077410259917198460007791549214021848749041713908522277408923e+322 5.180241588354292970009171240754518167277987861589372153993261013268294228711788478419413440736989777467836604942788833818400381124654225688132787812008958927393800280085112161351629277488098491078350665273042076628639913738383753778612948842329493406402623206680156167745712167319136747811895295541030214864657e+349),(-1.775141488174210845084693646996435467032826427327404307727594111580037772650227039012924780065508785124384647848231020041689669529799566765410801041115019378952462372916967982846718071083871866581716493638495947845896571121304974690173420191527160664279195571653932968515763861651319224007371626068261572591296e+327 -3.074635248141160536237924065019846522243721148579107108516424532166604181944298556743579199168468051947162442487868157198523506590714992464986872798640095797470141652492572141451745749024558720773464138571380537543867462581616810683228875812997216966314632039126393536711991078916433912468521821473455142122391e+327),(1.988995805916719943385182363773811333091096115617219175284743165681468204792620619275940928587110559796264291525841500287805252061644699322298577327339050711171061665223683852877648436634560020604526803539466669353237289846902885385232064024296553812855623020914678826108649424669535517578559200891447341838561e+335 -2.829676617253728923499183361962096437127737423285732309848585784541940131109696311383650117123108300865076355414763923372485860444531886208692889758220155722678529131808943013474197649738825241774133469604129065318282205753391522061998714472013266308746869934607736990849910134881504412715043679519289719080827e+46),(-4.010567070865363331752121239545127261339155064839847373897641000442126434754585410261796674985736299397293789502209197957197698724854655583667094323700049355083323695653151074230024570835133188866159881126567689898525185778028326576576868243052888031221945834138462628087023703700136938564247518756664607230447e+313 -4.800122973433280984861086392747632362458314929808688711686823939196214128222282830538201092677149079652581075292996565847963241288040511257111560168428439604385215209668590149762495035327187158039650949390337333060854766795855928121779835606268158008354295780789206654294038735412101041739932523987049669376731e+46),(2.029613379654462623730168473117363151614046982585253990652786232318718724671731703378289371944970081045249827995176697921139322571108559073229514822386680713875260019394756851908154509027593688352195438927576037517545954879095608539750570057268491466193792435759592527288544617330809093540930066744898660135606e+321 -4.800112656795977245385417629533706798388086550455971766372627669014669886839586997724218459857030715522633923154582594452106309081926944348465175216836895463543667322866402790189988751973716128973151003028134615481361896507757335890482783730626249155537613327622116834564349996726270546006882950414619435941657e+46),(1.821758251925369922794582650466399076685061513160315892412587268979725906938794215762846015640554309966010676295421509903324019515004462555114372524277513521337846140141277613992649519208178355935394351983966076261248258986100209597522765048823878192710796122028055421698968188704610622088426699561996348498221e+313 -3.599988140906344099084605211077985027342147932672683167133127516938892083756042493452057785121193372251704689556632644640831824672519848332360655534679844570358959985959434653100425081220788325813801158617108879059666562627160569114122500739151289744312974696420621446427496691409241547648705927270796775647914e+46),(6.342627237006079188397465149565336080898754193605220808458352668661300628168903181566939721200902026941286855056493451759300410211756814959132132234026405437501963684520296175281494641783243876202162613102685745586363144985478910839132744665055962324387086400915655869481650686965984556292908055200957854165727e+349 3.452391762135584078927984554521980431641307157608304428977829285023014586917132809999720785866815247580156219120004003807786392931547826145222667608226732791373222453410811782958892781025849824392093026733184830002672876339021658970020287524880574464697041157322984339870454364850869737673264998127650601778025e+322),(-5.400444552920844274519073115912019915353860354280210007647090497407114550092949288456295980324235821333433791674038900364352881065140490960336092899755659824715114047786935273909924173423740773928711996204048347342636424371121836120136674592639977123449830341540136779986902522013708120194828512597199531809117e+327 2.840130413124830541533550418752124729257065332585099662583494695483868096894046775641647101351702497358991762128068411009060186855945148659918077329298571578819640334738989464803082170145702634507762438434737002367914635781917412926899603618177908042921218051465646596534177594273904311879392297201975034046573e+327),(3.405997890071932749843639670597463428154575976655086097099777036320214566792878828257141327642032436666026796358923999110704617353310861611968283134239950889640374243551387573491919727252595728544474152053863759556121573305156408551835971416075375099077410259917198460007791550512223059081882217168960539724865e+322 -5.180241588354292970009171240754518167277987861589372153993261013268294228711788478419413440736989777467836604942788833818400381124654225688132787812008958927393800280085112161351629277488098491078350665273042076628639913738383753778612948842329493406402623206680156167745712167319136747811895295541030217148253e+349),(-1.775141488174210845084693646996435467032826427327404307727594111580037772650227039012924780065508785124384647848231020041689669529799566765410801041115019378952462372916967982846718071083871866581716493638495947845896571121304974690173420191527160664279195571653932968515763861651313514780023485272460713663845e+327 3.074635248141160536237924065019846522243721148579107108516424532166604181944298556743579199168468051947162442487868157198523506590714992464986872798640095797470141652492572141451745749024558720773464138571380537543867462581616810683228875812997216966314632039126393536711991078916422494486980173794406675834635e+327),
6,0.53,3.560074e+366,3.560074e+366,3.560074e+366,3.560074e+366,3.5600187e+366,3.5600187e+366,3.5595587e+366,3.5595587e+366,3.5595035e+366,3.5595035e+366,3.5595035e+366,3.5595035e+366,3.5595587e+366,3.5595587e+366,3.5600187e+366,3.5600187e+366,(5.695661954481582158149380290779781752677888096686970105431389333861163079425493791144874569725895528808902999759140622519153676669363412527309817628590085261110381244172162239203268500268467707445389517071115311277804781673566069832145428781248028481534478764373117873057688334793667838463121872834834123368756e+367 +0),(-7.921494618695703005144994319237191798735069742171252365318479062968555585451910675188446501708169952912541368087174096973520599833398403913470700825343279219167384975755998052974706162878607207807577394015358970409323315221712001228825246179217830706945447692203570494471363661530130224199965114303391416430477e+347 2.601161356085074480045421822591630418749592778244029579802592023495291350350072226385381561713813382208792134107098642130395264190162576301105912191520063646041150148788492550123194188716694952408888948913100698771373750347038700788675313260293516745509862385445357524744915587515515079715152398620764148096869e+59),(-4.875126347880457037211984851193916936495399659641781497435329338482139474263419339804585402219337798304420076457088115238491767871282757085120111744086642839072486428536959065629410367841373793789136983270244796295861121691154546187595196081331152745127610755477285130347059173494267811213688948502770200073133e+339 2.601161356085074480009245016941210278347380745232777085939137696039120725674298711549810483530299683976637663088287720768463687464223264696492214689386197076376694180585199417361749608590373925677570231101117958974102918127176391682126730902914483173286106023571158175054614308836324962700621101004610099512375e+59),(-4.014637020268105946274105860027757383234126418306185007250433006648784066305668354831514187941449658678155831056254518423817955245379744095084447939114542619660700907467309944473730845352318933994242138559471882143908080895486882327313566527356645014791412004469976694367839831756093207506720820858166271710205e+347 4.922194162914261348918099964936094420563394378902460425112340345029079046552066124658040714106070556349255398281211595938483259483907856208431426767205830540763375476555531917781894067430235066608995290623209592382931698752238811242431231548138339563544275637752093601238095809313254015212959436379834777574624e+37),(2.282046193427732893158098686947502199242422166962505608494828612088557133995278471609620325914680568066620368015725410887863208785880779819148790428365448641032698956435305284975270460148523302807749205342376372897408354835298767559289620842334678099905377023967762139245297654440764864590050648029577735297591e+363 -3.098569166577466374151089182272909843942828916568543465828278857202190714849302382199328247492917069813782361664584672362557275277030791071789343951353661918442228539466534295710471255294482453692257876214324555793281482766775721916899087976516702197685549443367639838581763995427220252428409596327544116529181e+336),(-3.606387943643775626352764250850887582978940876063886633977662216543399949742475793639487134672783260954555311759010968740545568734487437951437310749802609370073830472291541961840861255041369991146198698562928251637359423451244852807140540966815907789759530363037390544212251404163740993722999239590462326752245e+343 -1.810613776194033690867179821292068857503425233489825129493996766635308322238836225527340953063773614582262896559710557898099951257597068459695477117866056921932153012951591637637485727034414321751960079367807416413379196191252698554533980171963541662762377230473980007812469861556324106068452711451322682868566e+343),(3.826544876348368992882326609298757259269291709371884337647207708329754836639360498717034787390801635976812094073490798376033465575128242830498424259518495292485215318764580485563539161215608213028738248057844747074805817665655431784877043167253026431557762300782223967885994114682839574200139081370386713917890e+336 1.839858792283934220760706911590271395394903670654566732051991339262089873464723885304532386333296222845354418406689522653882321539009804123823506694420572050891703706451361051184312487052877450169325077254171853796272727954514404297222639486598003785640456191431653729260624566230473775812465605906409273472711e+363),(-1.203665133304876668995851802553980137617368734827810699575867050075926043423917929407189238707238694369491422296392835638840872154423870740483750055015964343053438264964607307145254494786514707828573111991014452554281027150525650481506619929012153314513507826206856120080262323915377625809959980697857195745287e+343 -2.084809166183211974917568133001170905714126834012186904910686749072245537702549916836688509610017360760317417709345994418231630495424979413740094776636991823862554228622228888808162554579022957873540025537509861540391821212592670711540555794549184744974108864388401514120867593440277340652687823857035120767200e+343),(1.814663687601900670710994604265129527269240885653809638112964585480889924763431168250651758086510552313332679748572786534173947630363447140043468938170649449328713062687431014522923186371684660432226038530826463791162754166956298012090938781491504713517653401431177661528227882142133172098348312807455779341784e+350 -3.735264466524102626352980628447628798976315185265569962409457563046251994339973615075418096848660672872232618396510350870838024629121736028256028300133060728011751732503841050583488128484297159392661451187959151166727184634456725253597388688698364764413689740203237870520246853980664597853460390322891114262402e+59),(-6.328889159828685278185412935146574052493098683790959861628857917795843744970128421554324212636800496875333763675090135332966998745794026010486173042066260139305295848221319265277752990102805696150435542756754039523886610009744749032596655880292769607809657007150158045701939750993084213384378923178542656522099e+330 -6.336380374839055907658282993867657651267685153970735146577476842575162587656085655982706661492006886088276197795495726496605621650892723668628086972525384189418266241473542019432039525544681198345374421830852144878487200926054755487127461630681030730044223757531635922633711917916974252847802618672486207147064e+59),(8.518936639149748546921181656221303294824725595312966395171620451415560535874896931375278125091456404286684641204936486369093951374388087856156431090336644425273919704785155897967843190801048501089822483601199464553404563046081363992499395022184325035617814935060711304813439363345294149970024629433606136157267e+335 -6.336343733389952913945071327097882254446727001296853092959745848598891315017918096748430179950988301427625428780707147561007136647448799761174008895766593617146850370921271692661443319991632761938369140776479628806274083879608980239310338607301104423968863498286006330683926914883235068436887946945973433501275e+59),(2.472643935992515389557199498036639271900926881467230116583473091331908888461170252307825634715025081761633869275371555684496837605577121969682975516417424986364566987429219128320590216395782887165068467924464058510772086393350516766092172985210356530487130066040684103039120475440903161492145262614080834891564e+330 -4.751914772985026497045671946911330938109415007436945777277701883619501558657545437329597429669927467249346162344579779683921002699501273112211234836906401030185573420632761139083900639844709630201271270835023802297094088726175470884077752032779165922386977216118386173081912747178051023073900239465230444471207e+59),(2.282046193427732893158098686947502199242422166962505608494828612088557133995278471609620325914680568066620368015725410887863208785880779819148790428365448641032698956435305284975270460148523302807749205342376372897408354835298767559289620842334678099905377023967762139245297654440764864590050648029577736077963e+363 3.098569166577466374151089182272909843942828916568543465828278857202190714849302382199328247492917069813782361664584672362557275277030791071789343951353661918442228539466534295710471255294482453692257876214324555793281482766775721916899087976516702197685549443367639838581763995025485741363662027442053593443891e+336),(-3.606387943643775626352764250850887582978940876063886633977662216543399949742475793639487134672783260954555311759010968740545568734487437951437310749802609370073830472291541961840861255041369991146198698562928251637359423451244852807140540966815907789759530363037390544212251404163740979109558384314439325750054e+343 1.810613776194033690867179821292068857503425233489825129493996766635308322238836225527340953063773614582262896559710557898099951257597068459695477117866056921932153012951591637637485727034414321751960079367807416413379196191252698554533980171963541662762377230473980007812469861556324075938364381595255016456777e+343),(3.826544876348368992882326609298757259269291709371884337647207708329754836639360498717034787390801635976812094073490798376033465575128242830498424259518495292485215318764580485563539161215608213028738248057844747074805817665655431784877043167253026431557762300782223967885994114854023572321846109006613065432338e+336 -1.839858792283934220760706911590271395394903670654566732051991339262089873464723885304532386333296222845354418406689522653882321539009804123823506694420572050891703706451361051184312487052877450169325077254171853796272727954514404297222639486598003785640456191431653729260624566230473775812465605906409273774012e+363),(-1.203665133304876668995851802553980137617368734827810699575867050075926043423917929407189238707238694369491422296392835638840872154423870740483750055015964343053438264964607307145254494786514707828573111991014452554281027150525650481506619929012153314513507826206856120080262323915377615765756955899169039277594e+343 2.084809166183211974917568133001170905714126834012186904910686749072245537702549916836688509610017360760317417709345994418231630495424979413740094776636991823862554228622228888808162554579022957873540025537509861540391821212592670711540555794549184744974108864388401514120867593440277325587643658929001287561305e+343),
