L,lambda,d[0],d[1],Z[0],Z[1],
4,0.43,6.0897187e+156,6.0897187e+156,(1.217943740936747678658415850254712189713034843000543943557789222867907914211305201412378836183118907501659053239645805595784204592789900940619695083130832580000841696319651367424368225308069729534574702895198101455786904650912839128125978635419489992735609875622002094804338423101248461799101551215126101408946e+157 +0),(1.180816073101160362080286075097796220286975023857899126879225361147188596000921180589900135517788661811130527786257010442808950191576491379776251989925304720219475897187994135947665970802363841955559854731236414640514319549871910298766933183161259046819521294115531508416885645719134612418742436956281867311140e+131 5.562247580928837043602390943713209922635907430909320215040369761520354610387841830478604268614899452555150467177966621464999993079280007281662363085728426080622246003360922342963549240227711570657534324693357034446103973369461413724048374663520698081333838084854495649460870049140593463653814205045638502236919e-152),
4,0.48,1.8288369e+167,1.8288369e+167,(3.657673743244891784975524557111106696917211537068520420736772438436467548269239868409131218256049839810051846300291761230982936230432200704784779396949739302307818948924695269369800005241068469334447580442099467153704819833610527508531527149955532960898148172457035201209079958885542802392894176000046496445934e+167 +0),(1.321283087633544448453838535926159337340383041661456360154065992479721467368989344445625668544744301743198586011314440200607850950320027744096344917521864910399354504338931992757843454175987613971850824010069669015596719183877646061253277929300941596597266668438693559945366886678386694159334423576089564215410e+145 1.670429121343742653224462678196408268525934987055297652255962618745567413178079261516715698736627573181219967778605253163456951135934673585639507962519239324205132146247025325599302337669273945413631739402180786393247189457508063204040800508077391777903026435748851174358869442782561479493076960963682575580991e-141),
4,0.53,2.8044391e+175,2.8044391e+175,(5.608878272641903665782497652409311833979619552975400606133402029315413573513285305304907070135077492949634327998413477804418997433863055114659923703984460122605391327956539941410024651739756498920648452582274809223661866459634367766117882045946836951977193775914219639199237148612345007985417315876476782926962e+175 +0),(7.752282653127401340027945851840995350623290323093691151493523194238386510385981264471613304575670592572326302324982060522746288489779508498938744062330681020743922203764356872781925514145401982557544480955098967219146228388748550844417998856658669967798708373503702422483249555527075757834194092254834555429492e+155 2.561527971705137133075879294804306011793362852678199619260564429341425480735710056347264786454398834168460861812921526562626117560596033817961046791715318120234737820191803821299062953556481375870393108992359864934062919549438732244400324150677242890104033577400493017720894783978824859869794591072520588707340e-133),
4,0.58,3.0302711e+181,3.0302711e+181,(6.060542279625641781506445743822085443362919868901049507305431517457664410123803808252821363893270803495812282425906616851446803239891982951170270837880088693189006286037681253000631614291409784872878733244276384188209976278668979463191495098543370006297950896848275177631224665818351000116697298879202839378937e+181 +0),(7.967295427043797340484595636422743365259769196945395322358653891195434618965579657229645706217055593324652586684596318863718798817153624959160001149112361822520495392553635163319695056056643234297306137546732600096262716943196701092586847345947577298351039080601596871348288062543293541917039652602905892821892e+163 2.767799160249994063837536246484798881706088315946595233533659282387730509198875907341297319606176154353012521162663259028136297157321481113754895122245085367946026589819088763769116258603446923501557249865480980248289949096179658640095846491386678486866694734279495378956510886768080238815780116845566055844833e-127),
4,0.63,2.7296498e+185,2.7296498e+185,(5.459299644475798418063970733029607829067130370335180746517613430499309097201526109072546384197543603107038974972810176614984617748427753582758936094323644738720542003950312933341965370778775311904473895962551884597158652020868606365691931745166410733056710923516735951876982917353158247179486698596374885790417e+185 +0),(2.684720463763883975157208334339575757261703073066247859010332621543326766126595149992508464253816148397651900535411168076309570836564109198787648610450607417338310762718064287892697704771471387045175204705162042841047596113592060260595693517158765256041537700218613032962207475783948686323852524822147362662140e+169 2.493216658570454099543792836038829971965928969478646992914997308567048280669654125844677180485121269083147734778243329961262870864009841962790208446275522384256686733888392048719758399949276014988825937726666868263940224740448969816677471424693054756607069220043371810015954100038940840318512117755935895564311e-123),
4,0.68,2.1732857e+187,2.1732857e+187,(4.346571303654315774740603461581752656136858251173380166370023360715886893125682702285757109421037233431468586144757574928577587437519826744139485585623235821542916051176026557376468411688010921416042187039095149110941919207819005369838577765608420591295110530967624118404098771951521411067692442660023276581003e+187 +0),(4.119953125791746041422063899487108116229959744611336436439716904660349859292412769644354029064322915110208941060620479517738267116345331899322212896563359381041175098808298450160086985549658514190382401685943178067964309544182230294498560985930576614764164045113481982895530843773725901170790774491167533600701e+172 1.985042897013539668076343426527778104244695558743987236577473474726586514016574039623832870627259901108368205246911095989881262092768173504756921669643732987354693638487416464747511296868675850296925989242992429944263708705778835371583267324584392923748605306949672791170086404964847993029932069434959411053671e-121),
4,0.73,1.4852956e+187,1.4852956e+187,(2.970591273438606519136825758656333176383240328647006135501437321021901947831587269372900069447714056789989176129317709269505655855839545634027235581041825706995005331918282676628887843616550418854219137375937674204852120413593655531581205760938485463759407161826692276605215344773000390792423054188251218651519e+187 +0),(3.311644632000326224864628499319038791754888800011720212931906692729261430410634148086601829424958138132235920139003689047915338418404385382438673627841411480988967511192821334667297897155845287491935711305290072875814393886034316062212807183581938991015952420696300415167351381781009574611308607564034988923114e+173 1.356644282428323378930453329121211685695585892502537578839622935382799564683500561045662464247101187542789254292828523257713479476643555743151054851104940458886036148911129370259328981362950449427958595237746518164173154137962367216300229936821546817002786064497882471144718896495338124222920528729061274095687e-121),
4,0.78,7.8249829e+184,7.8249829e+184,(1.564996581086442981591138658655765537807426568165657546294883462643527712530740844677622966655221325281906849139639333863571252952327109768318256875318516657720876698142359227751454593541086440161782512207550566443800357286576348577426870961828337182399642754913192931772584522226859597992727702030605072943606e+185 +0),(1.399311356752099510422245923571671457389985859685993162457295766201259083819309959864116538906115841173865725547080332881336676510515090895234746999533551995346443026161979086889584617917665412544330191433315317428221745263416565752376785492740947080892422414014754594979419153642274181970948309108198371415675e+172 7.147208984065272412711651325594563475707645947578613226647537851221500755358087947740702354495009675356589312383205890711078448601026639430801899434791888311218942707327127436974876216422040756305340981671064006475935236447420456261075308997126444185172090036620095808756413672032990573055188117325226410236098e-124),
4,0.83,2.6410866e+180,2.6410866e+180,(5.282173289643232915203064327153134222588636262272023270881381281845016792527267043625142457617325988201983278444803661983279616760028939299343708178144769318221196021172461463759788753144299903340203533076291233105737201207133289630556094092150415200578372065565331292968082915136515728872334618729733000709233e+180 +0),(2.788078607790413535351192926654725899174529242715741229172920263923387926578162285808618877893716648996941254209048936369521827388133473291168145005473472877031514337651672064656605277321155977566133367732389499518092739668839562589168251825313365426240691460626592525976862734609254349640857570959377297833595e+168 2.412324528204569413440789850831195367947255061188217511104888213093513919535117658308125212336662221733852077652882117972372599595944435613103205893309572858555406563048872871101154052020484770735987302107841854206678567140749368517141947336952378768996698065089426608754809296801702772818363250557906461536620e-128),
4,0.88,4.3651895e+173,4.3651895e+173,(8.730378961659843700507862694644748632216941968703641579619336523153532144163608913944490406039967266491795703592335298835303090501467497309647469133719198550454428192214043373238003864644975956522212613633905650603165902391312288280760548354819305487781843981319316522076297190803141975887884971904176328634873e+173 +0),(2.114613211567368286139089523011138710461580813873510428804435836412340067131483163727251715767888602799034382355901476547979527697203749428990889830683268113429903488498808059256071537987503834231006458434555523719438201966835382143453944896234677857397395107452600602857309016777049396009802894625359139035792e+162 3.987091326781471229433132326978902702107987433037956922092657594765166501352112100532966108202434513567088432635897040907523451408369504151191231142617924801573122655598737765733640413792061666858897609187322884638728866508521549879724063931180637185934232970407567942405421447186798510467859207423700867704506e-135),
