L,lambda,d[0],d[1],d[2],d[3],Z[0],Z[1],Z[2],Z[3],
11,0.43,4.4524489e+1197,4.4524489e+1197,4.4524489e+1197,4.4524489e+1197,(1.780979576851360456834809345535328610106649801621104380859188823005349728303815281927456761300010299118207636559208273752660006435231725663506906703722561723592469032648922889791139493487555437077661556025620561643664584664997943996810004525485948094139273175132376823046679166914708277539489577873979335871601e+1198 +0),(1.961846605777571107205792406788067826948637335254290843436921217745394096933552059675961268385246630781857055196769256299115598510533926120946119668174232855164179929292092852064330293874997117979125784853005085138372637549846393304855244923315219725976989795477116757906014037623042775805536470038904394152743e+1186 3.496529422367067289006737420540822866543959138814539402818917406989552320665873562505112397043926249530243379848718077791184226103093342384184673170652070925925043384142568974689946003625666057026321391958154209807032879995442939995806144557970726443708419591333333021977107047324939530039139629040354145412902e+889),(1.201398553576104019365715721399495075107371835937604846773498381701747345741228841387459017685431761740435716925766961355423740669606124664590340640699426917264723903873284592699828239784067456329706240081377825665937439092186467243639680641785422373345324346457435216395328169871103780839384868852780471530427e+1150 -1.168047016575817090209206412737432592492473402275228734135502250067224025357917328943858671429961575858503624557899946664131231954846632038234143668765375156857878322100198974763864474678664213539618040234049211462274024606304048570675393282176058293005499990666933716832557294392710420323267296524541190136090e+890),(1.961846605777571107205792406788067826948637335254290843436921217745394096933552059675961268385246630781857055196769256299115598510533926120946119668174232855164179929292092852064330293874997117979125784853005085138372637549846393304855244923315219725976989795477116757906014037623042775805536470063305150140220e+1186 -6.993058844734134578013474841081645733087918277629078805637834813979104641331747125010224794087852499060486759697436155582368452206186684768369346341304141851850086768285137949379892007251332114052642783916308419614065759990885879991612289115941452887416839182666666043954214094649879060078279258080708290825804e+889),
11,0.48,4.0542821e+1263,4.0542821e+1263,4.0542821e+1263,4.0542821e+1263,(1.621712838394847820822561608033021680912643346753055935228648754168186415339873458025848249702879078165425468240028417870003783386006947763602494782533660692289681098948298530567048048333792332692318756978642870859609731963400915439158567540782987043609570512719950902531591756103967700498331019573311447258577e+1264 +0),(3.143882215071005447388863709151711396036646173365832484843484490900454521300445068699067829877700952536773486334085556449397507037930122891780987178593731329144347457654453843430929835692501685169730378945602024336853442808806067596789763718548055505375325972476624675236695831874321909038161642705295280605362e+1253 +0),(1.681053977868217109929033146291602739386052889917827328147368619421029557727266911888178806002104588859795989545441738599342684256228366378144224692711501829824423287795205924350045565680689635741647296150305079047551089277938670583022636107120954104506066956903660447918234910050541499743373732744042255550126e+1221 -1.063592680793362086223096395470827540274722975015751055698337334568500492443084091625860305716777549400613534300068673885631732039352662779330843386382004958371019387833247384449033191195669382705164083781718285495302588603700718850548928298254120875099266574996103367336712737556352808627854987662787318882301e+956),(3.143882215071005447388863709151711396036646173365832484843484490900454521300445068699067829877700952536773486334085556449397507037930122891780987178593731329144347457654453843430929835692501685169730378945602024336853442808806067596789763718548055505375325972476624675236695831874321909038161642707517148826982e+1253 -2.945820210848098983845452129599397391550825063326617820439138576624304951867388377720558418295700942127845055912680370254766893472592608047880022577345608196004225465946050843717242869231027524001598836675016125909401245834919009110054860330208750313534390334111606899982970702033333412502978947364773313730415e+955),
11,0.53,1.0297486e+1316,1.0297486e+1316,1.0297486e+1316,1.0297486e+1316,(4.118994555695506796580801876335678275177480280375440265125663051242460899868362987274708212686851964269059174447034813739432611891893972132587315540930427072955550315891690399060245400125477324817168776276590494037547815948230201720075268352455988236653824204520402446201037770973277058834020215300240394028274e+1316 +0),(8.094637996897507175459200376434026986891864003621123181278440029513565146613973206892403128739698864358390002253563606832766135180225234289400331090182305484658251605664184557483448037128208695953666088192920694440072752895414555532370454508606257528700957722578280750917987292022264607001140742191203477676293e+1306 +0),(6.073589562170007146416940327516431619554706984251690928342850183270344852404147810180600002701491019012466631595160993389747733781233485056034141144796834399820083907919844060152799961024419032388779898343044961137644440787924869488436790890610949283281611405715081926357174653971226517264815743112367697063923e+1277 -2.701423061385459442067117392299462528537863826920401925884622436592452362669460507589076028832017096232080696303078718533521041885005327812303401785184606045189333076376401691857320180192949886405986216072679111496968851029045120425475343484716757227944244384027581850461683853606156501239865099707373551832956e+1008),(8.094637996897507175459200376434026986891864003621123181278440029513565146613973206892403128739698864358390002253563606832766135180225234289400331090182305484658251605664184557483448037128208695953666088192920694440072752895414555532370454508606257528700957722578280750917987292022264607001140742191767810824065e+1306 -7.053838027058319077377957802444048019804159066523361940185576764025752205614555761991139740568676646067942747614440295141902685788187805536529577267402899645941562818486544462849053210252268605545768918966814525728132278346820194598594889136840750637137282213485971816418489135107178532290299796297354315033194e+1007),
11,0.58,7.2789543e+1354,7.2789542e+1354,7.2789542e+1354,7.2789542e+1354,(2.911581692373884722610404733617359444033806338363806094043845383386359825418328881871320306784206695591635027155160568679251750873714190660767212669836568164504390981770058148713355983644124068955786330710313641180492999205668932687935416712391417972288022267844890344884287252472691974505067004094264344354328e+1355 +0),(3.860017462462095698423234571235836832227056295876761995069482906926376575337240563360603917725911551237859555948525388686197258582426829607609622925208150492108181040000283578512496168305432416812746716254154735313680573571781673316355343108022268355596164176809215618807941377373846119456529499241468673006539e+1346 1.440178019834596553875031259853969661317294367321337664894335277538207740909078257863784032472281213247572273236544949265666163675341909288140161003368926363428243492030855713767802690380218510945812120823191743198727364093414985880643907969763040910200964491157325308342019306397241004271704389577499828894971e+1047),(1.083514356902481961021793462480211935357124446716048325557600075653733284990794382076226649843359331707280409642814822707888455324606473905314340230057249982725420655211288844210712527487979235133277040543418920914264234857514948824590943333772354032794251161412731578062848380645822953432111607591141360043300e+1320 -1.909547053331527193181606635184653760096061570864583238825781961374670315494105877918426766526723287457203199281823874416124729871143964941352242211772670773113183284402922394368335992637030580199821423449287604859726329599076384587497354428833123968101290122119775724965964562522438549335434997790816228038164e+1047),(3.860017462462095698423234571235836832227056295876761995069482906926376575337240563360603917725911551237859555948525388686197258582426829607609622925208150492108181040000283578512496168305432416812746716254154735313680573571781673316355343108022268355596164176809215618807941377373846119456529499241508563859518e+1346 -2.400296699724327589791718766423282768862157278868896108157225462563679568181797096439640054120468688745953788727574915442776939458903182146900268338948210605713739153384759522946337817300364184909686868038652905331212273489024976467739846616271734850334940818595542180570032177328735007119507315962499714824952e+1047),
11,0.63,1.0415041e+1380,1.0415041e+1380,1.041504e+1380,1.0415041e+1380,(4.166016205000037100654876168311346875056469909376202320303370842109006265300071988063461544276112136971721096063682031037385178144518229666711312183065290287739316228956404880478027721813764231504414028536754107802058678696749183502266858063272382728391281194272953751456168089030764159958975614195617706839408e+1380 +0),(2.733882139507957278515085345692367974014248779199448852199139400684807711888672228741061680416889388712679527218975836965356874738389120358300444931366255822427873133679512867763839020005237856662668983391777041608955480340756445392441581644446162568570421136230842040982181087125776070746499933702840794511158e+1372 -9.285698096104070993007267409790587262435421442096961286186132546907078041213006525915959841450991961288948763164803975318967690175570317991167049603948823201320008939043212087656928796762536771483678212215358304570536105571387063475564156622824854832705459290041066203958595631590200070166803774638401325813234e+1071),(1.066629035072729549412932605851801893619878553365968921847360248698799904713195242739626728435423679476355364923126722565359952965147214055142011595773476063971414341621271544189409451649483703818056470802705907514313329397588093128826693426915327236212200512776441716714692016675717600091445928654492148487712e+1348 -2.732261963045442014371101198504086747439042032060336715456368985868472703291348591589725078243049049982818826510290953385678208001218611593327222670656948045585807705807235440030942964434921726388107143026476506789595377256393492358077590129811643568724728895280657940191206922426996335694836126306711242635983e+1072),(2.733882139507957278515085345692367974014248779199448852199139400684807711888672228741061680416889388712679527218975836965356874738389120358300444931366255822427873133679512867763839020005237856662668983391777041608955480340756445392441581644446162568570421136230842040982181087125776070746499933702846502265826e+1372 +0),
11,0.68,1.5853239e+1391,1.5853238e+1391,1.5853237e+1391,1.5853238e+1391,(6.341295142786893278486310702808801353189517860541260249479653956984964275218634340384911056718394865786981970309853303333723059704761177249315642143155941334849652949741677839174077680083191206841871857755599804860496584212858666618261828816098587039910867430191921744277076579614282951295069014426062055540126e+1391 +0),(1.618279307429895978633477754337827979906844038739122493805556864736785012150413159072953324810557540944073675743897688330005010892128268883293966560635186342163794763975760721239230749267233743236982519688116276897118176508930661738148283618597052385920183027356847207497345638065404926022139391423801505108455e+1384 2.552433257170972795355421325784140960050835481970150808649442294891973512827494604713191933662806762271675708416798882063728473458223040890904505274993276678870749595111568220625817244793326471137268692432173544131357433511443893183041545462070691753114719926488688501950274174449175921629652958522962426885816e+1083),(4.091891757146487987377795143032818134431712516077324135139795664684889072657165789350064662013542548639333067342736384513741707876518530423228003917882640265019818875244660617628734686520124080319239135520602940689507436845962385659402370531806714791279606664438517833620597494948247704578429062911070597401026e+1361 -4.158908224325042536208362526281396168357301056228847531179578148259881927902284962867821267362719106363305426174365802797760243948067406225956859290720432265064157943865466174313411287813315306309004785935198403647880174820539055049994816787374391026378969397249839485424340923044220345141262429713628462673253e+1083),(1.618279307429895978633477754337827979906844038739122493805556864736785012150413159072953324810557540944073675743897688330005010892128268883293966560635186342163794763975760721239230749267233743236982519688116276897118176508930661738148283618597052385920183027356847207497345638065404926022139391423802373913449e+1384 -3.828649885756459193033131988676211440076253222955226212974163442337960269241241907069787900494210143407513562625198323095592710187334561336356757912489915018306124392667352330938725867189989706705903038648260316197036150267165839774562318193106037629672079889733032752925411261673763882444479437784443640328724e+1083),
11,0.73,9.5214744e+1387,9.5214729e+1387,9.5214713e+1387,9.5214729e+1387,(3.808589141862975822022592850895530593754438005566258667225507944581527896183880316425826276218259521046317351342923231818860847355017547347237969217910974906235736988719000255920300858340073055352322805893260074684039643372228468705394831436945008229566192796342631250209741574522662220961231515939540368784434e+1388 +0),(3.118971347941284133034644373969857762296357850368003186236580854952032740081173093529433440080779743513746303536806849566294786689182681770270778608387255039414253245677017761921354032003960560885368210949164715207811635416137426163271359039470668648581423244593348970366975648648602754268041171082833554889772e+1381 6.231526506765070301160696596152687890749110063403688497679302477763607209051500499788066244293961821952333272501950395663399593403864845925059827331526554391774291003690352101137249132796207204924972393633236191726946859158798567341410023100758524787877734195529024662964536558713808402416144918268951237514200e+1079),(2.798722359120121218836784938199583770334139379775897331535768766484413327413380872507896114063007611496939489955041668043626815182174474953935262130235279168457425746476587066519677219031860166320599519247580019855396909425191632216891643758734019324507522054600035490440180468535657473154298809059340714661751e+1360 -2.497844857389856274295516740820343484543998121497687326802428329002853592513229691956206703947047233228244837288453040272911102520790116002130187700022573256207227843615283579062766357639829925355508149286524742961390544799927285709811701057372565325125402006119412167497003479883916195000966863230663265213898e+1080),(3.118971347941284133034644373969857762296357850368003186236580854952032740081173093529433440080779743513746303536806849566294786689182681770270778608387255039414253245677017761921354032003960560885368210949164715207811635416137426163271359039470668648581423244593348970366975648648602754268041171082834076695074e+1381 -1.869457952029521090348208978845806367224733019021106549303790743329082162715450149936419873288188546585699981750585118699019878021159453777517948199457966317532287301107105630341174739838862161477491718089970857518084057747639570202423006930227557436363320258658707398889360967614142520724843475480685371254260e+1080),
11,0.78,5.6722347e+1369,5.6722321e+1369,5.6722296e+1369,5.6722321e+1369,(2.268892853927643865781891781376345851627643207745286028504987902118471711814106216977222466154212691075082345212665283094154212731111152246999062251750528869818860493042241051349392481521887986651215788977611684313615319429409203475232073132908062735606556165167548175371616789120206681081576551725226679789495e+1370 +0),(5.101013703765816212146195931138973277838618613638123765582588508981259974185053476620731906539204567914741279474195043434531429798128012499421101584672046240915296512536639438841163856589174006323085051180154481892328453707302100059481131539676515389287607595739163861397692790019007689288677443147870862933558e+1363 5.404987661228556531136429059430134519023949654130824658895221391522254585994527748504164536396851740596436873989182044355529180131602518953829450535092516337358397978266708138199132399611720333040970268318987395946481326578293847546193374217735169707276776485401826330902168778464081738008421248895116922104052e+1061),(9.994032065397079619629630354056455323931070750947752789935616786940696941779521232120617558164449590094067689341326400459016711901345760814065014728460908357585100564731872108923817366571942708379549370430667802550286957534626626476282964017199415671785034269681496116199274805363604519322430782612955787652947e+1343 -1.488042161527278793530290420796543086275312610214586168879349273725852869249910029182999925285726199371418444070458718669064513007326171041583974646542576346446575613551759193435130080474993731471003953725576853362815892312659464604989130580445755675687668552725938113561267520038454012256820873940377413744327e+1062),(5.101013703765816212146195931138973277838618613638123765582588508981259974185053476620731906539204567914741279474195043434531429798128012499421101584672046240915296512536639438841163856589174006323085051180154481892328453707302100059481131539676515389287607595739163861397692790019007689288677443147871227838782e+1363 -1.080997532245711306227285811886026903804789930826164931779044278304450917198905549700832907279370348119287374797836408871105836026320503790765890107018503267471679595653341627639826479922344066608194053663797479189296265315658769509238674843547033941455355297080365266180433755692816347601684249779023384420810e+1062),
11,0.83,5.3690507e+1335,5.3690449e+1335,5.3690391e+1335,5.3690449e+1335,(2.147617955207191045132642867696484803255945878075585900787453507270374193152620775091214277760330224793353992316131347813518602584094806813756503992954590609055194457821789853832603559825434123234615099429823964493796065614126293611966951595667251669483159759126822069466977040185792410593745466916054284035039e+1336 +0),(1.164947409488822461191313347905813632040189243651272889628413180253361286627945478785893484629368922571868454243170898277438470865223306621094122143586585473168737965368460893386461478094549837298708770775540110821917972096255573625454670358311454082898842094946728869636117072954878698103008582553399339984758e+1330 5.204813792901804929482646140027040268998149636126907226212990866331605418043740278725897120075716726036386676322359209039462812774379549408304098223063931349146756559725500105589375331910122256142394907716390801383248256482274459914843398514079067107074773364327378379263593473452937444334906709741136738320272e+1027),(3.341751087015279128490495895983482593189616157087374122182555627739478062995140546871083902595011128917407765638881687742674177865788405600728023232842796679651521592397201515441812580868392044197298356865868074303005726627100684265709013845336601138175302403818458893421493128309379178891394972309646647595355e+1311 -1.408503995718639404357508612214722083923570748271219585025737070347539693253543683928028100542393916197378300708498192611756126908773621900251051179160056052403387552072022829242532570184338738749379767195399272079469643788122002418570375121582312170202824827631789997274821599031421779140364768297994469161443e+1028),(1.164947409488822461191313347905813632040189243651272889628413180253361286627945478785893484629368922571868454243170898277438470865223306621094122143586585473168737965368460893386461478094549837298708770775540110821917972096255573625454670358311454082898842094946728869636117072954878698103008582553399374613545e+1330 -1.040962758580360985896529228005408053799629927225381445242598173266321083608748055745179424015143345207277335264471841807892562554875909881660819644612786269829351311945100021117875066382024451228478981543278160276649651296454891982968679702815813421414954672865475675852718694690587488866981341948227347664054e+1028),
11,0.88,7.5335675e+1284,7.5335498e+1284,7.5335321e+1284,7.5335498e+1284,(3.013419922428564359131732516905163840703890033550599908619236737066125948072130448345899669670733185117740664795436016779595367943718583493796684809851528680157987349800790852488119919244088703107086152068482590438709842668145645858391084339763595643327349063716766121773905453768039202183204214758554767949881e+1285 +0),(3.537100116207249856877396949449675643821240501803604806651628381349598122311168572552571896500004161943233694773429359795578520219788506911939887739574544337850144492545010816156900699748247458902700325285819122484381213707214901578993491375312030479665566253773149146320978725798044555325045367181662303320577e+1279 6.955621314134526940751506711578676499170526254973594830353735911152261417637889566999053298439387742425786926433168020935810483682293537461455467960804372154379933399407823316644873283950938133888474987514158334584978806470295461287746246610467742168944808829408077777396536217459930804432716441709208884603104e+976),(1.062507838630989074429545812339094581536931680722974909416901060201462745106236623805580944494059989613161124992012672726218380312034922986980297102195010289694961465792334573334833394249865232748580857403444903776678101162939233514539801859271922699181958547745785818826756667514835363636311389151974480838381e+1262 -1.976333946765327421825495511273084291997189569316194383346398881053452682795881082336530787110711693081251225644958139371875446487792783147465535184739137483224526075032551313386653040452746728108370849024351081311726690806997753407666522175748930005837007370903095704643778739471400291188652596321150205890131e+977),(3.537100116207249856877396949449675643821240501803604806651628381349598122311168572552571896500004161943233694773429359795578520219788506911939887739574544337850144492545010816156900699748247458902700325285819122484381213707214901578993491375312030479665566253773149146320978725798044555325045367181662351562305e+1279 -1.391124262826905388150301342315735299834105250994718966070747182230452283527577913399810659687877548485157385286633604187162096736458707492291093592160874430875986679881564663328974656790187626777694997502831666916995761294059092257549249322093548433788961765881615555479307243491986160886543288341841776920621e+977),
