L,lambda,d[000],d[001],d[010],d[011],d[100],d[101],d[110],d[111],d[200],d[201],d[210],d[211],d[300],d[301],d[310],d[311],Z[000],Z[001],Z[010],Z[011],Z[100],Z[101],Z[110],Z[111],Z[200],Z[201],Z[210],Z[211],Z[300],Z[301],Z[310],Z[311],
4,0.43,(3.32823e+126 +0),(-2.43045e+101 1.51997e-182),(-3.27975e+98 1.51997e-182),(-2.43045e+101 1.10847e-207),(2.46549e+123 -2.46549e+123),(-3.60087e+98 2.70322e+76),(2.46549e+123 2.46549e+123),(-3.60087e+98 -2.70322e+76),(-2.01882e+92 -2.18378e-182),(-1.49604e+95 -3.70277e-182),(2.04866e+120 -3.70278e-182),(-1.49604e+95 -2.76885e-182),(2.46549e+123 2.46549e+123),(-3.60087e+98 -2.70322e+76),(2.46549e+123 -2.46549e+123),(-3.60087e+98 2.70322e+76),
4,0.48,(1.02088e+131 +0),(-1.36277e+109 4.66226e-178),(-2.94235e+102 4.66226e-178),(-1.36277e+109 6.22367e-200),(2.18401e+128 -2.18401e+128),(-5.83090e+106 6.57092e+86),(2.18401e+128 2.18401e+128),(-5.83090e+106 -6.57092e+86),(-2.27286e+97 -6.70407e-178),(-1.05269e+104 -1.13576e-177),(7.88590e+125 -1.13577e-177),(-1.05269e+104 -8.44527e-178),(2.18401e+128 2.18401e+128),(-5.83090e+106 -6.57092e+86),(2.18401e+128 -2.18401e+128),(-5.83090e+106 6.57092e+86),
4,0.53,(8.33017e+133 +0),(-3.06946e+114 3.80432e-175),(-1.18695e+105 3.80432e-175),(-3.06946e+114 1.40180e-194),(4.12773e+131 -4.12773e+131),(-3.04194e+112 3.13602e+93),(4.12773e+131 4.12773e+131),(-3.04194e+112 -3.13602e+93),(-6.38168e+100 -5.47974e-175),(-1.65031e+110 -9.26762e-175),(4.47874e+129 -9.26794e-175),(-1.65031e+110 -6.81262e-175),(4.12773e+131 4.12773e+131),(-3.04194e+112 -3.13602e+93),(4.12773e+131 -4.12773e+131),(-3.04194e+112 3.13602e+93),
4,0.58,(1.71348e+135 +0),(-4.93441e+117 7.82532e-174),(-1.88701e+106 7.82532e-174),(-4.93441e+117 2.25350e-191),(1.66010e+133 -1.66010e+133),(-9.56141e+115 2.82312e+97),(1.66010e+133 1.66010e+133),(-9.56141e+115 -2.82312e+97),(-4.60079e+102 -1.13039e-173),(-1.20308e+114 -1.90631e-173),(4.17770e+131 -1.90661e-173),(-1.20308e+114 -1.37402e-173),(1.66010e+133 1.66010e+133),(-9.56141e+115 -2.82312e+97),(1.66010e+133 -1.66010e+133),(-9.56141e+115 2.82312e+97),
4,0.63,(8.24033e+134 +0),(-7.76851e+118 3.76329e-174),(-9.53612e+105 3.76329e-174),(-7.76851e+118 3.54782e-190),(1.36926e+133 -1.36926e+133),(-2.58172e+117 1.21841e+99),(1.36926e+133 1.36926e+133),(-2.58172e+117 -1.21841e+99),(-7.67164e+102 -5.45892e-174),(-6.24963e+115 -9.16767e-174),(6.62920e+131 -9.17240e-174),(-6.24963e+115 -6.41388e-174),(1.36926e+133 1.36926e+133),(-2.58172e+117 -1.21841e+99),(1.36926e+133 -1.36926e+133),(-2.58172e+117 1.21841e+99),
4,0.68,(8.33759e+132 +0),(-1.37446e+118 3.80771e-176),(-1.24602e+104 3.80771e-176),(-1.37446e+118 6.27702e-191),(2.14532e+131 -2.14532e+131),(-7.07312e+116 3.87786e+98),(2.14532e+131 2.14532e+131),(-7.07312e+116 -3.87786e+98),(-2.60136e+101 -5.55362e-176),(-2.86950e+115 -9.27588e-176),(1.74067e+130 -9.28831e-176),(-2.86950e+115 -6.22810e-176),(2.14532e+131 2.14532e+131),(-7.07312e+116 -3.87786e+98),(2.14532e+131 -2.14532e+131),(-7.07312e+116 3.87786e+98),
4,0.73,(1.53873e+129 +0),(-2.76893e+115 7.02726e-180),(-3.42941e+100 7.02726e-180),(-2.76893e+115 1.26455e-193),(5.65769e+127 -5.65769e+127),(-2.03618e+114 1.08950e+96),(5.65769e+127 5.65769e+127),(-2.03618e+114 -1.08950e+96),(-1.54553e+98 -1.03170e-179),(-1.24787e+113 -1.71190e-179),(6.93458e+126 -1.71685e-179),(-1.24787e+113 -1.08999e-179),(5.65769e+127 5.65769e+127),(-2.03618e+114 -1.08950e+96),(5.65769e+127 -5.65769e+127),(-2.03618e+114 1.08950e+96),
4,0.78,(4.29376e+123 +0),(-5.84138e+110 1.96093e-185),(-1.58951e+95 1.96093e-185),(-5.84138e+110 2.66771e-198),(2.11683e+122 -2.11683e+122),(-5.75960e+109 2.76270e+91),(2.11683e+122 2.11683e+122),(-5.75960e+109 -2.76270e+91),(-1.34012e+93 -2.90036e-185),(-4.92488e+108 -4.77697e-185),(3.62008e+121 -4.80283e-185),(-4.92488e+108 -2.84961e-185),(2.11683e+122 2.11683e+122),(-5.75960e+109 -2.76270e+91),(2.11683e+122 -2.11683e+122),(-5.75960e+109 2.76270e+91),
4,0.83,(1.42236e+116 +0),(-1.08879e+104 6.49581e-193),(-9.52747e+87 6.49581e-193),(-1.08879e+104 4.97243e-205),(8.93547e+114 -8.93547e+114),(-1.36799e+103 5.72543e+84),(8.93547e+114 8.93547e+114),(-1.36799e+103 -5.72543e+84),(-1.34267e+86 -9.68440e-193),(-1.53439e+102 -1.58243e-192),(2.00447e+114 -1.59675e-192),(-1.53439e+102 -8.73862e-193),(8.93547e+114 8.93547e+114),(-1.36799e+103 -5.72543e+84),(8.93547e+114 -8.93547e+114),(-1.36799e+103 5.72543e+84),
4,0.88,(4.10618e+106 +0),(-1.38639e+95 1.87526e-202),(-5.33285e+78 1.87526e-202),(-1.38639e+95 6.33155e-214),(3.15483e+105 -3.15483e+105),(-2.13037e+94 7.85936e+75),(3.15483e+105 3.15483e+105),(-2.13037e+94 -7.85936e+75),(-1.14849e+77 -2.81868e-202),(-2.98575e+93 -4.56828e-202),(8.84311e+104 -4.63144e-202),(-2.98575e+93 -2.30827e-202),(3.15483e+105 3.15483e+105),(-2.13037e+94 -7.85936e+75),(3.15483e+105 -3.15483e+105),(-2.13037e+94 7.85936e+75),
