L,lambda,d[000],d[100],Z[000],Z[100],
9,0.43,1.9909087e+834,1.9909087e+834,(3.981817345127556716389274340382477508747990653251814547356109265035450273791537694425924182047204694176072190937690665269987393679612981700727819214817184221864849193499408469124478482107948460105317103176853870940341849378582951190226444518040516033385843287184499295305312855863104466872812408672038987041949e+834 +0),(7.596362239215552126779851830369735193915594644414784470281673241870962089037283736915607278656865442350521373857511432886451027183936238493754638286451760290121832347008945413841885247023782268411090209741646005435052620879382417908974363354763327530188080223279383388199526461111468489828632756671773375096771e+808 1.818462803429806083626369153914868286338767564550681566342229006921438047079995147513486274454584781720312970536843280965047036975317433055092864691726597456541748248352726811471344470245500532535433304600617114595195965645286661575029907900807032662567806643928234955382478535355436589185239455332203404110674e+526),
9,0.48,1.5173319e+882,1.5173319e+882,(3.034663798749692665727037390483576090771016165415974473246546139795078502397938368538573738811418008429518907428942234440675896282146353643290835437378857352568614606198221834214381378861206098995516780873360446476712110811072350931761606137973428997779444724456601109884820077043060508165935761552163788759690e+882 +0),(3.604124764556528088831406391688196404002519060756387547877631897865051631692216120556945075917005084542550860192706361076766863698441584862440392615055594641573248008040779349157999294949576392422475695308643178659212770445888209373362779433862819951080883911105463811610427515487937133090529408852600135792466e+859 1.385905670860080450568634568072311952904879271906546530522641529814864696316585811514155972664740735514137885154065402755015125561969383203227808751973714692206636579969846187705320364807060336633413801101411157714469799953599860510631768968599120779114732296980456482485670780129913524327873176624679306844325e+574),
9,0.53,9.8139073e+920,9.8139073e+920,(1.962781451360851412873003418635542864792595037153511982123193343825506198528395893086762089932722405455687448752492610865111526780217810887729050554995706783226981869629522940100711908081796201765046249299634271512782247956827245469619521066475118180101725319506502866263145472325407516095795317911360221009788e+921 +0),(3.972763599479353187459101275964368401391123035509001318954868747190915146749053980176989442272292332154694742530298186863736187518365460549404724057018679373553971437228711078992815933352071950579989066381996536240190978173992027263053844571490503086304916052772374532795171480000466922545546754816405557428364e+900 8.963859341587496618224193743084716302217712950953862960814815971727828215434768633172448032304556099337997413409461887065926461282723836552951786025818812253364287742110082213630030603695826045254095270603138193558232029063715757638225818624062509274432970670036777838423491271458317300364533130758517709842479e+612),
9,0.58,5.3120066e+950,5.3120066e+950,(1.062401322930424296517230405728805949647980712263418606485835354493658399951556752835435278160897340712606852525733639159275099245761503382831106574223394563092454258972703757387053096704160274675217037904289378018293395050909275318027140626649309273057117716770410555519379971356687554065850231280101839971457e+951 +0),(1.437275018160726724032094510955708978898233756069660110466325302862694087746085855634993969962241335982020711746159728217801742789024746346933312462191497318396373015155182536400622682153295423178849452816389962273658744029177728431583814595724872148072170774200663125541824934124785962763475476486046856342314e+932 4.851898318308483007617856464139910137703862456026942687081526757504353353278517174096646050939055825434692663904619880071483437204813873685578640785244826300860402675077506986087901567765338204892772486185157241266433962013355324930401013378761507450066015324210704901703953083279409897495598955855129308640319e+642),
9,0.63,1.9232672e+971,1.9232672e+971,(3.846534432577381409114000955160410930659873753127538653642988430612401391625897680879451377984842217621844107206321894726000127995669867499732045443033439185992186995026819218511447979218614675025612051901538734653853406426821306399344489617246394801167643029799420107284466693507758345966013256529664477926557e+971 +0),(1.727161956491400168740314782871597934096904290047571756497300000509029970689380566514799194704716078850808113564697997677997777674820072551024420146804259102432509607939539347240687865428914088134536626573051443568240322753763597242605148734344587461644704924936609574891659728272360503844642870984416795091969e+954 1.756680224499315153549991585090725406536866384982532248935193784540668912162606812901254509512816070399135495520468961427132721920276565271265390267355265545997684466427043884190466733887150266695672884716009126558653313126687539405193214011089950911219906251547914461370381377678410204720751278317816071149081e+663),
9,0.68,2.9963191e+982,2.9963191e+982,(5.992638106715564835831287273002121244256072927910665482060202267367740879491143909560854013637189997840902686617610753105295418890119308152413780565331661742241696077702534224827137863304141394441339798908324857070322884980489775666573529370928425044363385555209593002063006677383913862443410875378401642358432e+982 +0),(5.213497038764006507043549702695090939237510633743852453017143010427685135524343000149479531308094085447093333389553563456181694713030170836442104678596597565249755766072656237923637925028643356366342899804714368861606427857716355466130117310277060843539111572654497723715609797412560554330311755602812844694152e+966 2.736787890286608524866331058175196906718422159828956347463839868132948338579298488465129974099290392369281787039302066891026185089788980145645812838325476582067544463139295683132948749293788259284080993054628630145868935697994683312749244529469621167050040542853809078704387905065778158112232337827989339440338e+674),
9,0.73,1.0225408e+984,1.0225408e+984,(2.045081658682276070964989121163251101612183200615727648527117999778157348790019359782689618481281269787241095463334414537474888626629553911387613813368944580031632706457764531073617751361029363638005026561605735309148783385209258609626355447966792636228414800019129414412917735760032068328591658494184006392587e+984 +0),(2.257054002724916775847617728458210688805360154785924172005691890730407693854794090850901040516165752169394892917739373268147028178939559426151604960476139297559182197401996940233534642282000335676181550737353992468640870067686738188286422929604493205514672124718289931131458866393083736481049073998144363381958e+969 9.339717530842970132394791873588823689029955722649383406361201738121015184538144605768470682809950636462328499428686878928460953094386193814112689735066578971623969886026165935619074460208113490307375641306400058964446640794866043769933669502789376360838216362667290808595897328331293196130240862278975719402533e+675),
9,0.78,2.9934219e+975,2.9934219e+975,(5.986843774549685406793052655435583331160725677520133040373044386834540227749721475151803233547664784954393577271578894461893794619762787023923593758226782434562163878657453307416994881274394652745317443395182361135852253216227654446167607589356725404150031756643077043337766499135417439959806895510520093427500e+975 +0),(5.966885675241671438184796936450700481454895701488864100212243054929492404200804928783799654167929301313184993331051173144896266572550674693684156655572182534577697267612640774072288194823819808217578183830781370848674572601071588552633752476381366466955592955481860297711399978592466446532437324819198752165547e+961 2.734141667067110589633662615955848432278520154395029293589168766925007085437162254833693077460919461099457590626082333100110933685314192256501524867797899497037155134604972008450676722162955833246461749252742449568475418018280719617460389328562977672804035404552482649951571318675556250422174620922083658379196e+667),
9,0.83,2.1696909e+956,2.1696909e+956,(4.339381808204961956865433516592731422770934810763982706287351595878427442260323300802820485263877501022466112643059468336593139185405094025736456212469479566757966832207125490082462468966613217226447087475899684342305687885038280167609877844112174711422328191793900799405400381994330217443827228703398210857959e+956 +0),(2.958881816555498241939733584003229301284860696621437360922361388770597969140535134325649228430856252717002995657087510461038634530826701050753966762525163829296251707223759168440786528257829107189622398121166826996748402793363365270344789528654620230826048317929035453340062320894481609545494872960188676705525e+943 1.981759514347429570744986576679368905272996507689523698092047941867171946436519723933736108138884418196781556084711720630820187940264582834513484565885584399270518531955959457726617517061798680689772689393557580452133897176355978161117896965145276336393563541465642600273989681652953018336122528281590197362174e+648),
9,0.88,7.785207e+925,7.785207e+925,(1.557041401008588687222122284929190083452931221792104097044488751020654285656961234813703830921834714506653361711775957788631733156843483798492602821944062337835582122885528912932127427375667763916968908003296849848057074691240089041504879518619051969044387685306510478049753821830676936695477935169455724425637e+926 +0),(5.767470256102042231301154137328257807652308101203092731365121340161840103514905502074401113320503281750453243976499516645390926502136836651708923820084553450573936443892287861797935966208961261063647305879936917004832294594233538943884480735500815623225876947925287027872518105369570366233901302467899572164965e+913 7.110878339505043910233653516661264052439005711006364630297299097878881144922649627005144536141921295472675294166933515122979882165820453308003759360224226707830716041149368049756978872879984372088612176721380840214806080325409826837916363938274151806546967496620020114582874131723697363886438041044158764412341e+617),
