L,lambda,d[0],d[1],d[2],Z[0],Z[1],Z[2],
4,0.43,4.5270836e+133,4.5270836e+133,4.5270836e+133,(1.358125066554619580016261370409958582799445477392955801969491592341778947191781618968387159276462382652281972729729403434272155261648468481755545255604621179880455143180391609232339359406001270349427160991075232278303895318789351684032355790021303907901336642254464897106124149358003720461734908990007851905658e+134 +0),(2.083363398919088854863864356666049410204533932206537520319556551160963721140636723781809888775552238832877771271115886062032455167925791160561074495597783552031509061530688690474482690495061089976788969869671999504496610191977937727465490512929996800881871603849606722631601256172776003266910931639886504518182e+116 2.526984132470121816644124708398703770527077451180170775709928628849269908816801077632100306985067561776981603599056909063013664801416131726809553966414154185281492039950455137292728648437603491428654761944948534562980995401956599283462676143147506126638764303188259611210750400550705860370404345644437398002281e-175),(2.083363398919088854863864356666049410204533932206537520319556551160963721140636723781809888775552238832877771271115886062032455167925791160561074495597783552031509061530688690474482690495061089976788969869671999504496610191977937727465490512929996800881871603849606722631601256172776003266918512592283914883632e+116 1.010793652988048726657649883359481508210830980472068310283971451539707963526720431052840122794027024710792641439622763625205465920566452690723821586565661674112596815980182054917091459375041396571461904777979413825192398160782639713385070457259002450655505721275303844484300160220282344148161738257774959200912e-174),
4,0.48,1.073045e+139,1.073045e+139,1.073045e+139,(3.219134879504241056834892528580000108698506767545348147330788646752676759066785718277662620027462416203974492795172377728803564928007354082393671937002624149745147920983272698826438271003854449300658806940611371796649840963731574185801860684810421238759480155789879578143194253919591131015521422692845452888923e+139 +0),(4.102623252493832989554978928817167332954899241434119528997031604103913900216280201793668167063780085804624260151162035990447989394668524930208977007163908139238892300382106217628630538174092826617079100076740794036135437263855697737044300941055209568581600381044149289168022582211988051157833552443605601736204e+123 +0),(4.102623252493832989554978928817167332954899241434119528997031604103913900216280201793668167063780085804624260151162035990447989394668524930208977007163908139238892300382106217628630538174092826617079100076740794036135437263855697737044300941055209568581600381044149289168022582211988051157833718052037707298107e+123 3.312168642111238067511787137792349006105250956810873439138517652405315054884357508473946514371467754572325327469355871847073270728512152176963818574858360173732157246603860557552325294080135648285366369576482943222390450293252553812820198874346299230307961147474915637606154765009821185304696383923076986309550e-169),
4,0.53,4.8210971e+142,4.8210971e+142,4.8210971e+142,(1.446329119929837585169977278873954493668297478973540476460327024921492971865480563339939344751728931550792593742501598385489620823704390787512551836809888546229546172574547571828643216257016586578347105739925587312466604408265279551260017490588199927623713501642156683699367155407940149528409445311353387788545e+143 +0),(6.095060710131491421104357601306004471149607287083022852207485322843972712975950051696495866764715588802276798941714057264178267600334346053468096236148671687617787129178711239128948082284446376648611821938917123528487668276729440353609605645133664880087062222810760126739220050378733760459733478702213602838680e+128 8.139985654852578674716968069838476917404264751458402564026820982551302278883797012825570953719319153636946724788688990651367270142391465190106280529571905962964149649253647706240594642731341369226116389871164481263346770640697476250386920753593464988404845316034352670980885950488136545004821833129354001554350e-166),(6.095060710131491421104357601306004471149607287083022852207485322843972712975950051696495866764715588802276798941714057264178267600334346053468096236148671687617787129178711239128948082284446376648611821938917123528487668276729440353609605645133664880087062222810760126739220050378733760459733486842199257691259e+128 5.426657103235052449811312046558984611602843167638935042684547321700868185922531341883713969146212769091297816525792660434244846761594310126737520353047937308642766432835765137493729761820894246150744259914109654175564513760464984166924613835728976658936563544022901780653923966992091030003214555419569334369567e-166),
4,0.58,3.9723375e+144,3.9723375e+144,3.9723375e+144,(1.191701238750733261262875326412445900321985637723783367906372407767265059487110519477677612661532732430325303657081130687844533226984011888128479239876383116484895997293520473648481722107902953770917639240352137846648897326341428190386893894291877373542862353353671364206715824741456573997147247080667481668612e+145 +0),(8.468147154552109985899941032699623427951928994201169272227835846095820631862261145833397333149739053879836702766253749012914761007990319797071730805605618975553670597077160410275934484466117156859744727943484794848210852878821911208949013691681477347218946350619018180125857733538814248583827252342596183899695e+131 3.473060546070433567879239709797750151425819627288918427318110285888555638990420058805576940253576172218430602576507302677916701927420358481112013025950679877531370517014889687995987047565372317536476326345030178672361288806697589866831752854866545061719400668174657139618511338874938259202057315468524373996523e-164),(8.468147154552109985899941032699623427951928994201169272227835846095820631862261145833397333149739053879836702766253749012914761007990319797071730805605618975553670597077160410275934484466117156859744727943484794848210852878821911208949013691681477347218946350619018180125857733538814248583827253037208293113782e+131 6.946121092140867135758479419595500302851639254577836854636220571777111277980840117611153880507152344436861205153014605355833403854840716962224026051901359755062741034029779375991974095130744635072952652690060357344722577613395179733663505709733090123438801336349314279237022677749876518404114630937048747993045e-164),
4,0.63,5.7472463e+144,5.7472463e+144,5.7472463e+144,(1.724173885589569698802179455976329027549700793953376927761435960269794331380921668381193601977542868277175893249515052774030269093121987635045525600601158362435371895452445358480544097975302801144114582046861849038605887118027610713327155850202347923503127226850610779946859895633663512503223297491984412271376e+145 +0),(1.246258176335158721872379732750064821916722792519250648606757981384576207055409082729348480181092721508562029460367967374478053691048077533854984996389472312902619535132518796558830616136545740929019929001943866850031206587937391006442271775733971050473561184778374028102353512852522650977724604421186423650768e+133 1.041918163821130070363771912939325045427745888186675528195433085766566691697126017641673082076072851665529180772952190803375010578226107544333603907785203963259411155104466906398796114269611695260942897903509053601708386642009276960049525856459963518515820200452397141885553401662481477760617194640557312198957e-163),(1.246258176335158721872379732750064821916722792519250648606757981384576207055409082729348480181092721508562029460367967374478053691048077533854984996389472312902619535132518796558830616136545740929019929001943866850031206587937391006442271775733971050473561184778374028102353512852522650977724604429869075015944e+133 6.946121092140867135758479419595500302851639254577836854636220571777111277980840117611153880507152344436861205153014605355833403854840716962224026051901359755062741034029779375991974095130744635072952652690060357344722577613395179733663505709733090123438801336349314279237022677749876518404114630937048747993045e-164),
4,0.68,1.3630266e+143,1.3630266e+143,1.3630266e+143,(4.089079866227631972958276309517827874139610083032023985242299762562536705434908819477933209117301132250851251608704696498355870717855393503395329075655151939150782224502034541794553814949570605256027887003005253976327464602361553966689881853963689160670317808741975070271985171362053021770449397548611685361196e+143 +0),(2.038559956497043821146463175871676828064461212771956132509578463168905301772493521640593536141349407028238533577884162023478491839285503604921908142248273611575446362959451850073905036011064373106177959477692151903554678368979489568804258380412222669624417601452109244808637409757031019064375601488408531278917e+132 2.170662841294020979924524818623593844641137267055574017073818928680347274369012536753485587658485107636519126610317064173697938704637724050695008141219174923457106573134306054997491904728357698460297703965643861670225805504185993666769845534291590663574625417609160712261569586796836412001285822167827733747827e-165),(2.038559956497043821146463175871676828064461212771956132509578463168905301772493521640593536141349407028238533577884162023478491839285503604921908142248273611575446362959451850073905036011064373106177959477692151903554678368979489568804258380412222669624417601452109244808637409757031019064375601491121859830534e+132 1.085331420647010489962262409311796922320568633527787008536909464340173637184506268376742793829242553818259563305158532086848969352318862025347504070609587461728553286567153027498745952364178849230148851982821930835112902752092996833384922767145795331787312708804580356130784793398418206000642911083913866873913e-165),
4,0.73,4.7694691e+139,4.7694691e+139,4.7694691e+139,(1.430840730993956261895219680373920507136011140004842682160628921943623295745434880104272085433476297252225229614696609892741981742659439551916377081778335457226091948709826921188716981841121255447129413439358125210654679373033257398189180205157773772139528792978797625227817669439822609439113565018481308451537e+140 +0),(3.625867084027794071106757893780646956068467578582394509142204848498332587638557435332754695031323214991379406215712994515168709024513126433941093383808041189797045486491013149837097847113541113572379054480197761929124217317842150354060905721297251890242255566761074117723365797090329264100031432493277938766972e+129 +0),(3.625867084027794071106757893780646956068467578582394509142204848498332587638557435332754695031323214991379406215712994515168709024513126433941093383808041189797045486491013149837097847113541113572379054480197761929124217317842150354060905721297251890242255566761074117723365797090329264100031432494072859241079e+129 1.324867456844495227004714855116939602442100382724349375655407060962126021953743003389578605748587101828930130987742348738829308291404860870785527429943344069492862898641544223020930117632054259314146547830593177288956180117301021525128079549738519692123184458989966255042461906003928474121878553569230794523820e-168),
4,0.78,2.1159084e+134,2.1159084e+134,2.1159084e+134,(6.347725067820430501665577341473381606841363874921162255101534470611124392882536404047592045606294965558720438926298026256961529977214079409407138409830888561956202099853828666345535295031341881370533784399900591627964190672770670365533307828038278521888843802161574075099404969304792414668999622092718936244130e+134 +0),(6.403072743263396017393632757976312904595379719317965159389248682477346849432462974439810060467211825401200214047644193673818191516655282336266211011260905166686965971469932940700877499587845518981766703232650846569666712735050384595439460416352351251431213378502144471343032105194339221873426601227909394574928e+124 +0),(6.403072743263396017393632757976312904595379719317965159389248682477346849432462974439810060467211825401200214047644193673818191516655282336266211011260905166686965971469932940700877499587845518981766703232650846569666712735050384595439460416352351251431213378502144471343032105194339221873426601228313712036123e+124 6.064761917928292359945899300156889049264985882832409861703828709238247781160322586317040736764162148264755848637736581751232795523398716144342929519393970044675580895881092329502548756250248379428771428667876482951154388964695838280310422743554014703933034327651823066905800961321694064888970429546649755205475e-174),
4,0.83,9.6570884e+126,9.6570884e+126,9.6570884e+126,(2.897126515725099993838176785390330284084249694800716028114950700258429533193782527652660146990940064356034636204387236808610917450561282766613490567991923280744617596114314234118050232992671044915910486364097318954798853822603017619206042206000580340779097898147362507106058490415482749539896001472037309104184e+127 +0),(9.530863668897713142702048451375341561507542340899880293497328908849373689662865042979426331740177832823273908419447260858906139096751999890756942559111771363746946879136896440076858824658195921728340429375190201298330245412869746885225899406240015162876036558265191094315062971605578162562414232727202640276074e+117 2.409919865102884117740750034712508936431004954509897971830299977158803852860261037475681597695415078904134372328812512457860626984993106581506303755201486764222614326429801118176201485097506991795210611290882620394688601877171134265387226241252428175581707289875278102122068787146287784929661126751363180162698e-181),(9.530863668897713142702048451375341561507542340899880293497328908849373689662865042979426331740177832823273908419447260858906139096751999890756942559111771363746946879136896440076858824658195921728340429375190201298330245412869746885225899406240015162876036558265191094315062971605578162562414232727353260267643e+117 6.024799662757210294351875086781272341077512386274744929575749942897009632150652593689203994238537697260335930822031281144651567462482766453765759388003716910556535816074502795440503712743767479488026528227206550986721504692927835663468065603131070438954268224688195255305171967865719462324152816878407950406745e-182),
4,0.88,3.4276085e+117,3.4276085e+117,3.4276085e+117,(1.028282555139982455301864599151408385111953186539406598665347684366298758916013106448182044817452990995453359877132239471096083221237966129590856860662239846912737179656528832003420932060018323950252606586137751503990803690308615336019912336770515656226056308123378923595055462043523051846850150348348300632272e+118 +0),(9.353517860840979263161613764110673989205609085872299614677772522462838280160533416672140169094277132916188922508854532708837648292194796456281681512007353621121102989050884298078969996417172647087611957017380161930829284111943217022086277755854371767015808935423086915758331892739553552214325905464549814150968e+108 2.805515966730755890883447177140634665767435164318766877788933898739986881683884464990908277332101807585142520639128648277675531554260648067000210000203790567143138412420872037969764188278358187288058236347141932224259481156676931150009886176852076518793715268693955268387297153410371142590489618889246112856429e-191),(9.353517860840979263161613764110673989205609085872299614677772522462838280160533416672140169094277132916188922508854532708837648292194796456281681512007353621121102989050884298078969996417172647087611957017380161930829284111943217022086277755854371767015808935423086915758331892739553552214325905464605924470302e+108 5.611031933461511781766894354281269331534870328637533755577867797479973763367768929981816554664203615170285041278257296555351063108521296134000420000407581134286276824841744075939528376556716374576116472694283864448518962313353862300019772353704153037587430537387910536774594306820742285180979237778492225712859e-191),
