L,lambda,d[0],d[1],d[2],Z[0],Z[1],Z[2],
10,0.43,6.3604555e+1006,6.3604555e+1006,6.3604555e+1006,(1.908136638032356136896282641492973859256097554135080430454061406126381280637623065388182283668100598986349730106752094908631260345496701019766749273712421953778181784369419975919412426708551963721624416470976419005928669318980292819186024889274332050682111150859220906908443510319202572094138770584893581832940e+1007 +0),(3.600131194863303163744268884500348265391120495553775862649131509417772454150544142558808080171954643449789280511039891036120255973235599186881260079416442548340536440055107547028187663505578492530210671664086557382457468623430739026124604584620891258409463938069397054961848850079411349473784582904199799786106e+985 4.904784561297337132473384663172150013756609427574064243470838587345831532270898597682117935292650637723829964693565462392669052134557803176158680063712372994230923884497983486947949324084561140418777078075864993938397653384127026723445224856491732854379073043432431753717309858726425642055694994444432684686509e+698),(3.600131194863303163744268884500348265391120495553775862649131509417772454150544142558808080171954643449789280511039891036120255973235599186881260079416442548340536440055107547028187663505578492530210671664086557382457468623430739026124604584620891258409463938069397054961848850079411349596404196936633228097941e+985 9.809569122594674264946769326344300027513218855148128486941677174691663064541797195364235870585301275447659929387130924785338104269115606352317360127424745988461847768995966973895898648169122280837554156151729987876795306768254053446890449712983465708758146086864863507434619717452851284111389988888865369373018e+698),
10,0.48,1.7698159e+1063,1.7698159e+1063,1.7698159e+1063,(5.309447753929883442145744544470855505376898884384075031357853921675131788871950585639682145838247532540656015863310030354812102885405454281099060812014334624938583378165331275685797305767362616537020180071187917667667649832289033316086048970857318873362905055621179465915102117418068393592174762720307870856199e+1063 +0),(2.003640551453402987882128375904057297358438857857998314370436838299135447005571606282457325326525688776385975495337192361498420056370433657720138198177674590037372663183661752171773320884456556635407431692628827046426237526086585902681162134443056175517040976357866001454365806735684711328808029539222976447833e+1044 2.886359220132873244288223377707928357384216717511106639794103089527539313907233601554427333780419924482834875516360123599174870205580424440206648148240232216048850252668696797286843518555579892474319839574181735786483834107731319654168824897092203282826200658000399739558079649809007585721203053286447628990253e+755),(2.003640551453402987882128375904057297358438857857998314370436838299135447005571606282457325326525688776385975495337192361498420056370433657720138198177674590037372663183661752171773320884456556635407431692628827046426237526086585902681162134443056175517040976357866001454365806735684711329096665461236263772262e+1044 3.848478960177164325717631170277237809845622290014808853058804119370052418542978135405903111707226565977113167355146831465566493607440565920275530864320309621398467003558262396382458024740773189965759786098908981048645112143641759538891766529456271043768267544000532986077439533078676780961604071048596838653671e+755),
10,0.53,3.0418346e+1108,3.0418346e+1108,3.0418346e+1108,(9.125503855834638100107853251922721386615467160165093122254693629119557833095037875090685150453522946830142722905211288206788523428133157562773019175235719123958403585468321001204758849078521481523103553764323419714074980755431184435956386999752559399056244340932922996192186156534806252377855844697079991388707e+1108 +0),(2.448603902724085930394647831197463778584318042254045967945884407210989817347047350452684250060283584962408714065665072518619599940603682811500177179409060946509471363401097676495598659676273840997407131620542453107647377747520376923744276920293653421390299312048118243675534941572230625377017142550991056121379e+1091 5.492732716340289443967212324886421814275757976344554534012702976117333854765990399103565084159252888584515586193318179212521053268395879949379154656381624435487560298805292174809670356391015101217928215519081436141777932039086716165047401598483486255139123420360525313369162022314287831014510446615769406864435e+800),(2.448603902724085930394647831197463778584318042254045967945884407210989817347047350452684250060283584962408714065665072518619599940603682811500177179409060946509471363401097676495598659676273840997407131620542453107647377747520376923744276920293653421390299312048118243675534941572230625377022635283707396410823e+1091 5.492732716340289443967212324886421814275757976344554534012702976117333854765990399103565084159252888584515586193318179212521053268395879949379154656381624435487560298805292174809670356391015101217928215519081436141777932039086716165047401598483486255139123420360525313369162022314287831014510446615769406864435e+800),
10,0.58,3.2133361e+1142,3.2133361e+1142,3.2133361e+1142,(9.640008316489958137486751253199796696371434561214233559332906297820668559041981195988308241470388007866101688346299311901782584870228104345863879099889293827197233157025751682229180428119206571155914394779090256474772944995871080515877286115208736831437249805229468076487125256210838114986298639447611618944529e+1142 +0),(8.620002998867125935347841960071904692958764372722891645345707832896365214072629745529029573329359115863858913931063122174019201662115122862092465701146340218426559915695616042897348605334739803627129979168327763698272076008503058175218081394360010806957309329970286243897814491565949967291712429024929695510855e+1126 -2.851989882782515535155367199708271663537573771465403868703126130290203311501943023266787830075422515820157953313755688055210233886659002184091548717738209133486702926486317322048706186264064593368972787807830224504533551932688271247667224868273928472022282277946532332843991577032887124980789642955723654332532e+834),(8.620002998867125935347841960071904692958764372722891645345707832896365214072629745529029573329359115863858913931063122174019201662115122862092465701146340218426559915695616042897348605334739803627129979168327763698272076008503058175218081394360010806957309329970286243897814491565949967291712999422906252013962e+1126 1.140795953113006214062146879883308665415029508586161547481250452116081324600777209306715132030169006328063181325502275222084093554663600873636619487095283653394681170594526928819482474505625837347589115123132089801813420773075308499066889947309571388808912911178612933137596630813154849992315857182289461733013e+835),
10,0.63,1.5979262e+1165,1.5979262e+1165,1.5979262e+1165,(4.793778514711297353704281951114610252136151305763154278256510433487574818908868401115180180786383038195475795056702138629012232683297027105172147424773191011644262394173723765365531996828217637862471063919195513710029276326956991809965715749773455504118701939950077417837128634555088403512439936493038393326858e+1165 +0),(8.055613695315795924536505543399859895725704121061272287668164421048767260622631366758464053658975887131436710086321063678005812724387333062598797525728305643515470195403453699409084332123001099695750599624146234550705956360768065466581441641113768433157285788975586817241294351276566885970128604118030783065763e+1150 +0),(8.055613695315795924536505543399859895725704121061272287668164421048767260622631366758464053658975887131436710086321063678005812724387333062598797525728305643515470195403453699409084332123001099695750599624146234550705956360768065466581441641113768433157285788975586817241294351276566885970128631054313646936722e+1150 5.387256572774191843973291775986868556396747578266602402387266984308038520464658483310087635096699529281064643297004757929115052257939150948915372752793369311579563744162271083734988668573032392273010474039881357590357472665066459514325051545929616529123546625293819402252071734851485450054806029284249065687022e+857),
10,0.68,2.1883629e+1176,2.1883629e+1176,2.1883629e+1176,(6.565088696127291978668252068812992342183905768611919295030351262870641213603607258468583671418642260847955641687066056368346862796001568985366749718757772674110774744666481620759939759222082952293561568889632378230941130019272021117829536735194145268152220592769083168546213346208183732026464944468294642358751e+1176 +0),(1.329586987419125839175200128885279608190200948555058010042575268313327857294032066026924170946140919496340308358523827079503261904665928336549128790356547198409798269900495080911665275837048990564759522051133667283745926849432871469382602051094821264033051425562038651873145364791720576013372488423991757975329e+1163 4.442513432683430008837482792063236846433554390289073475959362052689325561978355502648151338169786804953747270724327881611893600448482485059250987387820226657065777993559858922571824741590737365573354833177615506669568008328769485813862554861430133422798079545440279178931760035091157777601004794252697860808509e+868),(1.329586987419125839175200128885279608190200948555058010042575268313327857294032066026924170946140919496340308358523827079503261904665928336549128790356547198409798269900495080911665275837048990564759522051133667283745926849432871469382602051094821264033051425562038651873145364791720576013372488794201210698948e+1163 2.961675621788953339224988528042157897622369593526048983972908035126217041318903668432100892113191203302498180482885254407929066965654990039500658258546817771377185329039905948381216494393824910382236555451743671113045338885846323875908369907620088948532053030293519452621173356727438518400669862835131907205672e+868),
10,0.73,3.615761e+1175,3.615761e+1175,3.615761e+1175,(1.084728311627922096415432121957495334341143327578922165936621067638091498261175394483331704676153647620090313263793834720178465579606703816635418143595110078675380096226946902712322600557351529061780719416963245154008681962777281403208281390194696922638897041728211840359060448065060928022499991502906838148546e+1176 +0),(1.861677352394345498143313314436696735554278946356846593442272683371684734183070955908210814276194488239086338375051804563968681939893232465098110480282563142930011025811730709272307822615407628296803254025111946204439939452668229274949580667889887208336571860912992988686808893026549812298380110044941948197005e+1163 3.702094527236191674031235660052697372027961991907561229966135043907771301648629585540126115141489004128122725603606568009911333707068737549375822823183522214221481661299882435476520617992281137977795694314679588891306673607307904844885462384525111185665066287866899315776466695909298148000837328543914884007091e+867),(1.861677352394345498143313314436696735554278946356846593442272683371684734183070955908210814276194488239086338375051804563968681939893232465098110480282563142930011025811730709272307822615407628296803254025111946204439939452668229274949580667889887208336571860912992988686808893026549812298380110100473366105547e+1163 5.553141790854287511046853490079046058041942987861341844949202565861656952472944378310189172712233506192184088405409852014867000560603106324063734234775283321332222491949823653214780926988421706966693541472019383336960010410961857267328193576787666778497599431800348973664700043863947222001255992815872326010636e+867),
10,0.78,2.2851968e+1162,2.2851968e+1162,2.2851968e+1162,(6.855590384658791118552240853594273509021425171288217549622604839005109218357639933779655992470955868917742105833087705420986067956270780649108255297645874926933673951452309120484204866599909037523619899878676287447625936686444832884382163273675324317369547830013173356754681011370410234751648871327179403186423e+1162 +0),(7.500536664778388909457706585546160520228336223945579762560584238005544733191829057689589409656333982954510597769462883394788676981619808421301191026236502012853236082642856526638803852876199857013302134521763119550393944041477761294770253680665950860986441937793407077662241761400681425094991636900382417985420e+1150 2.104397098739918689052067099994870529842479522760391563432526165745327547056507220043002982459648253625415876287892483566060567288257480839420067481559909887335767087563387142083979948661340778231644716421828655308733387759791585747783223260128756456688885400505398204004715521426361503927658605189159791283993e+854),(7.500536664778388909457706585546160520228336223945579762560584238005544733191829057689589409656333982954510597769462883394788676981619808421301191026236502012853236082642856526638803852876199857013302134521763119550393944041477761294770253680665950860986441937793407077662241761400681425094991636942470359960219e+1150 4.208794197479837378104134199989741059684959045520783126865052331490655094113014440086005964919296507250831752575784967132121134576514961678840134963119819774671534175126774284167959897322681556463289432843657310617466775519583171495566446520257512913377770801010796408009431042852723007855317210378319582567986e+854),
10,0.83,1.2036539e+1136,1.2036539e+1136,1.2036539e+1136,(3.610961723340748052310195428691963822301331552836953202854435149970714843777769042779754294751144339394983845594347560280822709151666432174895695668598850463277360373779404587908783924038326453012072510583693679120266122273350654429270066232222720685372545139091530341475546338691387074267521232226609203803735e+1136 +0),(1.992219843685793770650346569315143464877849670587363582607437000840816939598395595936668881515203646076139329188985218792614334669493939687451035620946304594388710565923972723054810381919531592338588326130667726377099927840767361878528135724948521392813181132927465209879727808717745959745958755301926057438766e+1125 +0),(1.992219843685793770650346569315143464877849670587363582607437000840816939598395595936668881515203646076139329188985218792614334669493939687451035620946304594388710565923972723054810381919531592338588326130667726377099927840767361878528135724948521392813181132927465209879727808717745959745958755303965959565161e+1125 3.399836877325195712036332130084361628934828962642435871008784926283601893784931925853237903208044190192410890237993822163594047888110878687014041802571069161280039461238762524186022503690796605788436875114238529806773128429279650744995146832792673673656323287423291603140820952693089395738589338011412208476700e+828),
10,0.88,7.3373746e+1095,7.3373746e+1095,7.3373746e+1095,(2.201212377642064440607562786818483500275785317224679663235190793004238871059047269992608723837851972882883675790103893297045700158790422703576918070817615578536393592412018828198746936845447564098057657323103985206894056532915002349668824266216070815555824799215735037955355940264987162611854825053741263011764e+1096 +0),(5.031714276260519829722498619129609401923824020883063704035168462534012527942034821872038033181432083559839357882358983741802086844657581370902475194542276689749621119544380017494413034409790314082967615088630591063397979142167123951473100618196562507450259793860752095695349369568402897483935663706654413758899e+1085 6.244514129707896977342002543180594573500181896116094474124000698927072624844629898579529576817609368600319142152918833758714132805375675103936321939251711723372364188896076683260696832338698074201975277354769600767415263407072775595506074749304714549838449125173298527180534190750094957155068239689818945935752e+787),(5.031714276260519829722498619129609401923824020883063704035168462534012527942034821872038033181432083559839357882358983741802086844657581370902475194542276689749621119544380017494413034409790314082967615088630591063397979142167123951473100618196562507450259793860752095695349369568402897483935663707903316584840e+1085 1.248902825941579395468400508636118914700036379223218894824800139785414524968925979715905915363521873720063828430583766751742826561075135020787264387850342344674472837779215336652139366467739614840395055470953920153483052681414555119101214949860942909967689825034659705436106838150018991431013647937963789187150e+788),
