L,lambda,d[0],d[1],Z[0],Z[1],
6,0.43,8.1182674e+361,8.1182674e+361,(1.623653487188776160212457364281650689533501015567252139129309330201954282438210667554335074989052191647323518814161635275233762530765847603997548847036674524646938584183280102642960566459036090163794948165314290165672557283424872947437306600603448182610732971327189838420468094061641606273311941644304758732909e+362 +0),(1.998926091369072555560297961172518046105250021546496557795640892277476124918689477605182674067061578808697422680610549772754188363789228427270092084517041849467259339953104811044815531426162111911622359438189572192781886255035119813220079204155708570386501907497707240823915248620248040877677735779294473523036e+311 7.415090186707944478401853250993637814806739848634683224736776633972524016858793822309779533953426446820082848747320089409825089255575063031225698516396981882670609884608115002678126352603275740900889621901272995090893890408317379938038682876752830248089624764415311605279737635340739585537605980808797995657220e+53),
6,0.48,8.1065923e+381,8.1065923e+381,(1.621318468047927160163385707755507447012550127554074791256572221365435859673556147615251943907377208932449814617689644449123856891746008877225704597432116437560663696722087047145202662545276647932565565417637038259257987581895037107210685069661066656306506669404697345725434232083818754757560080920649524427276e+382 +0),(2.653560819654314435098457580363939446601519107869453268855631783210497110097500091446187981666650475035875538283197437816377470346032430142476438838408808453802391414838051452355618141970275960007429822983688252409140358576770786841682151290470032162207428622370875392520070387918779420460320271654905151583198e+337 7.404426348854793267501602028122519632357796824084028030056478040284405526251714303807706803141945682491259642982494088510878723180319485305018905355321872994712950249474476737578422096441235196492141525871324561914947930352138082846248651720806641330338903489201362360377731142248706668763652078377816790468932e+73),
6,0.53,7.466613e+397,7.466613e+397,(1.493322598980809013663524220520007058240753421586575712593440894611940595631587654458596866731387856730962059791714312596625624330120358787032403998964867597298835260612918481624819924953447612190451142461257439308482220232903176036592962594085038646098700963387250903511481646488945940458705815096536209142086e+398 +0),(1.169467458676567366142701421808833577074213090022804751720736845472692681334598577646545616648085803520186046409478131535599648923401780456331335124827728423539914108698127431136891302399137017304736249784446710492992234434792324066742056162820320762431165128685006931960287404286600075807905085133900955654606e+358 6.819879879951484544269925939900408025092952647393194506166879801979988027422663932781018794280637997675017865780583083041886067948880555959846074306143237728416558164124569664309441827725942082389543998490851556831891628049704495231919306748254784976220319922255206574131404662125207659423700403186185240350877e+89),
6,0.58,6.3290422e+409,6.3290422e+409,(1.265808434135236428660241112718323629061779403982120827998889085929777241592075427451913622278013483802854929523093126562008184498022771828187506757275408783716488220793023889820140665677106730491207131200107062154893780023068960441586294538182951733762012697510859120291983746173959417904773152295417432358811e+410 +0),(5.411592290540290666489049851834046848739393111263181399253598967782860371027973944045769735718028095850362095013291260379848516545160029007773334883093537475518750337514935639792724713717649926298863936211096521964594849441367960314643439904509431362539879427877917268929661403174085208396318217081766443075593e+373 5.780841646489227810088941277715946515458006853903014125229909002992856081732971340825570720936842890526240669517610977313481734080494421834223926968132091109530673602842697661483567421251405992157919937965109299571074097307435736510187617888724569622392626824597845063828320078319004252105052042058501755353669e+101),
6,0.63,4.4852645e+417,4.4852645e+417,(8.970529023264978615066601700639486347351449445986937142394933434923580651189745623216480311226465794054093293387048164902684519292330758289897633389362893840167630746134915783459371259037081954388890596464813018128944297061954146202005278202485025743608036355099382330810533396025452207326979207894028491722129e+417 +0),(4.455736161889921013364489002716428698450189904546314592983566599198931946555236275128421657683114603415738623967874373466017849313005516160840235806449658436586758010988238449005285674762424126563407603042340164007319545897573176047863012889108848957638487532111605443425603825335620663521810021393720889924633e+384 4.096765858900115663356297404963893919692189009886548779591387708425471992990951928273802319920109747964109660549780547985855087910762037491021578503723302794414066768931230667741635635165313146784203367776730911162000339573016869441012246952341057917512089302111738686007948705189915810554831555163721408958380e+109),
6,0.68,2.1914841e+421,2.1914841e+421,(4.382968147463571500705872850590985607366009839600154709150048871082300434058370438079911967754140518750693465147656835643486369978836468502062387590204997072942324631753417651173007462957363430741639153314122766837389152427094185022541829455278889457311576946486735183995684925157801347356419403995095269673884e+421 +0),(7.969905761064115073571150205009322076372378396040086407409433295859524583772807838207554721470142098974748033645239251864606724547923522878160062536342336747653457794082879004265716966284411999896512492293795776151154457387626567928142816916960471049013130642308226703566478427871258743878310373528754048975050e+390 2.001665032308212050056377463621624323214658699959704671090941610064103021254160504733885561428492608588759343388912352963044455385645583341310171972530125185417552623353256597170929770574964995894263073533910294007296725637959353592381331664939132654798994595147598840256545774183654947187799675830509703685332e+113),
6,0.73,5.4866153e+420,5.4866153e+420,(1.097323059322193076891513873583967446345186992002805194477370450598023186674960613783320409937834484039647335029388581769445322896682349396378942627260935366758952128061780994948978922673608622172980642342779044766308261052159166684272640869036354313195978374897077534475913666616020693449505269261639689100773e+421 +0),(2.997181418882675713414330142512526921172581193814376199993258339190740326423493226601168459491019293443166770635640495189623543862455692866430726810637904784857258978015512855456758097477026109241624344307866778919472192151717835479616562710931070799414909048631240132948053269649274050058884766202582495635255e+392 5.011382978591357443543641941176164980371079755132674673950968774487773242409407040904738540472811930601709822904989122761339669111209046991775472805754530731140214436070384215224993524979462364311226637952687162908367832475935205198704395346478151970732975950144253774293895479407482741006167143109425390078047e+112),
6,0.78,4.6575562e+415,4.6575562e+415,(9.315112456209977607009958544141070287164057035421522803464837838108092121727811905252060892696120382695710359284870897773024782555158462619462314442461292997890034166973715638631853164799591999380840641744743683477225741673091415227888054352833435074613568723544251623643738455029384520995865348151323766635350e+415 +0),(1.887044988712056288504093960489669044592215140494682427173286829685478979932317109763683701881425335678012262482321658224848896860235240922392097710456231475881445798667572473013819231353667940677106717667088072478318085076847521650764892441031368289588585622977758543607245631311456339323706391150126711571230e+389 4.254134241519523855563990956214024618249652091758703730699546142105410543784545507686643323750624407471379103667561171728717557037762522305908974495608001084354304112778086343320857411594532888042396956063026967945613941018508789255560934300918362243083253334305249798677861308742820209174652916430972874817559e+107),
6,0.83,7.7534347e+405,7.7534347e+405,(1.550686939482290828915766837113408983295574888341614721879086269285463399808389088696338626467095353829427570902370440861650793379468384120918423894097614240940465438754849769874703554973756950516507949053880373991557867924328185854437234642441376239245578033511179880692048032845704160387879141140386540853672e+406 +0),(1.314602841695706450779223688810257708354848640556541340446398874848527184141774906259090863876900570390781897404533310635162262929487291370565364117015272175882849254138666908270807597662343305691399523276702348289358339280146668657251960437725718894233625138350681559741829657501057002866839200025617990743966e+381 7.081858043196149606928530025152829784705425732434240349339132103930179523686882724112562055849993516520375726638903698396431146549298750765016819626490270739045225424857974093505943958410207794356684927337988890079456189203225613087256764192099519596782827401619765707219543014653844398675868119080570886793295e+97),
6,0.88,1.2455529e+391,1.2455529e+391,(2.491105717170418402893197446990617641087659170831674588924695407339299230234089101666049055451808593670411947012289621320662553229141782619484646307180581516204449308138203449686784405048736182481405228819433177949678838208726811586666066217872655259978470317664275886363319683358885514370141645824780162361622e+391 +0),(5.499037738133601383986526192727640841615419125919707350669987808921437695827567376268900528041616638324640165383552039119633528834138483693024761057911681846459311783186176154997171361292941572986470608050920980888352389290580642102037115554086802213422892879749566017031715910106131878306774991259374494525524e+367 1.137667224145516291719430882321819061728910483715252061921991447308375748299203471465376883782997966775001790533587010109954092106810240220002750183844153702477958570731167101369445392127023625268601063667019391753472593850833930035802842005750465924245481277123419826069391438665149202409093261370035829103759e+83),
