L,lambda,d[0],d[1],Z[0],Z[1],
5,0.43,1.080646e+250,1.080646e+250,(2.161291939175945157216495442077124681710537467491339684826861199157685437947795100493364316430542520020669794751689764555066704745931213306543694801288104504526234983246354083939242022842499338331715564814332655096695928183634565875207603834600963911472918100054490998710654048999229608588045835831830483546971e+250 +0),(1.766087959003253266480591790222679128109289475020228099082877300734293247355752805776420950151778078125734902456158584446546294327868068092145324264541896841704621760121827467031181916376646206201121423891127737246096883630263121799451533582298933845867968707643729904024439499266417813867828216894317651052766e+224 9.870440198753584641411188329324753728725509280888526649920475574608222281480211475587305861329505665466766067498220352373268784611888231724658001483613781993648632536896986828226180270903133725239653878390071975953884817912903269127991392155906299867019195942290843261439380258413763201569949937830423723343744e-59),
5,0.48,9.4278017e+265,9.4278017e+265,(1.885560340578786720966970125960424015935652480536104941505965147587469127968379326918788877468948272470805089273153250724104938427265175163754633813375330350275073035225209547665164760257882914521026031979174056653803679878416857453638223797880098938237556674177899748242177167073618343876075101920077763049896e+266 +0),(3.404755793991349088223104780890208914027909013322923841485729229034839331454426362039891413613397003963229803331586024305845272568655507042071772597162765614564019950657515272247595453923118031796467695535912629613459424689573278228987726862289220899178796041228413838882312126497310967597402792299746900692005e+243 8.611196963016692187058908280630230404146364099035524612703464963154899278954338172897401914415111657711460392782889544285474760635368680717823696662824111812699124913487984706333015457919108676766348823923615737467298287931841092481366329820699905361355837110051225059511327046674130732692088607385100008904637e-43),
5,0.53,4.1092685e+278,4.1092685e+278,(8.218537045277233602458032311551350981496911289951449617332777779413410302974902572948060934428882672580745729154190826368106313222345147083424702782568647722115603927721083539523779088892976919702480720813370543011001588790634419153871116738330149850209777973780529998562385026051655105292758017138955637045382e+278 +0),(4.365493133126139115998692911557002108955466732467834479803050915962854872320887892313629206366149367951065941116648995039101218500080466759944085916834876767428251206857957649824032832236176124422968128101153777765788984926276914072043791563547648095574232351811988119639299423311583740379155585990361908152172e+258 3.753337388450144981858599368504771720718066891104621262813767812725878067826221439252552783128089704137606821705701366575316301075822282262315064522986762502328649387510084154846528240235081945283939286973268711541901967435051341346956094069161423242434854630234257422333453272272167199619260270129151237875839e-30),
5,0.58,1.2304621e+288,1.2304621e+288,(2.460924167875775293441845059346493690206398622820412335355919263435908900817936649600958877057039623019779903033731684504775926881870093588675441979920384615574212370127144862388603329630377081397626350765722223044473508112948534862014892371248155050885057710482324055077366628766299393417550232458582767112521e+288 +0),(1.121435191143468831963773958956483622830517161416286733845282215038699339200239956000178230980171200924578547396258709527786892324642354226530287657589139353281966612697070597984449788609232631812376373181619687443957882419376292765747189877890393486885331730798786987542282454713891323304684284264953753051941e+270 1.123883562067357003736717642880798850637033872947723289491412180193822219638682008542872700423519340226832392755116386582800301445141034832909349121673189826122266071952331993213937751025715822906013312177521453282072423016750948170249954878426793579563223872289180442556761174865992337366978475609825456295968e-20),
5,0.63,2.9172228e+294,2.9172228e+294,(5.834445698973526872099171680403998495248884177988825382418488937091571866596227038653138216068009942011290896211511783033155629280413119090670109069979815218876917570022978806573993130148474310410694033602858067527748830153845464489864793329958322084369909868257887500790966972988975588336993943601516310902241e+294 +0),(9.769215299961094277447831643242283182546020732234388612374506666732232964315551122715760234814545560022250969872476660467368093695661540696892839422098097651142011956941115993127712520181847732907136932276986630645290358420355695501370802003639552325206460462369076160653804522501928798873933601498720236122608e+277 2.664542735793043679891250037196312932414633936518083913203968846212034336175254704375077466631996529936507796300620099921627997737807698999070535230457139887848292323221411798496317667285517279035927742041126363586144369099629740180313958929155256578666780464485933886800012620739056606771997574780961994708625e-14),
5,0.68,5.5242439e+297,5.5242439e+297,(1.104848786533503329366660181387550675929035923906528953690187456107868746236296800870553762627628767430038000131248062763172565294322391110521245567335129600325052258874166959107740472407203157251161830458189226568668851652236205173436325284469920305876763645193558038674303453532153816881716407192711116662098e+298 +0),(3.661365599976693338023517639971793009591359665035235702728759536840319914416270281789617896083061679520950529413505148588670438903731522215008967412478459055452284985263966784546999076766545891701691954155617149831274153886336035774517408663630727850468312639526450170888495980454244469846936874091625213623047e+282 5.045752347691808102626619340944824119327830592531900189148236844561762454075515104513662699569574929019523539284556520927324041919686230009328444528586192334420769027065712365301203043832087941997341654619291478947849487681710125898116479467965963234605215778798964320978112055802042850561968464722971570326703e-11),
5,0.73,7.5252382e+297,7.5252382e+297,(1.505047645540933886583137131949133574739208221679124523224173327902060361896821824916179918722716979703216444546479311955000398394255112333915338074486886615780637313462164524844929442867310188749593964749678677265439254974803816554985799603756875102946560340857548106855025522310812813552646776119755949139642e+298 +0),(6.168917912217080680661009200815869092720100748007237291212946611598745784683960548680441840807338691199076420243311005011336649659704449163530671982504272097480280874187350007204098349679748895756373253162887655302730848806073170020602791316799116061262283717260349605756660630639515799472233181586489081382751e+283 6.873427190613911303380956583854161446332200907734648868474635757099098510353611901026413488704619179834692009360803341580058197050639630210128547398614867486053976035711715081203035709864353784499452789741308738644499246474175728840666671632824850936072358172776688860460965116696272669919346345646735533272539e-11),
5,0.78,5.963696e+294,5.963696e+294,(1.192739202915869384977233625692338997382505078458547607037805594849310461135484925359825590209996758757089157585958036689230831282894305477242942624131759984304239936360403978711701716407631497136128103557122045800563327685764771991779857969172005762197418061430120738581807983052519407128524896191073891243900e+295 +0),(4.181707052642629188673000830320661542834998532103411174172060954678486055771049364996038066865730916470675360569041234808212752245407281387132342375618503274163594866331463160146422463693309662527399064769689747398536848466405412945539526831048564855522527455221139971691184212011232566393389045629191969055682e+281 5.447140555929910947461268209896434219254422162423359765193478590403962999310905034596496784114916497139696374788756304550922485509404942720766605082073830501865593326617298416635961921973849888736365730380690750888405731749086667026440087485188108376979123872504285205829469492032204278072465022829011140214290e-14),
5,0.83,1.988392e+288,1.988392e+288,(3.976784006596641406334792959493061151226960675258887584297836719483350684020970685080800965235254496673461846614663903132418377437058104072971657188351438300527139014913571767688911636873168256510628008534431153352863574667618327145166220020159984953687915646359993107086416509193238082628919378408742679848414e+288 +0),(8.857637763363433982062611501903316109044545531562680120604267896874730492238577825648817300936698256182019279673321968468375027724618440039312154470144835326538604167328129825417852985777937470757765107242588312929051284905079787527015396397695032838749444171799759590957736245302230252688684250701733891020240e+275 1.816164119662116324787043515271867387274953344393463904172655331761855925724210903531480440968990098715927590331518420944284929467258344515588689981078905134545020865658656728261876277694464445621322801908432547971853286433632631726172392688034802513552927872266971589727483688430148918449119913169790338889752e-20),
5,0.88,1.7799548e+278,1.7799548e+278,(3.559909626239782401632740858954687469858674182019974164512137129909637584068546036145331589278944514514709593077939617921764549470405207736958361115179665338664649994198461544562936506409726984743551938775757244553226749880953363599608644172500685399379230083703543865636165812422886507465986262113565705603243e+278 +0),(3.939281727406916147255801469727755370437353164277218848615412695259250927831847323504578937929323401258004100533148723478618269044245487861868348066867015787015337325247027638953718499286081164343066984974743737199903688421283657045451044859226687715201165989647013742519491357510573288744419537426661386465401e+266 1.625781063715318448227858250645685711784976230175030186910162101992051885325949342854996684523449097169979835815533192126888871486067039202312663036639975274920508674684096589566444595262292973143061032938294825784132316078523542413149464278164417286618999853567501944715672849459367585949015678805090982617255e-30),
