L,lambda,d[0],d[1],Z[0],Z[1],
11,0.43,2.0908625e+1246,2.0908625e+1246,(4.181725083435007206091062433891818850166821227149346109376834283395722867506693394887977008569160445504551691824935369765570155522428057011421617180415351847087141812242571899314931220864824537604017522111451535078573486993539795275264104244519139833601924450297020076376847355538213437149624128328786879084580e+1246 +0),(1.458931247282098940755780279027159557117821044163429181287134360611753608287557621704455829561195214017048195563227146606843214535322431707627823308502213442541558360404690570383875115389820908308526116500471659789204056727214952972906236555862636977288511193637572277462699264380319826549662182694701941759065e+1220 1.909759001803825927595870205038519532754396504306166481670787544377931549540265307537551096006266387078126241918190384825318352571864733951723172353440688767580931860356082895367003793274605078785001715713645119716577203333578352848862826779952155869444605870829182042785183168345657281538113043173965499553355e+938),
11,0.48,2.1427429e+1320,2.1427429e+1320,(4.285485866256675325375369426390894841767674952722617486298671315131158581765664328252295883708052216001760518322461237343387792483585041680636014399368093534546127993753394843173798328394854435229017607401184190154076584386784359790196536004260856882668319336258995536603987675865378980709950001193046988195518e+1320 +0),(1.664627493255383463877194173830757436275610534008493402129548954980710597148669569016896089425964586398046635152426489445060290693391450012493239244450687247327962427131519712031772725498844763018352651637549546035980287179185150682913616707772010894049322635257907932810927543733855331172908150104050352551878e+1297 1.957145686742262595914897872166333069827719865731900085612315315766322255173848720471786135036058253657951585014881949231289510541424255176600736606572793289580497772936613144373655298779101495789501934583585592666481909684816056700306129686978621538283498480150537526066063488052583952404262683447647488153559e+1012),
11,0.53,1.9517583e+1380,1.9517583e+1380,(3.903516630103311292422226246228860644367326251576102277400393179501953807937565126173050554892951988718174032533670522479714897055442661328575525854371899817490633161875439643055205129190029248659030444938660921519616504513836184098975368873812821152281507204613302594155728393077356288722994342961607300978360e+1380 +0),(3.257156441746251895556161707275908720183352211080529346061062564274530760551202608916356280829575026287166832751320251077320007880436972650987944132508643525528074428315415415537403201800063857190930381465196242693681771969852859223037908433446453488924953465993279440474770284403515634465818983597166252709494e+1359 1.782703519311014759852059832656229345785354751224067579000404338941608165934681445482519389364132940421567608081421086399934348029453547353839051137109178814984456659929344203960909645208052469645653777824533099543871633315329491842730083304558790375239773175650508879941509411481824240325921087707760398957682e+1072),
11,0.58,2.1039102e+1426,2.1039102e+1426,(4.207820447727133597796858201353572531052586173819638302592013119851668829472543421058556962533157902011636614937991171258100686936231285215312460100391104671299265450332558729851133631478554306497232945960098309910231551691079786081831065556591499963391940510428763679181332626077608804148246518821019188498405e+1426 +0),(2.657685462602408558808859387923473286268733733959016442512244748903467390081008518209420196551254526058641406583370761586701720149839679935638420119063891672829837199336103367067825676250202247769182511703507050367775380105745844833530160937914252243628167809808022196426467478989871923680086956766856250636995e+1407 1.921676537239058719080919668419534274923138162363604958409022933208221724186868081632089421543342233745119499137868077310342265073344978861896036215395906902701556542910423132559542902282255293581263426319240046910644462494601879633482263211046129302660738226199969222901450280620369990340485394540905437102785e+1118),
11,0.63,2.3630145e+1458,2.3630145e+1458,(4.726028921394895129732373344400056934658568763578976574136061100720443738530240063257105157643513392842750394950712998471089406672952663730295562409543650999874281963322421836095281309193358150865663357168112927878762158600552023457513991594831248673927234826264258568809092478397596367651814119716494692429975e+1458 +0),(1.070284139049011532011317323233513496521737849563458845947191569839131123232864949944981947926519281690211916923559312357726762837967326211652331577060048482011850764289571312216902789205718198520460392659453394699452793429602242070291015632597210378648027835605853250755597095953292777080752819370218249335972e+1441 2.158338029243476791872470862464409561523138078013111911445707663414857048691240743166257702363380925669785011611604341836378290683687483658554821876762518747355226575996849040287070081687791697778936034186202528378106933099308119490640688037069522256915650427925541225785720945833981698859730499280027884353760e+1150),
11,0.68,1.6541198e+1476,1.6541198e+1476,(3.308239537135525388274061996593217241069836356068477537964435143442646593413594039507426184098199018524528506281906380550788375445225978628529644020953363633565415590780948315632607127766258530170629371745900756028935064965851174362231496566175888886605960138298092284292054486943831044432024705517115475810968e+1476 +0),(1.530252226251870986828234515614503884333155776072366587094040388192156538382633421994312341101735799733387259374522490027933211211822109897901332435276333654124149210442764090925814233745665297765799431100189865360249031797591833137350514347159769530520341923381470050546551232269615817701209162368207165905020e+1460 1.510845431038744145901280981868743284847529202978772995407538230895225924642544886579846293973279958060022587724297896124471673618145485077974215166850482961828738549131441229048924830004659414588374600040221180956320692203840436184177761245854926515652710088157664433535295422690638159268083460338209928231249e+1168),
11,0.73,2.9226541e+1479,2.9226541e+1479,(5.845308199943815729568189526402655002406346918993198084124050992845441016791667190331997195299336480006700916083227038886794575395693059579413902176389147401018665087969676322796101200133991493939023142332278064996553979422443268138203665630686117489589420305619857538182781245285251417068683013780444181253782e+1479 +0),(3.565882019738766065588341871126526276936209004490639234727820889048728253964135822484559157093989958832105472747592864633242947709077252547657958858481366310646562778591522341629248078103203421705624798783836068238339676884200359241393766219692170867505751117379055987445719231541192583073056922285699382767358e+1464 2.669503549475483292799959763137673784957114574996086133005272951578679665693241662740827905801849842962234585782749219905746046702793366912834815541314082208324379072194811057494573531797177545183246802349760396142634263844767896596841177767038286190872798603275105163246088948674072865735502725309756907302235e+1171),
11,0.78,3.471315e+1467,3.471315e+1467,(6.942630016335381007862940541054423664826414408899709204374316786875792421937439528643934243778029754313090078918724689009111995885918192720802615079667976227835568434603161768838535796378832893774288770652198890089685794817377621437194249495386311130374669337579777948143354708034276907048943355427264082193266e+1467 +0),(3.943366802298300883752396281104129781028434819715704320707188688445946195385901568141531850796182043351160010464062513368338338989155827196214682932436194131355964969827656081097432653668737195005440537584237330139765530956892711789563280028511941505718100385138974781801584349273245890583350514764161690747134e+1453 3.170641279698541534650494681760665928062768560794431778001091039702397608978616351799184986846745128488884008943506867920066478530558847268747123552221229973839790056259527813975972261694417128209585120554613525660988749251966289232702190544033495159701035880293039332906533871758437296143909197123801537299474e+1159),
11,0.83,4.59074e+1439,4.59074e+1439,(9.181479977647503719841547071014747457814361837300198144444576100332769796514497510710914041284248509894233704433879638950908772673525394780522456545167634688011655999973331618879641747757050382976157620259534194731367082129100723947566736028474193330027451385802713008549568778346575274441468351838062930676240e+1439 +0),(3.660201662140669782826114179362991321714478836190528821555633359468367948638458569017309359491011066980329644340283205183874033998973198801083177575167596610936630439428366404745630236190160275006539188261326479397260800538115249947524631886387092465781160852696987852327270567564652621603794307985024919680639e+1426 4.193105402038974884420972489221531166001750135928771666927243768763502553461916459602829327997008795710945486714807264282432994776594869217746313472600852158942791443244719526194595392385593245404393373268342189550174644812796293560308273049786699064153658915027823476221190963494132902966185033168887359669959e+1131),
11,0.88,6.3814404e+1394,6.3814404e+1394,(1.276288088647660132717468604237145302287807826773099551642231145871339491790496806269006317426024663334666812186299259554922033299817720611843941619844549605166122925442959984952512459875502522493641455584551204588597544841388493960678698192955061915787463394798760132099744641779123986640792810225971542440610e+1395 +0),(2.827597561650152706224568421360223453342280055041447106840422236714243500521794240089922679864673621930318701259254065693829106142662142752457993090919897601785105745054552867267440769480980319861276845710538267255171330648072527936629385135905185438246287101540773713250708479048175914646213646607502939075214e+1382 5.828701355439571828534348973016604343373880687336957112774671054479958055542884448537375369479003901917013254641145048032264115325625521128701254046167242345107189277108787721884871000053213935934137002894353686559231405994714769631021792700259125508590456950799611082133721914200572688704772702481150713636117e+1086),
