L,lambda,d[000],d[001],d[002],d[003],d[010],d[011],d[012],d[013],d[100],d[101],d[102],d[103],d[110],d[111],d[112],d[113],d[200],d[201],d[202],d[203],d[210],d[211],d[212],d[213],d[300],d[301],d[302],d[303],d[310],d[311],d[312],d[313],Z[000],Z[001],Z[002],Z[003],Z[010],Z[011],Z[012],Z[013],Z[100],Z[101],Z[102],Z[103],Z[110],Z[111],Z[112],Z[113],Z[200],Z[201],Z[202],Z[203],Z[210],Z[211],Z[212],Z[213],Z[300],Z[301],Z[302],Z[303],Z[310],Z[311],Z[312],Z[313],
5,0.43,(2.68145e+197 +0),(5.74810e+192 2.92880e+192),(1.21065e+180 -1.75853e-111),(5.74810e+192 -2.92880e+192),(2.68145e+197 +0),(5.74810e+192 2.92880e+192),(1.21065e+180 -1.75853e-111),(5.74810e+192 -2.92880e+192),(5.74810e+192 2.92880e+192),(7.95512e+187 1.09493e+188),(3.15005e+175 3.11332e+174),(1.75899e+188 8.84997e-112),(5.74810e+192 2.92880e+192),(7.95512e+187 1.09493e+188),(3.15005e+175 3.11332e+174),(1.75899e+188 8.84997e-112),(1.21065e+180 -1.75853e-111),(3.15005e+175 3.11332e+174),(1.23297e+163 -1.61697e-115),(3.15005e+175 -3.11332e+174),(1.21065e+180 -1.75853e-111),(3.15005e+175 3.11332e+174),(1.23297e+163 -1.61697e-115),(3.15005e+175 -3.11332e+174),(5.74810e+192 -2.92880e+192),(1.75899e+188 4.69181e-112),(3.15005e+175 -3.11332e+174),(7.95512e+187 -1.09493e+188),(5.74810e+192 -2.92880e+192),(1.75899e+188 4.69181e-112),(3.15005e+175 -3.11332e+174),(7.95512e+187 -1.09493e+188),
5,0.48,(8.18533e+204 +0),(5.40287e+200 2.75290e+200),(2.65638e+189 -5.36745e-104),(5.40287e+200 -2.75290e+200),(8.18533e+204 +0),(5.40287e+200 2.75290e+200),(2.65638e+189 -5.36745e-104),(5.40287e+200 -2.75290e+200),(5.40287e+200 2.75290e+200),(2.30240e+196 3.16898e+196),(2.12825e+185 2.10344e+184),(5.09094e+196 2.09819e-104),(5.40287e+200 2.75290e+200),(2.30240e+196 3.16898e+196),(2.12825e+185 2.10344e+184),(5.09094e+196 2.09819e-104),(2.65638e+189 -5.36745e-104),(2.12825e+185 2.10344e+184),(1.94460e+174 -1.51976e-107),(2.12825e+185 -2.10344e+184),(2.65638e+189 -5.36745e-104),(2.12825e+185 2.10344e+184),(1.94460e+174 -1.51976e-107),(2.12825e+185 -2.10344e+184),(5.40287e+200 -2.75290e+200),(5.09094e+196 2.09819e-104),(2.12825e+185 -2.10344e+184),(2.30240e+196 -3.16898e+196),(5.40287e+200 -2.75290e+200),(5.09094e+196 2.09819e-104),(2.12825e+185 -2.10344e+184),(2.30240e+196 -3.16898e+196),
5,0.53,(5.06370e+209 +0),(8.20735e+205 4.18186e+205),(4.86895e+195 -3.31971e-99),(8.20735e+205 -4.18186e+205),(5.06370e+209 +0),(8.20735e+205 4.18186e+205),(4.86895e+195 -3.31971e-99),(8.20735e+205 -4.18186e+205),(8.20735e+205 4.18186e+205),(8.58828e+201 1.18208e+202),(9.57890e+191 9.46721e+190),(1.89899e+202 1.99640e-99),(8.20735e+205 4.18186e+205),(8.58828e+201 1.18208e+202),(9.57890e+191 9.46721e+190),(1.89899e+202 1.99640e-99),(4.86895e+195 -3.31971e-99),(9.57890e+191 9.46721e+190),(1.05606e+182 -2.30833e-102),(9.57890e+191 -9.46721e+190),(4.86895e+195 -3.31971e-99),(9.57890e+191 9.46721e+190),(1.05606e+182 -2.30833e-102),(9.57890e+191 -9.46721e+190),(8.20735e+205 -4.18186e+205),(1.89899e+202 6.24813e-100),(9.57890e+191 -9.46721e+190),(8.58828e+201 -1.18208e+202),(8.20735e+205 -4.18186e+205),(1.89899e+202 6.24813e-100),(9.57890e+191 -9.46721e+190),(8.58828e+201 -1.18208e+202),
5,0.58,(6.37721e+211 +0),(2.14785e+208 1.09438e+208),(9.59333e+198 -4.17907e-97),(2.14785e+208 -1.09438e+208),(6.37721e+211 +0),(2.14785e+208 1.09438e+208),(9.59333e+198 -4.17907e-97),(2.14785e+208 -1.09438e+208),(2.14785e+208 1.09438e+208),(4.67029e+204 6.42811e+204),(3.92181e+195 3.87608e+194),(1.03267e+205 3.11782e-97),(2.14785e+208 1.09438e+208),(4.67029e+204 6.42811e+204),(3.92181e+195 3.87608e+194),(1.03267e+205 3.11782e-97),(9.59333e+198 -4.17907e-97),(3.92181e+195 3.87608e+194),(3.25533e+186 -6.03941e-100),(3.92181e+195 -3.87608e+194),(9.59333e+198 -4.17907e-97),(3.92181e+195 3.87608e+194),(3.25533e+186 -6.03941e-100),(3.92181e+195 -3.87608e+194),(2.14785e+208 -1.09438e+208),(1.03267e+205 7.76983e-98),(3.92181e+195 -3.87608e+194),(4.67029e+204 -6.42811e+204),(2.14785e+208 -1.09438e+208),(1.03267e+205 7.76983e-98),(3.92181e+195 -3.87608e+194),(4.67029e+204 -6.42811e+204),
5,0.63,(1.57952e+211 +0),(9.74059e+207 4.96308e+207),(2.30430e+199 -1.03438e-97),(9.74059e+207 -4.96308e+207),(1.57952e+211 +0),(9.74059e+207 4.96308e+207),(2.30430e+199 -1.03438e-97),(9.74059e+207 -4.96308e+207),(9.74059e+207 4.96308e+207),(3.87806e+204 5.33770e+204),(1.72483e+196 1.70472e+195),(8.57496e+204 4.10348e-98),(9.74059e+207 4.96308e+207),(3.87806e+204 5.33770e+204),(1.72483e+196 1.70472e+195),(8.57496e+204 4.10348e-98),(2.30430e+199 -1.03438e-97),(1.72483e+196 1.70472e+195),(7.58303e+187 -2.73785e-100),(1.72483e+196 -1.70472e+195),(2.30430e+199 -1.03438e-97),(1.72483e+196 1.70472e+195),(7.58303e+187 -2.73785e-100),(1.72483e+196 -1.70472e+195),(9.74059e+207 -4.96308e+207),(8.57496e+204 4.83499e-98),(1.72483e+196 -1.70472e+195),(3.87806e+204 -5.33770e+204),(9.74059e+207 -4.96308e+207),(8.57496e+204 4.83499e-98),(1.72483e+196 -1.70472e+195),(3.87806e+204 -5.33770e+204),
5,0.68,(7.04025e+207 +0),(7.20573e+204 3.67150e+204),(6.88509e+196 -4.60592e-101),(7.20573e+204 -3.67150e+204),(7.04025e+207 +0),(7.20573e+204 3.67150e+204),(6.88509e+196 -4.60592e-101),(7.20573e+204 -3.67150e+204),(7.20573e+204 3.67150e+204),(4.76141e+201 6.55352e+201),(8.55351e+193 8.45377e+192),(1.05282e+202 2.21608e-101),(7.20573e+204 3.67150e+204),(4.76141e+201 6.55352e+201),(8.55351e+193 8.45377e+192),(1.05282e+202 2.21608e-101),(6.88509e+196 -4.60592e-101),(8.55351e+193 8.45377e+192),(1.51886e+186 -2.02424e-103),(8.55351e+193 -8.45377e+192),(6.88509e+196 -4.60592e-101),(8.55351e+193 8.45377e+192),(1.51886e+186 -2.02424e-103),(8.55351e+193 -8.45377e+192),(7.20573e+204 -3.67150e+204),(1.05282e+202 2.21608e-101),(8.55351e+193 -8.45377e+192),(4.76141e+201 -6.55352e+201),(7.20573e+204 -3.67150e+204),(1.05282e+202 2.21608e-101),(8.55351e+193 -8.45377e+192),(4.76141e+201 -6.55352e+201),
5,0.73,(4.83704e+201 +0),(7.60079e+198 3.87279e+198),(2.36732e+191 -3.16032e-107),(7.60079e+198 -3.87279e+198),(4.83704e+201 +0),(7.60079e+198 3.87279e+198),(2.36732e+191 -3.16032e-107),(7.60079e+198 -3.87279e+198),(7.60079e+198 3.87279e+198),(7.71092e+195 1.06132e+196),(4.51525e+188 4.46260e+187),(1.70500e+196 1.71188e-107),(7.60079e+198 3.87279e+198),(7.71092e+195 1.06132e+196),(4.51525e+188 4.46260e+187),(1.70500e+196 1.71188e-107),(2.36732e+191 -3.16032e-107),(4.51525e+188 4.46260e+187),(2.61350e+181 -2.13362e-109),(4.51525e+188 -4.46260e+187),(2.36732e+191 -3.16032e-107),(4.51525e+188 4.46260e+187),(2.61350e+181 -2.13362e-109),(4.51525e+188 -4.46260e+187),(7.60079e+198 -3.87279e+198),(1.70500e+196 1.37124e-107),(4.51525e+188 -4.46260e+187),(7.71092e+195 -1.06132e+196),(7.60079e+198 -3.87279e+198),(1.70500e+196 1.37124e-107),(4.51525e+188 -4.46260e+187),(7.71092e+195 -1.06132e+196),
5,0.78,(4.05826e+192 +0),(9.19297e+189 4.68405e+189),(7.84859e+182 -2.64705e-116),(9.19297e+189 -4.68405e+189),(4.05826e+192 +0),(9.19297e+189 4.68405e+189),(7.84859e+182 -2.64705e-116),(9.19297e+189 -4.68405e+189),(9.19297e+189 4.68405e+189),(1.34444e+187 1.85046e+187),(2.15800e+180 2.13284e+179),(2.97274e+187 8.63455e-117),(9.19297e+189 4.68405e+189),(1.34444e+187 1.85046e+187),(2.15800e+180 2.13284e+179),(2.97274e+187 8.63455e-117),(7.84859e+182 -2.64705e-116),(2.15800e+180 2.13284e+179),(3.42397e+173 -2.57812e-118),(2.15800e+180 -2.13284e+179),(7.84859e+182 -2.64705e-116),(2.15800e+180 2.13284e+179),(3.42397e+173 -2.57812e-118),(2.15800e+180 -2.13284e+179),(9.19297e+189 -4.68405e+189),(2.97274e+187 1.18070e-116),(2.15800e+180 -2.13284e+179),(1.34444e+187 -1.85046e+187),(9.19297e+189 -4.68405e+189),(2.97274e+187 1.18070e-116),(2.15800e+180 -2.13284e+179),(1.34444e+187 -1.85046e+187),
5,0.83,(3.00183e+180 +0),(9.30798e+177 4.74265e+177),(1.88911e+171 -1.95402e-128),(9.30798e+177 -4.74265e+177),(3.00183e+180 +0),(9.30798e+177 4.74265e+177),(1.88911e+171 -1.95402e-128),(9.30798e+177 -4.74265e+177),(9.30798e+177 4.74265e+177),(1.86334e+175 2.56467e+175),(7.11001e+168 7.02710e+167),(4.12012e+175 2.04800e-129),(9.30798e+177 4.74265e+177),(1.86334e+175 2.56467e+175),(7.11001e+168 7.02710e+167),(4.12012e+175 2.04800e-129),(1.88911e+171 -1.95402e-128),(7.11001e+168 7.02710e+167),(2.68172e+162 -2.60739e-130),(7.11001e+168 -7.02710e+167),(1.88911e+171 -1.95402e-128),(7.11001e+168 7.02710e+167),(2.68172e+162 -2.60739e-130),(7.11001e+168 -7.02710e+167),(9.30798e+177 -4.74265e+177),(4.12012e+175 1.64745e-128),(7.11001e+168 -7.02710e+167),(1.86334e+175 -2.56467e+175),(9.30798e+177 -4.74265e+177),(4.12012e+175 1.64745e-128),(7.11001e+168 -7.02710e+167),(1.86334e+175 -2.56467e+175),
5,0.88,(1.26265e+165 +0),(5.13270e+162 2.61524e+162),(2.19861e+156 -8.19985e-144),(5.13270e+162 -2.61524e+162),(1.26265e+165 +0),(5.13270e+162 2.61524e+162),(2.19861e+156 -8.19985e-144),(5.13270e+162 -2.61524e+162),(5.13270e+162 2.61524e+162),(1.34703e+160 1.85403e+160),(1.08482e+154 1.07217e+153),(2.97848e+160 3.31729e-144),(5.13270e+162 2.61524e+162),(1.34703e+160 1.85403e+160),(1.08482e+154 1.07217e+153),(2.97848e+160 3.31729e-144),(2.19861e+156 -8.19985e-144),(1.08482e+154 1.07217e+153),(8.63573e+147 -1.43590e-145),(1.08482e+154 -1.07217e+153),(2.19861e+156 -8.19985e-144),(1.08482e+154 1.07217e+153),(8.63573e+147 -1.43590e-145),(1.08482e+154 -1.07217e+153),(5.13270e+162 -2.61524e+162),(2.97848e+160 4.59862e-144),(1.08482e+154 -1.07217e+153),(1.34703e+160 -1.85403e+160),(5.13270e+162 -2.61524e+162),(2.97848e+160 4.59862e-144),(1.08482e+154 -1.07217e+153),(1.34703e+160 -1.85403e+160),
