L,lambda,d[000],d[001],d[002],d[100],d[101],d[102],d[200],d[201],d[202],d[300],d[301],d[302],Z[000],Z[001],Z[002],Z[100],Z[101],Z[102],Z[200],Z[201],Z[202],Z[300],Z[301],Z[302],
9,0.43,8.4288674e+794,8.4288674e+794,8.4288674e+794,8.4288817e+794,8.4288817e+794,8.4288817e+794,8.428857e+794,8.428857e+794,8.428857e+794,8.4288427e+794,8.4288427e+794,8.4288427e+794,(1.011463461745148326856367839062811284847146004713585207356452081602220761449468478441568791475766653074385103441418367735796842184754757640381343376023342159191611650780732861124300043804652994752929489246346127310841109302759368967120412376892496064014364679381300891828081759987090304534271125890551620097087e+796 +0),(-8.369385025865919025635821508887272011504556343391714875042023396020088524409387893161103098372297613039646512070968263815144347469985230805715250375286788520211527289062161730552057946913628236705051204938365618632784695415008897000873454045416483525954314338469280099073072012950105014698305819666346781209487e+784 7.022747888384742785722548961478111451960910487367653000984260706541319892037016880901711941223114626877165428876877816281452870424406771174135872360480534725296316943392647701045366327522796599637892571229284614558981540388607242521764502177743640668597598396909881386672032707356907948311500084744740820289473e+784),(-8.369385025865919025635821508887272011504556343391714875042023396020088524409387893161103098372297613039646512070968263815144347469985230805715250375286788520211527289062161730552057946913628236705051204938365618632784695415008897000873454045416483525954314338469280099073072012950105014698305819661684558927498e+784 -7.022747888384742785722548961478111451960910487367653000984260706541319892037016880901711941223114626877165428876877816281452870424406771174135872360480534725296316943392647701045366327522796599637892571229284614558981540388607242521764502177743640668597598396909881386672032707356907948311500084737164709081241e+784),(3.130222134052938025400708976570379108827817298349559108927909741690576464703576530140635520910161377013737895783538262369641014802003786897726059405068059994378500739702887428258712541063044238582475710946828091544124156706686634905844755226180402666988844377392830207445099674492616990846124368513652246783509e+789 1.168214804326224183417744513773129154790882119252972277678548434151656416700710398018630974417568313370788344381462383999016382959082541030094033740508563132869859676290818532819076337538426719661844135598357352383208755180392587731794078785113054619479319895811846722722387530853789360002026211508055503253356e+790),(-4.985087267386293705060530159827261361505949554405410030264857646259206227834453134441393988500638918656321397406730507545638649836147526908908226236786958284373660023568595084367518047081012546557380709706814773006858333910546966986781015204498864909171617154013160414954362326140660185668005024740358631210158e+778 -3.490595683257125961590401288744619856681163366541793346819124796243166020909699122703664475353724471171457373748453044695954047479263736081036592917762152673013259769716374220577740307190751703911863975306207976996639514666890427244615508863540845740467481456276952380594117857883444724026360215556557885942411e+778),(9.963569062138534173784818833912301636961366686175135981426263899698714376994787812323639029486012326345636167515775719960142025544052956293064838766194553552749802820189470156537022146980599596858077227146898737768923899462526555645821956620715804422158223108616211080928576005188901914957131952655420648963070e+778 -2.136694280673101899961138505883121882123260929562537251308679022732887584856123282903377368107813642796676209789752646570527732279844261172192223481016231570318693987800008938295595460667842004866844455331624164452708772984681027794766126630790075283483677308941374097451342731659492593778199516916948660588371e+779),(-1.247324984002914154865424365204742634958826206319883117396869349543750306179564372606647239435561756094650036672970836530602652803027491205762320167248868335188526296036736900022339225825968707583909421697797986376035321142705643667767755438597706930324972965309862002276758449348496775665635762023459321838381e+772 -6.633617004744981877912205158936697263649845863611655677269383131962501108425699101631656696322729233494547119197165387928471314389614996159971446781151582497767009062164251519849634281008996261949562802885195341587906559999436468752114991838647291715052358599857535945333309894743429845489756310647004447319943e+487),(2.692593938723910101048813763835208312259445531473537016434947102705199433514323802389215970832940581264229985112389612053475839732735409737501531876263811612739884612385687259022965236127066102016029332854898086494229961091517082091156614378506215114018514781401869155820834535587307927966444500301796659818177e+761 -5.209989566986890617029910416288708766295196076187180452216937930574640280145113502813263869471492233945115839130107034948728248393093878754505515030422178795435013328587576339401860726778127520362288551968299589990380257811669543247854942230004786956552307605117880010936325264183805771782043561434406218777323e+760),(2.692593938723910101048813763835208312259445531473537016434947102705199433514323802389215970832940581264229985112389612053475839732735409737501531876263811612739884612385687259022965236127066102016029332854898086494229961091517082091156614378506215114018514781401869155820833865392854892114323610294753542336600e+761 5.209989566986890617029910416288708766295196076187180452216937930574640280145113502813263869471492233945115839130107034948728248393093878754505515030422178795435013328587576339401860726778127520362288551968299589990380257811669543247854942230004786956552307605117880010936321184739309031812612057043708981932940e+760),(3.130222134052938025400708976570379108827817298349559108927909741690576464703576530140635520910161377013737895783538262369641014802003786897726059405068059994378500739702887428258712541063044238582475710946828091544124156706686634905844755226180402666988844377392830207445099674492616990846124368513652385361256e+789 -1.168214804326224183417744513773129154790882119252972277678548434151656416700710398018630974417568313370788344381462383999016382959082541030094033740508563132869859676290818532819076337538426719661844135598357352383208755180392587731794078785113054619479319895811846722722387530853789360002026211508055510246689e+790),(9.963569062138534173784818833912301636961366686175135981426263899698714376994787812323639029486012326345636167515775719960142025544052956293064838766194553552749802820189470156537022146980599596858077227146898737768923899462526555645821956620715804422158223108616211080928576005188901914957135449322132140365440e+778 2.136694280673101899961138505883121882123260929562537251308679022732887584856123282903377368107813642796676209789752646570527732279844261172192223481016231570318693987800008938295595460667842004866844455331624164452708772984681027794766126630790075283483677308941374097451342731659492593778200886444743994720966e+779),(-4.985087267386293705060530159827261361505949554405410030264857646259206227834453134441393988500638918656321397406730507545638649836147526908908226236786958284373660023568595084367518047081012546557380709706814773006858333910546966986781015204498864909171617154013160414954362326140660185668003276407002885508973e+778 3.490595683257125961590401288744619856681163366541793346819124796243166020909699122703664475353724471171457373748453044695954047479263736081036592917762152673013259769716374220577740307190751703911863975306207976996639514666890427244615508863540845740467481456276952380594117857883444724026370414167799735865990e+778),
9,0.48,1.8475907e+838,1.8475907e+838,1.8475907e+838,1.8476034e+838,1.8476034e+838,1.8476034e+838,1.8475814e+838,1.8475814e+838,1.8475814e+838,1.8475687e+838,1.8475687e+838,1.8475687e+838,(2.217103277812018727771335125475507077554105557029683012879270305640276182110408792085218089033869139955385382679446496940957526370461963607007355028681478511428779290013354039172281434982506415340187229631563876130278461898243992397068051902481309734000101496021230843428143899311795571593104691595250274762324e+839 +0),(-2.630568665666201887704579839977289860538448921436146290221926117215824893267157502484741082561156903245178356689683031269506135328591401215751194731483366665064647984701855522420783911984225593555238024766152058997163884870689549837129186077121733720167525000939175723662461330176889239971006757517070195142896e+829 2.207309197147019617137434732640372310358594675679673809054727185050790414987697308179815996011882193599421586143099251690816538892981834526646277734100632268113192804850670866405384069891514766557156699848184212617339464366760030410341664849757608036387643167624916967041069479127307712083481919658809878996087e+829),(-2.630568665666201887704579839977289860538448921436146290221926117215824893267157502484741082561156903245178356689683031269506135328591401215751194731483366665064647984701855522420783911984225593555238024766152058997163884870689549837129186077121733720167525000939175723662461330176889239971006757516966224111726e+829 -2.207309197147019617137434732640372310358594675679673809054727185050790414987697308179815996011882193599421586143099251690816538892981834526646277734100632268113192804850670866405384069891514766557156699848184212617339464366760030410341664849757608036387643167624916967041069479127307712083481919658614933312644e+829),(2.793517100445547434083016996803312481200449260408772446199574144986515699538776768833410857974194005180322432577960097090093654066319500957993057480961372085435553516278043229059537704831883276062087508341459141919334953271421804935356106253407644576115497776529250925333218394872400996805861214041150056194471e+833 1.042554775067527380845040537041501186626337275216677676868655330233423686984055253317448191934330356617004291047210717252710115324874901778751667080196429329763230254082100735054242514575409606399771021486876963530484434025269097846456559027640659993442013099798084144151757878122119474529314761205467927669986e+834),(-6.992819888710957826404277525368103909665236519841247844051514542701273738613314863362302739032685018452392536475086282031040614538916713848419975908246381074533286217860672014060710119268302357421732247613903565884794506600219297548173785936193702233254586598383359171699745920791422167013671494458244741702708e+823 -4.896425199418196489903116903161131045383562867963387465015427959308713975479973882360936693676379630316332557072740766944026552959845363221718534362661369719100601392797558137806470530625799195939142534178499842428892279790073005539777933039262274445508844333582362246278607404503675867845852041335677262012342e+823),(1.215527753929756112264905855917169851279035650252102127828914915629854737440479291203819131144143931601068330596887906994186914698837279335580342384395691803631133948951464456092730904392113470958525454693231489025374213693512471590811215486655352017113178964697880164376398177268838202495040051670815963066841e+824 -2.606707680373801817099467447180405856624897770514603750023090750203252949855990812664327409728339549277761884130381873190395684777973556189638133322143469952840336333567135483121415968437421619325415190571877204520371356519593164315702014547215746635670572870740182539073247583330880498487446370034305356720197e+824),(-1.051455858602762448599488699565668478413673433140409913928803487374052533526106093284872883027624481678575915814150326952837806361920770249872262099526300212554205224135451576678905702417227090857776977271449416361448961041172058671959970345881454817468959115277544921993172511134552703527893036647600227555678e+818 -1.454060452702801249032762078964509108308624624531189100657439006238429188586185207547408193869197863666134127163088776579955778900135998256106863281754369139661672301511683884457696793375923230452277216469184390127530563204149576538407678332017194664925444870928088136100731898250294796678054693453440468409379e+531),(2.928169758977383269247800753153019813842174077733327161282616522487625067369112764444480184524818601396231480827056400428255142009139706835410570390932278785756320320043356900847206865900979775410791983597629303085218815824815108431074073498402091460080744050074902745638293470720444379637261108485561446107313e+808 -6.285307330250443307573724764092400420420061211898918813312699577181653605185713435577466062971800575833664940794305868952827495934590457126256256544331912015339304650250188335950239672819726105755906638164622230269079285514801205304860721892405120933588823210342421978032389303420464455183463412955397264341472e+807),(2.928169758977383269247800753153019813842174077733327161282616522487625067369112764444480184524818601396231480827056400428255142009139706835410570390932278785756320320043356900847206865900979775410791983597629303085218815824815108431074073498402091460080744050074902745638293470557989643434857452041152355827906e+808 6.285307330250443307573724764092400420420061211898918813312699577181653605185713435577466062971800575833664940794305868952827495934590457126256256544331912015339304650250188335950239672819726105755906638164622230269079285514801205304860721892405120933588823210342421978032389302250790354526157086555651814329744e+807),(2.793517100445547434083016996803312481200449260408772446199574144986515699538776768833410857974194005180322432577960097090093654066319500957993057480961372085435553516278043229059537704831883276062087508341459141919334953271421804935356106253407644576115497776529250925333218394872400996805861214041150086570135e+833 -1.042554775067527380845040537041501186626337275216677676868655330233423686984055253317448191934330356617004291047210717252710115324874901778751667080196429329763230254082100735054242514575409606399771021486876963530484434025269097846456559027640659993442013099798084144151757878122119474529314761205467929229551e+834),(1.215527753929756112264905855917169851279035650252102127828914915629854737440479291203819131144143931601068330596887906994186914698837279335580342384395691803631133948951464456092730904392113470958525454693231489025374213693512471590811215486655352017113178964697880164376398177268838202495040059468643300782216e+824 2.606707680373801817099467447180405856624897770514603750023090750203252949855990812664327409728339549277761884130381873190395684777973556189638133322143469952840336333567135483121415968437421619325415190571877204520371356519593164315702014547215746635670572870740182539073247583330880498487446399276157873152855e+824),(-6.992819888710957826404277525368103909665236519841247844051514542701273738613314863362302739032685018452392536475086282031040614538916713848419975908246381074533286217860672014060710119268302357421732247613903565884794506600219297548173785936193702233254586598383359171699745920791422167013671468465486949318123e+823 4.896425199418196489903116903161131045383562867963387465015427959308713975479973882360936693676379630316332557072740766944026552959845363221718534362661369719100601392797558137806470530625799195939142534178499842428892279790073005539777933039262274445508844333582362246278607404503675867845852255775929049185168e+823),
9,0.53,3.4909885e+872,3.4909885e+872,3.4909885e+872,3.4910632e+872,3.4910632e+872,3.4910632e+872,3.4909338e+872,3.4909338e+872,3.4909338e+872,3.4908591e+872,3.4908591e+872,3.4908591e+872,(4.189153400388234743646761840367176637549596383877357412263881896451654819235538196658945424751250763666039619619349375732337267990570168770731592263522366431710383291762155158139932738882689724991852848774922443446497894018937759129619643246297323239331597281887605721079303707766743845537769777216675354445396e+873 +0),(-4.243081351971934650862085535043687940145861272358926627950140631765878728383547378777167148780735163627397024944132175335455807732096673459799725235474725402442881928400420219371135478614579039949759595620211195032580438943976884732773702941918951161234785702501603994756062548532124025262766619919720637525878e+864 3.560367997494844999883980461433419615379307118771233592614034048226068990020854212242093987331516746768683412959418610652924656603868023327015301538705752694123152439389201077761372397180231525132040093190498063890411689267870583347669884036980920637722292580394478602852038221420904913108044482161197648611018e+864),(-4.243081351971934650862085535043687940145861272358926627950140631765878728383547378777167148780735163627397024944132175335455807732096673459799725235474725402442881928400420219371135478614579039949759595620211195032580438943976884732773702941918951161234785702501603994756062548532124025262766619919697693966391e+864 -3.560367997494844999883980461433419615379307118771233592614034048226068990020854212242093987331516746768683412959418610652924656603868023327015301538705752694123152439389201077761372397180231525132040093190498063890411689267870583347669884036980920637722292580394478602852038221420904913108044482161157159976629e+864),(1.640649443358997583537711235947338412434406990378980381860412372460955753841582115219681227887496804472589710569989784069022712073590345079296706618129173827119353863448516353811322315126628907203837438871288813289658886320110303786012576492607903893810067834587074593830706591620104070267156641533740374161415e+868 6.122987080025375937318343046139588313069442610848479415145509190114699441951377732895173441366883785284092412072596775070843588134464924078368381143776164409206923339790535975099175064701694743684410930012757053257886808887164176098185869375526893489161427934251809118398163848299160893490049631183258415561465e+868),(-3.757515365442671667038823988978434813906272244825109217436727286814168767545514109749483207713391041408440146580328932558802437180406990507714946634215287770632187981875287729811641484731917900171084806829969783447697786969613715435534220749737398356684416813364440795706469864174289572498547683141678737751689e+859 -2.631040583821771126718603758729723247151081555137100466824370485941545048622712916678078444807903666172279929226088876535234690075540598502012169525651519121951196368303507365338628319057022038326293998595379418854650513639989832998486080822326085415612237364785314848639125645731553106668793701264063911676336e+859),(5.857441479804971245585008898059698189683201376684142220918793089018535241351231194145658907795301190628294024130295333873087915660128123043506306365210777410781590462875609074881773294489484254018722447957650302116013369212172927273543377591462284506426474970425774669038703231970485520700216790807967419672833e+859 -1.256132378992151086239526086778697693843667283089400908737030227834441134963449674354022204266088156040317572003789412809302993943160589247283055002611455984623740337178425496038590531460241451402250072623478442662237802832783120608376730703482261988531650872850931496530964867221403808508039263474306837294477e+860),(-2.298065482002014452465993536103716724552654221034469652348634756403418337446863251230708992976701790681524845636319819420629823089310988535940114037784850423080475423317654304679242136994382878999538228218617681150538705758190415104576964873709273324522755288822384971541612350239999041236189973152319789937528e+854 -2.747341107919663789677588422090124834457006493710251674520896871793159742084267399197989638550951895076661373277405527164660649186937871049799084891439625591968616103012126549166080544624395250279073379976218450017773268795360926985986442376201351735698063367376866355786438877824738140038754913641123204667096e+565),(5.028737722044964229179291062692839348335953886134500563524878790910772107435289427937299776870598438565363497503019767318084656118654352375841531339908775716002182789045489803072180535737951532457802031377736284399762107915997468389812495764141236454869297858492609005029083959975092580608578288420378755618259e+845 -1.187415795678315350792840133120005613799969117391462638443063327755983734747026467075266273092044749718054144349595754320004203486323235178295524643878900855236501180927997612829711753935190115649958102727813505727470408020373563916773095398114180307960676158163729092402762262869859831884061145815983935796435e+845),(5.028737722044964229179291062692839348335953886134500563524878790910772107435289427937299776870598438565363497503019767318084656118654352375841531339908775716002182789045489803072180535737951532457802031377736284399762107915997468389812495764141236454869297858492609005029083959974822656379318178135991332998157e+845 1.187415795678315350792840133120005613799969117391462638443063327755983734747026467075266273092044749718054144349595754320004203486323235178295524643878900855236501180927997612829711753935190115649958102727813505727470408020373563916773095398114180307960676158163729092402762262869724869769431090673790224486384e+845),(1.640649443358997583537711235947338412434406990378980381860412372460955753841582115219681227887496804472589710569989784069022712073590345079296706618129173827119353863448516353811322315126628907203837438871288813289658886320110303786012576492607903893810067834587074593830706591620104070267156641533740379900699e+868 -6.122987080025375937318343046139588313069442610848479415145509190114699441951377732895173441366883785284092412072596775070843588134464924078368381143776164409206923339790535975099175064701694743684410930012757053257886808887164176098185869375526893489161427934251809118398163848299160893490049631183258418800556e+868),(5.857441479804971245585008898059698189683201376684142220918793089018535241351231194145658907795301190628294024130295333873087915660128123043506306365210777410781590462875609074881773294489484254018722447957650302116013369212172927273543377591462284506426474970425774669038703231970485520700216791887664336713274e+859 1.256132378992151086239526086778697693843667283089400908737030227834441134963449674354022204266088156040317572003789412809302993943160589247283055002611455984623740337178425496038590531460241451402250072623478442662237802832783120608376730703482261988531650872850931496530964867221403808508039264041147718740708e+860),(-3.757515365442671667038823988978434813906272244825109217436727286814168767545514109749483207713391041408440146580328932558802437180406990507714946634215287770632187981875287729811641484731917900171084806829969783447697786969613715435534220749737398356684416813364440795706469864174289572498547682331906049971358e+859 2.631040583821771126718603758729723247151081555137100466824370485941545048622712916678078444807903666172279929226088876535234690075540598502012169525651519121951196368303507365338628319057022038326293998595379418854650513639989832998486080822326085415612237364785314848639125645731553106668793705312927350577990e+859),
9,0.58,5.6623777e+897,5.6623778e+897,5.6623777e+897,5.6626861e+897,5.6626863e+897,5.6626862e+897,5.6621518e+897,5.662152e+897,5.6621519e+897,5.6618434e+897,5.6618435e+897,5.6618434e+897,(6.794717771388104160013245648719735225259138624121704872888880445008574902778890734627239261955040320795044258494443740945203977320332991462656705188403700614548553720299959714331678724784713540073802925798052006501434232513467744895610527482099554699017828483892361617889138857908399470004674116138012396502971e+898 +0),(-4.014230818965349602900843569280411327015227151461436916026808293636716643212291288372637197030483683749006449041439432927880044235147843606379167067114225942842668118240914448874623622972271336781828974305374360444364790247501096910622023389243495990359830246167355288648467243573110865381109261570424780790965e+890 3.368339599654295540386180285989575743218296555371920374196466112694578115338471312946652794500176317711143254260292804214946328249864052614177190098566272734412833706194348390778082440677711910091984436267042683897889259869692988148257438466143390529821592278491588493427628094963435425107282843485721696980820e+890),(-4.014230818965349602900843569280411327015227151461436916026808293636716643212291288372637197030483683749006449041439432927880044235147843606379167067114225942842668118240914448874623622972271336781828974305374360444364790247501096910622023389243495990359830246167355288648467243573110865381109261570420603915828e+890 -3.368339599654295540386180285989575743218296555371920374196466112694578115338471312946652794500176317711143254260292804214946328249864052614177190098566272734412833706194348390778082440677711910091984436267042683897889259869692988148257438466143390529821592278491588493427628094963435425107282843485715953777506e+890),(6.774683690334281526158604181083574236406086549998917490769848529994611522325343632557667785044316695685047054151640868347601297302800480795427594710545178616272439593457904721279531403015691865307705690203942682017014996365988969635689786246755422326326637565414590849926615713598965276158813582139078552100350e+893 2.528346373753575719172730878545472087263839616617056805596273730831658842806337782613457452799487617191627535889458899817109823588126784385176767318909837072559040667824224472572639407914028818452631165014332227693239304712792741410658449900793635518248512562764750612927391065471447620165232068673047205440499e+894),(-9.551771181867925487927259162074580288002659501281485709235789709386414499936748244773944300337687149071945543526362184709547887899532237578027728894648176254276656733658008573151728196310430204716878363540408631395469970188921607987773701615648779872516896738173277905437705113879319500143007396668440872418508e+885 -6.688222184798190175056783513359333495017819442253019884085700168646497695981933437791973764448869918396612252493137690312155042981608506871478527807682000861621671198109848800256120629683444952190809139500871588532301207539635544754677733436184179943243787499294420878123101926749252770445510593047661749068534e+885),(1.364623391398171398238814467430820837426584873237375454478193725509140978229233591761384163614366912225986398385230484725790952687477901360400112449581410605054454912779256952640165999032269990777609516813835015168109486530677911237556635553283502663974051434098848896832695839923860884151378184338287391874045e+886 -2.926444306742602646037453696284428496871822769522908478991244446604001554039836274653235207161647553309556912559641583586411314375213887782254732016661928866539668815790117106362964262867112949099184452245707762077205344525974952245834755957647811809040012042720936059835963943984999210973239742307934645350788e+886),(-1.806411845797981142167831033277905577786279872394344185113035787233109046132693107739386124552987348531355147353163763476059360327618514099920784445912238459874299163525470121556230011925170841925123393191404789999432937875926375944223836700794047280142667382488040613365819984443078240534670959887542298542207e+881 -4.455889935000395870711100166025914022999515810562209140705212104193406626861355630736207446882742723747015053915125644255348037326809537518333468035630541177523219434566803976818687423717397692878984195895661117701243697352722562844075778321285950097033703098841281218436909418034595407762887116514006311788601e+590),(2.157146798314250713834617704548163744338616623308696673939206131715347337942862879966929150235517003498422005546971877323777920239260934428455316804420953091962882595225612258039614197394910868329976643591191622561932432686572916345928605941280380435345936252756512970038349670424110880190492104720860071722663e+873 -5.539861813840943040719353959287135458487627111498667596951384134130285570548288295615439159666354275412384792405455409115885835489386896032852298534099648676523232282244328326874890827599567839716473169861423153214175093464756106042002165285273397547000309506252017323474289072265627043606665203376854216393625e+872),(2.157146798314250713834617704548163744338616623308696673939206131715347337942862879966929150235517003498422005546971877323777920239260934428455316804420953091962882595225612258039614197394910868329976643591191622561932432686572916345928605941280380435345936252756512970038349670424110488608447994169785055646625e+873 5.539861813840943040719353959287135458487627111498667596951384134130285570548288295615439159666354275412384792405455409115885835489386896032852298534099648676523232282244328326874890827599567839716473169861423153214175093464756106042002165285273397547000309506252017323474289072265623910950312318968254087785317e+872),(6.774683690334281526158604181083574236406086549998917490769848529994611522325343632557667785044316695685047054151640868347601297302800480795427594710545178616272439593457904721279531403015691865307705690203942682017014996365988969635689786246755422326326637565414590849926615713598965276158813582139078561409028e+893 -2.528346373753575719172730878545472087263839616617056805596273730831658842806337782613457452799487617191627535889458899817109823588126784385176767318909837072559040667824224472572639407914028818452631165014332227693239304712792741410658449900793635518248512562764750612927391065471447620165232068673047205753765e+894),(1.364623391398171398238814467430820837426584873237375454478193725509140978229233591761384163614366912225986398385230484725790952687477901360400112449581410605054454912779256952640165999032269990777609516813835015168109486530677911237556635553283502663974051434098848896832695839923860884151378184369613955402889e+886 2.926444306742602646037453696284428496871822769522908478991244446604001554039836274653235207161647553309556912559641583586411314375213887782254732016661928866539668815790117106362964262867112949099184452245707762077205344525974952245834755957647811809040012042720936059835963943984999210973239742394082695055109e+886),(-9.551771181867925487927259162074580288002659501281485709235789709386414499936748244773944300337687149071945543526362184709547887899532237578027728894648176254276656733658008573151728196310430204716878363540408631395469970188921607987773701615648779872516896738173277905437705113879319500143007396616229933203768e+885 6.688222184798190175056783513359333495017819442253019884085700168646497695981933437791973764448869918396612252493137690312155042981608506871478527807682000861621671198109848800256120629683444952190809139500871588532301207539635544754677733436184179943243787499294420878123101926749252770445510593700298489252785e+885),
9,0.63,6.3660209e+913,6.3660216e+913,6.3660211e+913,6.3667792e+913,6.3667799e+913,6.3667795e+913,6.3654657e+913,6.3654665e+913,6.365466e+913,6.3647074e+913,6.3647081e+913,6.3647076e+913,(7.638892343341106617364868842703105232486159163023575707552098900555751547962488841706370274268714578042807737738900666577879430489678190337268991821877298723568427490203510461318795096412240792323108325718972486343536272700063100242833714148322714473490713445395923067999016375166840900457111804430787967554723e+914 +0),(-1.972795044062780056442926634007406151999439280993458054666648565912550790995034427587337560931057219673513587195575149375678382371354286216265361566227423283404822001328475350562690512621566377772453767737931501552101568054906193454000043137073540752947407433874616342157427328520623896753851286418030388314908e+907 1.655371593861444614813145405155596203270044894243527735691790283163383332230471397129787516034919375553989766590413779158318475457179978055347730319618207570333835754589661397261001764491837535371959792691751464397886182304896950636510725882362692726617296894820034041573599972512369237330706374212123541666749e+907),(-1.972795044062780056442926634007406151999439280993458054666648565912550790995034427587337560931057219673513587195575149375678382371354286216265361566227423283404822001328475350562690512621566377772453767737931501552101568054906193454000043137073540752947407433874616342157427328520623896753851286418030012095442e+907 -1.655371593861444614813145405155596203270044894243527735691790283163383332230471397129787516034919375553989766590413779158318475457179978055347730319618207570333835754589661397261001764491837535371959792691751464397886182304896950636510725882362692726617296894820034041573599972512369237330706374212122789227816e+907),(1.665434880312559880913702776788130124062820823311608995441186518986323227684798058582663240586594785493267882102370407149963217274367929754692360985474110747489692790464734519665542813073834664386121828756813302982371080152033590501114839359220726996437546999880270736428572177933869237245373161365846293589470e+910 6.215487590023865603058223932407399204901195464950245519307828056372122325799280722090542100895695779958959657834376342084023940650217593099853028063532184173678806399626197444064602891757323982884718946187680500994355095623509186403924830371477655923685441363802845815662412524124974870509930290548217741313365e+910),(-1.071631010149442335424093589367370825425989803045142793579158713917710177309529858110141882880013646948334843494854331049214087544003142939638631356000055130270762043640362085686213693514943005977809063945190666074790032948144414638459685745290063537697398307163470907900286671574276842586373189393630671156129e+903 -7.503641114859255325595449169277579203634409824450215947690996828412995109552416289234325721433745833875075332358003729886975181543429349560330351754447534587777119399014220607550422402294650531054620788205186324281929214764293683827058112828962629878746707563502950189517955472116984516523004806322667114850405e+902),(1.425732021165772009379621252114147312012061750763928623484914245409486871912833312717912641503346912898844749655053519467419555612244827237895461811251138068446691555050708096152794244930139452805050196039278102219286365665096817199472781744704890102970282047715072092392788195450442127134149430937818529121395e+903 -3.057492186182078577256935368477142372342910167999779199443956786357570586160437285257887447579260554576386983388704450968935565910933360380110065283820871696190475834804999152292828287879805239790440770171736878901933430504163332851429667674472412070282623710388105531228160689176896057289999410404061903254184e+903),(-5.125616702266707589229542101874633727379745625047372526816817731621260500355860444855127413864536244379731084159654120544679401238397280458670341292127917297445682299438165778799315543128198164837363219586653049380956135127840222770457950392444703058757110026648935504326793981785856371695346427352029991628934e+898 -5.008963949989329850676603291698566075244506629103812906210788665543325690609908981821630897126685834440583026252415435760631868193793032125852960452720294713467108845330978010982575656349585178758495510042127055691807450005190210330251812362757615614839077472557222523717602466056965411592240362084470085451393e+606),(2.533919790769106800135817872332697381548130363386741439906226035084928115702139296729476314034974302403919628775581607459468547625194327462198127314343206578339390686364319618780638172658920662360450156355962548485521343049251104014709119834696824074854414180261804662991333649375287518143520343553004025243971e+891 -6.999072151726830628241477448896676171160377634743459712064693251754257266610075122626581298062170990964856993300197805534858626458246424844173438495630372711628669623040802017397901941197758605800916703805215246013134225566227611929892442565345587300301479953117649889406139990466142277029189540149943525267738e+890),(2.533919790769106800135817872332697381548130363386741439906226035084928115702139296729476314034974302403919628775581607459468547625194327462198127314343206578339390686364319618780638172658920662360450156355962548485521343049251104014709119834696824074854414180261804662991333649375287512735365516533155514297633e+891 6.999072151726830628241477448896676171160377634743459712064693251754257266610075122626581298062170990964856993300197805534858626458246424844173438495630372711628669623040802017397901941197758605800916703805215246013134225566227611929892442565345587300301479953117649889406139990466142258218216228776557400236999e+890),(1.665434880312559880913702776788130124062820823311608995441186518986323227684798058582663240586594785493267882102370407149963217274367929754692360985474110747489692790464734519665542813073834664386121828756813302982371080152033590501114839359220726996437546999880270736428572177933869237245373161365846294635877e+910 -6.215487590023865603058223932407399204901195464950245519307828056372122325799280722090542100895695779958959657834376342084023940650217593099853028063532184173678806399626197444064602891757323982884718946187680500994355095623509186403924830371477655923685441363802845815662412524124974870509930290548217741877694e+910),(1.425732021165772009379621252114147312012061750763928623484914245409486871912833312717912641503346912898844749655053519467419555612244827237895461811251138068446691555050708096152794244930139452805050196039278102219286365665096817199472781744704890102970282047715072092392788195450442127134149430940169900785316e+903 3.057492186182078577256935368477142372342910167999779199443956786357570586160437285257887447579260554576386983388704450968935565910933360380110065283820871696190475834804999152292828287879805239790440770171736878901933430504163332851429667674472412070282623710388105531228160689176896057289999410415113350074615e+903),(-1.071631010149442335424093589367370825425989803045142793579158713917710177309529858110141882880013646948334843494854331049214087544003142939638631356000055130270762043640362085686213693514943005977809063945190666074790032948144414638459685745290063537697398307163470907900286671574276842586373189393160396823345e+903 7.503641114859255325595449169277579203634409824450215947690996828412995109552416289234325721433745833875075332358003729886975181543429349560330351754447534587777119399014220607550422402294650531054620788205186324281929214764293683827058112828962629878746707563502950189517955472116984516523004806404965123087663e+902),
