L,lambda,d[000],d[001],d[002],d[010],d[011],d[012],d[100],d[101],d[102],d[110],d[111],d[112],d[200],d[201],d[202],d[210],d[211],d[212],Z[000],Z[001],Z[002],Z[010],Z[011],Z[012],Z[100],Z[101],Z[102],Z[110],Z[111],Z[112],Z[200],Z[201],Z[202],Z[210],Z[211],Z[212],
8,0.43,1.5787605e+632,1.5787605e+632,1.5787605e+632,3.0276526e+631,3.0276526e+631,3.0276526e+631,1.5787605e+632,1.5787605e+632,1.5787605e+632,3.0276526e+631,3.0276526e+631,3.0276526e+631,1.5787605e+632,1.5787605e+632,1.5787605e+632,3.0276526e+631,3.0276526e+631,3.0276526e+631,(1.693373197636914747001730070190537653527147468556619108925520086158221779839194775689149652089763757086402892027513728405700956092514151051056462847967347490628468470347276875031116356911992321604658569057406396019954093583612527949832171058334473668776646392813666141838307821901798398973648486820227911257597e+633 +0),(6.932714237874017377568813011497502196025672346965019413947816881916694675898433057200057902201771037638252588924999118226670843516977241789050581107465877565189897446152601182355739470917375651726879810013957884069983838816979925818843175387309165061437584208235934393877923996769488051829292189149531130715519e+621 2.587324177010198023072867607864307995152746192114110262003266517733405948883330177001593171521088701296537853913534453509092147757138365416600872363333170263169570556054817055626704103982005840812257000130527070248700430599591858125322410838568769806473428545284125847212985282426506135763144176888694774610919e+622),(6.932714237874017377568813011497502196025672346965019413947816881916694675898433057200057902201771037638252588924999118226670843516977241789050581107465877565189897446152601182355739470917375651726879810013957884069983838816979925818843175387309165061437584208235934393877923996769488051829292189158942835494309e+621 -2.587324177010198023072867607864307995152746192114110262003266517733405948883330177001593171521088701296537853913534453509092147757138365416600872363333170263169570556054817055626704103982005840812257000130527070248700430599591858125322410838568769806473428545284125847212985282426506135763144176887156517485783e+622),(1.148395727876512823644554415158521416835309493374698738053771145847056546788057454429181939101550358351656042519530291119127189222169042733378493346281207672487794571122029029235082920958163140532866055948572403318641233830100509268339783631838697604568913732583243227077293245726024260112730360773117796068477e+633 2.488866694699768267713832834872392569673708134293737150739801486873857443173920348650029997755178108550399824613794856202226904907929629960673328964910817732021821306867948903961343458885321625308412685373119430551234281901190161766598539059090360189427929363401016801591522504820354804082423336260041049494555e+324),(3.978462444741435653081732500332912589123861774936641360838027683277987641310750275616158632248612851267967604603155062874901830997077572097805406074753826479178455158203715262143714602289157285588109417184861064969004323946326731463962472929096892098401062116054786183362958718748628766941395145294185169511167e+621 1.484782397977972478338734721578762939215854097057399684096541047989894923362821363985853675451509817769832060598387045502803129270454666000304138278259313566424675728898454828358188863676391041107300420915760368967455158139712908759720614762129266678114238692857020888799405127707979212979328838895865198399905e+622),(3.978462444741435653081732500332912589123861774936641360838027683277987641310750275616158632248612851267967604603155062874901830997077572097805406074753826479178455158203715262143714602289157285588109417184861064969004323946326731463962472929096892098401062116054786183362958718748628766941395145299346426970503e+621 -1.484782397977972478338734721578762939215854097057399684096541047989894923362821363985853675451509817769832060598387045502803129270454666000304138278259313566424675728898454828358188863676391041107300420915760368967455158139712908759720614762129266678114238692857020888799405127707979212979328838894084058570800e+622),(6.932714237874017377568813011497502196025672346965019413947816881916694675898433057200057902201771037638252588924999118226670843516977241789050581107465877565189897446152601182355739470917375651726879810013957884069983838816979925818843175387309165061437584208235934393877923996769488051829292189147001102549177e+621 2.587324177010198023072867607864307995152746192114110262003266517733405948883330177001593171521088701296537853913534453509092147757138365416600872363333170263169570556054817055626704103982005840812257000130527070248700430599591858125322410838568769806473428545284125847212985282426506135763144176888087567850997e+622),(-1.720361018392500128194833739588191417075499684769365579736240360234025192487215099790555259621569632635827541213039108838891061749058759407206394363613591991009702204688165641971421591647961049791195200219148855273915950571565893626988783200583334396517537700286392895898741668471318379678454085167769221888444e+611 9.932508970722486699402373512955820258661418729657512332405325534684573346090039203968118441663281093498708131897258454105905365237033520198895260606986483397605480986654621926337847956249213017287080855641426130550392942464177372695384604781488476341911267089405251009051857611749592829837002395059385918399291e+610),(7.144203299539003134227714091644216538151929878616962937262751495585179574537677947135077391857503850902581764025553141403880588544994977761649415836596234156937277529921917208133966976776514486005500427114566543704293777202096696492457596773663225844699370199615715493050416014072200856971658333611757320818823e+611 -1.122627564069813518884754199543645455660908822866275534243133188606860047381635901964522498907536211088961067093638633870030184045274690164735617106164944081572553685441440732470240953256630992098924240639551831975708802171042647760714630748896568358847784785258041635919767297065252814502458667131364159542592e+325),(3.978462444741435653081732500332912589123861774936641360838027683277987641310750275616158632248612851267967604603155062874901830997077572097805406074753826479178455158203715262143714602289157285588109417184861064969004323946326731463962472929096892098401062116054786183362958718748628766941395145292161146978094e+621 1.484782397977972478338734721578762939215854097057399684096541047989894923362821363985853675451509817769832060598387045502803129270454666000304138278259313566424675728898454828358188863676391041107300420915760368967455158139712908759720614762129266678114238692857020888799405127707979212979328838895602075470605e+622),(1.887146763915796601256186680582338045412255444466289347859032557948880291083488620340906939262668995773769292361749399948655924774911126544989690477323774819908573455286426684406297573820539481242862630920948421691284474615195369678202018903079710993407845033099692079817881633381957921286974150183237039153891e+610 -1.089544692147116308933044136824364761064905292148041108274002021809311526997911770199933182733100024651509332485666428080990837820274881860116417687089612846538528877679057805831644085263649392156258653636274283783031198345009933430926899254343873596922970866959338211457971637694330593416195252539763854138135e+610),(4.770629451006421504960691048430850327123979922974090750361417811449724045977419022507179844617050698987860922231338760444219208014204252300209784095476848833510840109070042454471720630360087622550933903487483682399316636535433640617322253146306944815978557198726829428811145799355643762255062354215625284580171e+611 -4.961231771688559609438684641396626850398852354168106377925465485115115029376375115016663035721273756274259408798468155828564983042657036706935635117973540377719257553589629126301974018142406060814997386130805281090843798900241815208079428038481229931707155755705363759055849779954679142955398539214499531431068e+324),(6.932714237874017377568813011497502196025672346965019413947816881916694675898433057200057902201771037638252588924999118226670843516977241789050581107465877565189897446152601182355739470917375651726879810013957884069983838816979925818843175387309165061437584208235934393877923996769488051829292189150239538602094e+621 -2.587324177010198023072867607864307995152746192114110262003266517733405948883330177001593171521088701296537853913534453509092147757138365416600872363333170263169570556054817055626704103982005840812257000130527070248700430599591858125322410838568769806473428545284125847212985282426506135763144176886407629148546e+622),(7.144203299539003134227714091644216538151929878616962937262751495585179574537677947135077391857503850902581764025553141403880588544994977761649415836596234156937277529921917208133966976776514486005500427114566543704293777202096696492457596773663225844699370199615715493050416014072200856957490175880245577534148e+611 -5.559012548093437874977672287306769959221502035266776028438093861300550965912489306670334245435122625024372490735515605181387195805944684295079795863308762537923048974670549206497336115787699863434528911398281457837351812174535082045839413530789216010935166270234370811732337361426074074123369501071553420053340e+324),(-1.720361018392500128194833739588191417075499684769365579736240360234025192487215099790555259621569632635827541213039108838891061749058759407206394363613591991009702204688165641971421591647961049791195200219148855273915950571565893626988783200583334396517537700286392895898741668471318379688574197833134752806069e+611 -9.932508970722486699402373512955820258661418729657512332405325534684573346090039203968118441663281093498708131897258454105905365237033520198895260606986483397605480986654621926337847956249213017287080855641426130550392942464177372695384604781488476341911267089405251009051857611749592829938203521713041227575539e+610),(3.978462444741435653081732500332912589123861774936641360838027683277987641310750275616158632248612851267967604603155062874901830997077572097805406074753826479178455158203715262143714602289157285588109417184861064969004323946326731463962472929096892098401062116054786183362958718748628766941395145296613996550854e+621 -1.484782397977972478338734721578762939215854097057399684096541047989894923362821363985853675451509817769832060598387045502803129270454666000304138278259313566424675728898454828358188863676391041107300420915760368967455158139712908759720614762129266678114238692857020888799405127707979212979328838893841175866832e+622),(4.770629451006421504960691048430850327123979922974090750361417811449724045977419022507179844617050698987860922231338760444219208014204252300209784095476848833510840109070042454471720630360087622550933903487483682399316636535433640617322253146306944815978557198726829428811145799355643762251014309149479072213121e+611 5.036290676088270860786897200141404399391771894637308177108711816255041389594992510662673242175286050957916935380857657789598528667593871684737266804263993901617129018776626305386324908941107803984763411879588357603304031522248876546093625640460780894947157701283230188571524146565444254136323035189426376782224e+323),(1.887146763915796601256186680582338045412255444466289347859032557948880291083488620340906939262668995773769292361749399948655924774911126544989690477323774819908573455286426684406297573820539481242862630920948421691284474615195369678202018903079710993407845033099692079817881633381957920983370770222271111625148e+610 1.089544692147116308933044136824364761064905292148041108274002021809311526997911770199933182733100024651509332485666428080990837820274881860116417687089612846538528877679057805831644085263649392156258653636274283783031198345009933430926899254343873596922970866959338211457971637694330594488927195068510131406361e+610),
8,0.48,7.0282844e+666,7.0282844e+666,7.0282844e+666,1.0989746e+666,1.0989746e+666,1.0989746e+666,7.0282844e+666,7.0282844e+666,7.0282844e+666,1.0989746e+666,1.0989746e+666,1.0989746e+666,7.0282844e+666,7.0282844e+666,7.0282844e+666,1.0989746e+666,1.0989746e+666,1.0989746e+666,(7.314533134924513032473434770896363524531076801652027914573107440342094933064441596113985466876656738623492656546826356548624988847514585652003564123212550010935995867573488047064341436380951269051720746467042685327994917352700210127904192030788078379334614741718880309977205360309981252847784221054832534080471e+667 +0),(4.099357721193394585948346095977225114043672547751240599790529840374698837643347453032353522131589237133471341237850764730722215804611145314407263220503873193500885188543242198414100491560874638590047064434057186707953862832700920318161023692877116235574985976115839369078359499271728712262308985242528378232252e+657 1.529901129389352079319129414675325757611242142484386986162026917950515145950925770941408595685877805103931952788932229740963737247173369028740770987862507423983423385631059676485396624891411480266670514132781441360193094486100017655800626413073403468345084536288196894462227011328601200421782013718012935710548e+658),(4.099357721193394585948346095977225114043672547751240599790529840374698837643347453032353522131589237133471341237850764730722215804611145314407263220503873193500885188543242198414100491560874638590047064434057186707953862832700920318161023692877116235574985976115839369078359499271728712262308985243020214681568e+657 -1.529901129389352079319129414675325757611242142484386986162026917950515145950925770941408595685877805103931952788932229740963737247173369028740770987862507423983423385631059676485396624891411480266670514132781441360193094486100017655800626413073403468345084536288196894462227011328601200421782013717956605724045e+658),(5.336378795290597890770766179211784121679442908972804425331208791329774896252781925437435554391476618512111755375191847160805579931337760494262197823618196011710687404163439439684505189263754523544128281625467144925096492526289851411437249095890278598981656299929077013686613184675405205451967751874786896292496e+667 9.034066041400225283269115604489879494416421157091508600052590453359229415835992624914295420902032674942831874708684893645559326523230985486065597694682246430948917384343887634210606793882044777343173193585020418215831703695029691251357566682985130059398263909392964106110140141625388708253802279206856672409363e+358),(2.679110069131378383416972574292422138363377809429516771089681801483028644073499267798004177658214864398236988521691257785213459978994172548303884839954365508484709163571044309170063415834699293473262505302279443905448784328521256219316722187090517199105420288843993891193649674355384100066891626379809296646287e+657 9.998574897067671370043256078569492824901609205445870892850024125112527043355244685896560387489218591531116995387375740168254963373578642523650163754889246684792136448106275574395589178809707641277103849888168956623922395986841639025549839923710058769517490063806315727640547354072131587085882255479166417767348e+657),(2.679110069131378383416972574292422138363377809429516771089681801483028644073499267798004177658214864398236988521691257785213459978994172548303884839954365508484709163571044309170063415834699293473262505302279443905448784328521256219316722187090517199105420288843993891193649674355384100066891626380128780151826e+657 -9.998574897067671370043256078569492824901609205445870892850024125112527043355244685896560387489218591531116995387375740168254963373578642523650163754889246684792136448106275574395589178809707641277103849888168956623922395986841639025549839923710058769517490063806315727640547354072131587085882255478502228374255e+657),(4.099357721193394585948346095977225114043672547751240599790529840374698837643347453032353522131589237133471341237850764730722215804611145314407263220503873193500885188543242198414100491560874638590047064434057186707953862832700920318161023692877116235574985976115839369078359499271728712262308985242477933468220e+657 1.529901129389352079319129414675325757611242142484386986162026917950515145950925770941408595685877805103931952788932229740963737247173369028740770987862507423983423385631059676485396624891411480266670514132781441360193094486100017655800626413073403468345084536288196894462227011328601200421782013718007050488078e+658),(-1.514992738182583848853807423186016012917807645884100875482881493649001462603773351808753186972722590728404997934523251792973910941482158433146388606257570781888299944831771062121045698186112318886431824356126097032729841359072872972368833276386431892955178487965219344241138464007693305181359695272178172276956e+648 8.746814652100430124544821998245005313602042291412297299153947427172324283904897400784289225940790176109618814196918905140508534296328819838650340967673301913889895595234072327997895809463720378544890630394362658966497758997535105272567627646747900891328174844219194606584916716568133115010958298538925745284548e+647),(5.607154057839771356891927500474457469402914862523061943055384366091616471728495821255420190511191208625862424129412617969220870800727296698885881254300075403835420298946218861424180537124779168402898339671182367842510065153710960958594641889956868035486162069324293593991361229200072050059692094371892194958797e+648 -5.445990449092126864717976427372853852176133494884706006729066525754748029519055480544273808786479553480465747652247971175526282277678676836223030047017164453903093198563466071542112601761306831716118571561926237897508396672867152668875922195492392952549093973515450288876092690749686974117897389412327319223208e+359),(2.679110069131378383416972574292422138363377809429516771089681801483028644073499267798004177658214864398236988521691257785213459978994172548303884839954365508484709163571044309170063415834699293473262505302279443905448784328521256219316722187090517199105420288843993891193649674355384100066891626379758851882255e+657 9.998574897067671370043256078569492824901609205445870892850024125112527043355244685896560387489218591531116995387375740168254963373578642523650163754889246684792136448106275574395589178809707641277103849888168956623922395986841639025549839923710058769517490063806315727640547354072131587085882255479099158081972e+657),(-2.735845741453689086310963775031845780956224219804630434361840977331956775424362782921047819596465309789664683647322996905003649832952611607678529621269568824993234970894490132925352109176741511226086432272192247203195866616877938328350923586963090372866653202197703177938716494629295282042595065315023800702864e+647 1.579541275289578685326253960730487200088432778084813379532109509889826223508481906035081877059152279605199141664866056418764663337684307711114003539253187072288393843629857219781597793675028512559302416632614349478092162153085226190156424835016760276571295296260993223283026239657496736464189426161834723604688e+647),(4.109183873278194241740152310707977499862408031520982584865384644738345748950824990293292741702589058730912305746135031702249979088509055449126140981761006153241990164734043985055437316600825630374407587797537049970508019373713269486214164599579748804419969825334347062165885456864096985287034930889753867764099e+648 -3.044628620328939426347131617875661514278117357612401025569115658952418270291821292832067529337284062538156869886893778245707069050244800001227474015946826709496801295268145945461672158147061502303758213410547512633647355060546510263865534786223381819223213166899723204348904250924885170670949847989312478313342e+359),(4.099357721193394585948346095977225114043672547751240599790529840374698837643347453032353522131589237133471341237850764730722215804611145314407263220503873193500885188543242198414100491560874638590047064434057186707953862832700920318161023692877116235574985976115839369078359499271728712262308985243133715400641e+657 -1.529901129389352079319129414675325757611242142484386986162026917950515145950925770941408595685877805103931952788932229740963737247173369028740770987862507423983423385631059676485396624891411480266670514132781441360193094486100017655800626413073403468345084536288196894462227011328601200421782013717934746326298e+658),(5.607154057839771356891927500474457469402914862523061943055384366091616471728495821255420190511191208625862424129412617969220870800727296698885881254300075403835420298946218861424180537124779168402898339671182367842510065153710960958594641889956868035486162069324293593991361229200072050059624834686515688120445e+648 -3.932647528120723001801898309555727686627116671554254744076731258688276679702886431964416769380967682781468303596704472248795185152509243738323376834667960781032629026249951248026857532731223861841526739728220097896706529803588196390662707704336712295687603211975851599340631682057847985571264899643784048998531e+359),(-1.514992738182583848853807423186016012917807645884100875482881493649001462603773351808753186972722590728404997934523251792973910941482158433146388606257570781888299944831771062121045698186112318886431824356126097032729841359072872972368833276386431892955178487965219344241138464007693305181363899002514203954353e+648 -8.746814652100430124544821998245005313602042291412297299153947427172324283904897400784289225940790176109618814196918905140508534296328819838650340967673301913889895595234072327997895809463720378544890630394362658966497758997535105272567627646747900891328174844219194606584916716568133115012976089100220950435103e+647),(2.679110069131378383416972574292422138363377809429516771089681801483028644073499267798004177658214864398236988521691257785213459978994172548303884839954365508484709163571044309170063415834699293473262505302279443905448784328521256219316722187090517199105420288843993891193649674355384100066891626380229669679890e+657 -9.998574897067671370043256078569492824901609205445870892850024125112527043355244685896560387489218591531116995387375740168254963373578642523650163754889246684792136448106275574395589178809707641277103849888168956623922395986841639025549839923710058769517490063806315727640547354072131587085882255478308856778798e+657),(4.109183873278194241740152310707977499862408031520982584865384644738345748950824990293292741702589058730912305746135031702249979088509055449126140981761006153241990164734043985055437316600825630374407587797537049970508019373713269486214164599579748804419969825334347062165885456864096985287034930889753867764099e+648 -1.447211092636902015491271382402028339531932932985813581658317321493365178819198408219996209964799310133659567828264529378602022084788176175666728958467111721466866891159435853973347363059751700769466835363857698188356495587418723081307141712225718903647195140830146809839250963972388460538393331011405693076215e+359),(-2.735845741453689086310963775031845780956224219804630434361840977331956775424362782921047819596465309789664683647322996905003649832952611607678529621269568824993234970894490132925352109176741511226086432272192247203195866616877938328350923586963090372866653202197703177938716494629295282042931363741906334894623e+647 -1.579541275289578685326253960730487200088432778084813379532109509889826223508481906035081877059152279605199141664866056418764663337684307711114003539253187072288393843629857219781597793675028512559302416632614349478092162153085226190156424835016760276571295296260993223283026239657496736461583113353495083618555e+647),
8,0.53,2.1398368e+694,2.1398368e+694,2.1398368e+694,2.7554431e+693,2.7554431e+693,2.7554431e+693,2.1398368e+694,2.1398368e+694,2.1398368e+694,2.7554431e+693,2.7554431e+693,2.7554431e+693,2.1398368e+694,2.1398368e+694,2.1398368e+694,2.7554431e+693,2.7554431e+693,2.755443e+693,(2.173842970051892697962109106440353861033943459138148178772794152913197440304336343623684351690331038349078955688002645467096411518136857704414616650664549692968186587251451409916442484750413330291227660842540818705479124043816730946208045569603956397154611583055407129027277495180352877661621477822401685080816e+695 +0),(9.997088552792810966788486556068250098582185265489501662356541486374818644688352777011596590691541197508095951573418497116481000608930323383860112683037043353133790140297039448156021565257937225729202685975249298425649676510365130763523464815034347874370831826073647964836815691114643261731977240939108833337535e+685 3.730964240678798895146841110452867324662800831330159482916728865943184918445291328460443953441325405816499662092325024192658166098196365629519873551652571966872513372194948211412566087736986003818911955115197888528740586845153884781387334275977116270116012172348972359762520271013093756553793839338034454538871e+686),(9.997088552792810966788486556068250098582185265489501662356541486374818644688352777011596590691541197508095951573418497116481000608930323383860112683037043353133790140297039448156021565257937225729202685975249298425649676510365130763523464815034347874370831826073647964836815691114643261731977240939255585181480e+685 -3.730964240678798895146841110452867324662800831330159482916728865943184918445291328460443953441325405816499662092325024192658166098196365629519873551652571966872513372194948211412566087736986003818911955115197888528740586845153884781387334275977116270116012172348972359762520271013093756553793839338011973405331e+686),(1.677863217888792243550757296316127542778948711635273045098876241659939470936949766795664843388321281787095497780806950574809360862971075843319807005819043904643777873921661892486091116186074454145750513534119815658764637596861206532751972399955384386196919905688214291419825838600127349655347097090734010401044e+695 2.265098201118110884745397857919885713834345658161991719120696744274120692853916954911628148834900228882815551857193992486742763385622573479173060110852281990779426484276116903756474444851744254218774024879993166110592286437662828788997384469478459906736175851509067860169720973193444905882177539901230684775165e+386),(7.155477942177793117440444236552106361546546158722287987813691835193479372197482649294167586004668393760541427734350011705890616424732580777888405896854958196145316699456896383648341213487477458906786554769758997156890601217387677711464868549187133459731982427974121111606616715789328401365804965703496995943801e+685 2.670460723264592106706409975644783378599232210880998297451093074902825669167075150358290738656084991333202133777959884123823004535433261970609132286333533352373572448489616529975859711662809265974713967808020818611572071858637025454508562136462753323560809683766580307485325712639752384945485602779362931627958e+686),(7.155477942177793117440444236552106361546546158722287987813691835193479372197482649294167586004668393760541427734350011705890616424732580777888405896854958196145316699456896383648341213487477458906786554769758997156890601217387677711464868549187133459731982427974121111606616715789328401365804965703617727957259e+685 -2.670460723264592106706409975644783378599232210880998297451093074902825669167075150358290738656084991333202133777959884123823004535433261970609132286333533352373572448489616529975859711662809265974713967808020818611572071858637025454508562136462753323560809683766580307485325712639752384945485602779338368907979e+686),(9.997088552792810966788486556068250098582185265489501662356541486374818644688352777011596590691541197508095951573418497116481000608930323383860112683037043353133790140297039448156021565257937225729202685975249298425649676510365130763523464815034347874370831826073647964836815691114643261731977240938983938151199e+685 3.730964240678798895146841110452867324662800831330159482916728865943184918445291328460443953441325405816499662092325024192658166098196365629519873551652571966872513372194948211412566087736986003818911955115197888528740586845153884781387334275977116270116012172348972359762520271013093756553793839338031124000569e+686),(-3.236837183173857644371543707722543706665169318875394093412157387177663853433998228938291922794224318011376106046192237646940340495335661671098156243769296776531904281372293150885948206412035059909984559281022880666444482835519096680398228489778041787019299784713424503236839555320463607932966737084616297619340e+677 1.868788819028416710196599489208270113905125112366430158055535008121062562365330045572245845166512030162473187788439330998094128218423447320342457807626869787351032421302323026392186990731434489350971421912435397090324605685277658109699022805240779946772258130320826987119314112637523572532134455366836408996439e+677),(1.091566871201371867360067880909708353309605012301880914138027547526438615892756552746967768692109033059301679439546016474410246539073193479237176778391819975140511061834527251149762649912603827088351850947523277324030319998083872919691802598182236821462114784493483344691153008009419316197522560831922945034027e+678 -1.224727707323541151080694169046121730448240829301136362535826305697130045890484407683790473425073784229478024499026873217555224541377769829045514204620431291259465427432953731345886904878678380196554998018105684112878133484776320471620560143398212955599907592180268753371741810050616410936243691008018379550935e+387),(7.155477942177793117440444236552106361546546158722287987813691835193479372197482649294167586004668393760541427734350011705890616424732580777888405896854958196145316699456896383648341213487477458906786554769758997156890601217387677711464868549187133459731982427974121111606616715789328401365804965703480343252289e+685 2.670460723264592106706409975644783378599232210880998297451093074902825669167075150358290738656084991333202133777959884123823004535433261970609132286333533352373572448489616529975859711662809265974713967808020818611572071858637025454508562136462753323560809683766580307485325712639752384945485602779356478709998e+686),(-1.224511344776397804554283709021170948246863870621483090422250636977200260532416890308065786794624925482661117018533890341767742866656981074745603791766379604658069958993826244388271426551130228769619340117582512800799162040094811205113740094456691672813365740071010748386481233612117450244848307957329529051998e+677 7.069719545324039172137754166233393360383748501946138876801394824890113853161371316171689663017006639697289096252333319494232448996225127064326463444340635323685269653204100316565630647334422600127855445403103551898325921605994333626259226163715961345638776120870012679636771254219548370593502462249694939801494e+676),(8.539207283879902016704959599421491530659163017932713744781978873012876639168631513422130460354827036525996453528151263859104281095128217311907056827115230797775579113368889144248825129393043699335322688889649534633126365828626250090540484987163689511058583251227467793626223025021186203120790652722213063007482e+677 -4.800951800353086179062405353229406163017494221634340915101224156616769748204625468910933764469596059563874611247166605645363235756015984742136709824242998742454983265686362652016463247019730212628927653190720073370882641773278998588491582303662040417637660220999333305993884763948022783545952582897430816526031e+386),(9.997088552792810966788486556068250098582185265489501662356541486374818644688352777011596590691541197508095951573418497116481000608930323383860112683037043353133790140297039448156021565257937225729202685975249298425649676510365130763523464815034347874370831826073647964836815691114643261731977240939196259967970e+685 -3.730964240678798895146841110452867324662800831330159482916728865943184918445291328460443953441325405816499662092325024192658166098196365629519873551652571966872513372194948211412566087736986003818911955115197888528740586845153884781387334275977116270116012172348972359762520271013093756553793839338003230742287e+686),(1.091566871201371867360067880909708353309605012301880914138027547526438615892756552746967768692109033059301679439546016474410246539073193479237176778391819975140511061834527251149762649912603827088351850947523277324030319998083872919691802598182236821462114784493483344691153008009419316197522560831922945034027e+678 -7.251469619796499951482826333326456245947082414323345318805089128777568590261631133792029802219222233570417870292213848435688133614582435134547986875479198946391072109822711547487741040949223697738529458318165731747168369816939934860063600769451764615967548456853330336018978139692601419122648990772542770622755e+386),(-3.236837183173857644371543707722543706665169318875394093412157387177663853433998228938291922794224318011376106046192237646940340495335661671098156243769296776531904281372293150885948206412035059909984559281022880666444482835519096680398228489778041787019299784713424503236839555320463607932963510625635951655624e+677 -1.868788819028416710196599489208270113905125112366430158055535008121062562365330045572245845166512030162473187788439330998094128218423447320342457807626869787351032421302323026392186990731434489350971421912435397090324605685277658109699022805240779946772258130320826987119314112637523572532136120635987555300292e+677),(7.155477942177793117440444236552106361546546158722287987813691835193479372197482649294167586004668393760541427734350011705890616424732580777888405896854958196145316699456896383648341213487477458906786554769758997156890601217387677711464868549187133459731982427974121111606616715789328401365804965703588585747114e+685 -2.670460723264592106706409975644783378599232210880998297451093074902825669167075150358290738656084991333202133777959884123823004535433261970609132286333533352373572448489616529975859711662809265974713967808020818611572071858637025454508562136462753323560809683766580307485325712639752384945485602779335246528321e+686),(8.539207283879902016704959599421491530659163017932713744781978873012876639168631513422130460354827036525996453528151263859104281095128217311907056827115230797775579113368889144248825129393043699335322688889649534633126365828626250090540484987163689511058583251227467793626223025021186203120792317991364209311335e+677 -2.094889429740342417761842868114743922977526037344997665718254945511831652689551791427751509619191771504844991619053543619603508531451883866020334106766895344094709593245165362115435576107718489505958203848320722455842285714916394083081331943708092741787249510818431490573896451840676326332734126605791928045793e+386),(-1.224511344776397804554283709021170948246863870621483090422250636977200260532416890308065786794624925482661117018533890341767742866656981074745603791766379604658069958993826244388271426551130228769619340117582512800799162040094811205113740094456691672813365740071010748386481233612117450244851014019700141795759e+677 -7.069719545324039172137754166233393360383748501946138876801394824890113853161371316171689663017006639697289096252333319494232448996225127064326463444340635323685269653204100316565630647334422600127855445403103551898325921605994333626259226163715961345638776120870012679636771254219548370593383811822675765651960e+676),
