L,lambda,d[000],d[100],Z[000],Z[100],
8,0.43,6.9441231e+657,6.9441231e+657,(1.388824620826422258574772244713750874986284455495425779814313370863708916878049137657640589639711009241266154791464689699591530645751165799580155460467373035861166732474261873255795990841756558525363018060689101039211019498731521113347054363211887919721033047057329923320123150797625574115666675894293178351082e+658 +0),(2.847783626544076166918440874430373099993578362762822209504615172446651187787358046882179510782337528565452503867470623825518862540329634813897522407285261093881371496281414563095241426605358197392210494256948903876399665950967709454177083700622306093887570476771702196614602404847882947723917184042946521928124e+632 6.342646320908646687607894121312292569676836692031310090311709699711973818643448348848264147133017722828951006460176267731414035007640585549121875161911060181950254187990300599314377539168962940572544773174599021252388243773451915535468259788019918723837377133713177594805823580924683279892589858285629457935544e+349),
8,0.48,2.7713662e+695,2.7713662e+695,(5.542732433336810367837697601790679626250752108712809864727364819640599752138396412851194708770784271976510939670750194168956537828100613957133852971115868929886239445927004076552851177512068403296460453913625288155582357539292751070162481502783299250663326811963872116666814475257657224643058895842273838976365e+695 +0),(7.657816249390165859767629642396897188419412935059765420589623441513985576567789802075820887141750258764743597624416141816096871297599289116535959898740393472450044952529138996758761134050141648032482446908792406288295934509917512093930071105100072826091564215410196578433081304212178227188164424911173533443659e+672 2.531319718048011093028473217780919612424698605381089588275986483858544663285351117908971543315636764413845410519256633644621056628345588949031666671017548828813468747151856079937578686352890866209416835448495549168563594379775324110272659809463322830282970172225941319594734196519920633434731684009668155573844e+387),
8,0.53,7.5497456e+725,7.5497456e+725,(1.509949110135883455239612539856931005601727138118903858025697892272283470124053389090456677609575529561029789377986333553847275103381180926051649477495539561522082574462573783075836546006659335186348926863027280094210983028712228729072846278402185157801949089735374833319728845059859970565452113626009484587830e+726 +0),(3.699779778710070217153385214462784032219790581119512894920051621554111349937253463276856037950362657701028905435272259245396226803011383169686172710504667264451142187596276365338614465568450464017872689460337481061253536243780504209656465962369009568101614065308826214272672013867104374926652731001750106412816e+705 6.895811771009498532779635543345607323518164963875203118556915762540189483249276139898402291453904345892118978248592513171886233884070018145422110286917984334199110094828835265670198567889792728904559909338339842540176510422290450330740447172319062989087434119415098253250008081616197565298558761845419927255008e+417),
8,0.58,1.38706e+749,1.38706e+749,(2.774119970719251965195680989800391915074871388684071045540274709868729219738426445787480337877073919559426191964832581545499509634386976870208966613986148410783829157309862926730461252631528141820383455845758350703785679068160061376818882878516577907779631070993282339949341988050466379882731724866040056517949e+749 +0),(4.629525436877224276810968294950022167823120010299394465144454283885223232499155984161531964203675034090302076532390758722883407945117295577322808429285270502032336591587091842694472240886180277598678404189332484995851721381666128435884142124211994304066651597786618452311855435033048860812940225266310321873045e+730 1.266917475553650405040832373658477309806466067094865605482117860553394285022971349422545545054019627585011721973156412550373483042123081074306728194525628740514483635961547931974737372796050049094856066713948015907901899897515918006876567475204540056930017375480531098256117172272910593463115209400045101769942e+441),
8,0.63,1.4388583e+765,1.4388583e+765,(2.877716563583696131430461800438370766771581301426705966715556735427471783268828863188949734740628088258848066357155744260728603158648869024125141596295441392503148872766098184296908440707154979863929942388737674628344850739213997576025900352139825489625502496452849796732925783964569026981002889828296819673713e+765 +0),(1.605037513699457478625439073440162678846006793799714801791888210033856860642605548592018674619613325948382406833481997580079732754182339450460932614025793883628992667646892095657584487011297648036245608339597071940647103922102203747269829148121852489934064072436323940699211035917920606555993240952270663221112e+748 1.314229176306719084509452774133296610728230011829680736702183363133718140034333331610890661850618111738313852733524356593790659304711801403661337718976831130487529073602602985687408542578737792110524824772160199340513165797890384124318317504890841036581537074620169354104434659491444598652274126993348617488875e+457),
8,0.68,5.9447619e+773,5.9447619e+773,(1.188952376955486330999207969330760149054156147307516863217602633541771300741232389572587886150088074617198051887780330928556822622648332153819679157552713370041929032505415613669761947055980024728138675364859064238299726884658639601263369650670496854034452938056898491648860186965398640888543436539213122595845e+774 +0),(1.284780580380209715602897023826366347792614616779904650665338773276897455259499665873425579491141819615651903761070435136237533776485912975792158074356545246141941726234962317109983749535383318158654364520740103306234058759251352414657824410524908400345890751477848646588121773407610816186018008771430702160266e+758 5.429846437302471674822406473309821166348578623685474633972540011351644394751104369453175100761056349067860837450379798949032600187424516562922354290201897074452152470071008152151359479695983436264797950485780567690663247102038898625089753149624262468000981409409855773763446722348088707340580743057168904293404e+465),
8,0.73,5.7368704e+774,5.7368704e+774,(1.147374078703796893241219206875835440386720537825609214740167367256709054130285736672210702246172047514620375739217027633547589440936214837482714820075672277134323352053829484709817372558190746667634806014685670006829022864131747568371501246275445410856957422237301434886046522574616366396953450525542529765878e+775 +0),(1.566044544660470873630997394596774366237625027983479817169587543938250356717936797891720322098409412154476123472153716161293545563038605768567249348235033317692714538794769081046116032393486781879282319935677908950366402556696219997872346342108934603320174722757551037855512986662909254409103929632728666163341e+760 5.239961813656611575082021461162886426062127556630911189849427839211941513413526066274928715840393277324691922796258897278895789140565700972834526294737357404142346709970179484067391347300313757337859951452697712040623657466192713374419152297235008763258885207488824364843572808566263603313787281343570959404299e+466),
8,0.78,6.1651405e+767,6.1651405e+767,(1.233028095323939631821832232885985589944626741889496888304627879188475867707833750619972704967883404388688917561834483049744966812219855423294145300191836214194079358498526886176618752562514193674973632016452659555876065519083799651619574370343042900283548760744131702181636739623522175141133938662719125723926e+768 +0),(1.508987935480829083410026833534907428929029000598284061648410607917833947556060639775078546406306593472948642718963911080580724665896597745530474577188598898656918219037684158713463881796612518651923579763333160191877730080624118081523006323099341433055969482114935834251490476122819581668442748764296969232047e+754 5.631136570526514352471067052093782104046941512432746041303124023046060622419083661950911906142479820477667970965053203443886966843780304077532853704327972168530714064799174602659517945707533914665751309070637938701550826580533936359614547413799264349841715814806229328922941285552090987503173157300688477770889e+459),
8,0.83,2.7646903e+752,2.7646903e+752,(5.529380683394896946176954173088556097866275060867050667170278260481570891530918151593901588890565240700813741284104035091059507465367157935969007124291847172763544167257261765452390045025173851243944163289678823836371530206467602101221503261099184371523043358099785413903036135264932304966936331549356321335685e+752 +0),(4.587230165775455254469852841601134799597134617448214566834077577774193878475126011309169591161846786946064225370762927921544259685785910028760935160322230928706717854497893516149772434711137872960824796487346844656311498868943051746580455865998225267493742221238509652511001703464129773102950880561529736101676e+739 2.525222085101434532270942893340966221285321384691838356480700935717234951584386447086695457291709585367282662517404914637093811325416871231217398443067483091692034886781406018312604173342931331483411311644013205621871803474880221607775084006834621707117071820283978893142908457389957317900588750102122159460050e+444),
8,0.88,1.4508991e+728,1.4508991e+728,(2.901798249582134521979666874527542619524809998872758649097735806699506757901241259661531616780212171942202659281338820420124009114261818778330767235247544513659805685256903892097930322177737822233412309665149786237879650161053927658439698591551153142713711236228187617574217834289490679984114791469248922141869e+728 +0),(1.293572980975273364466375813851211720945875872545531125670142451000046627886984842747514509484350149759493501764964206621573673841664865601661740553328620877313235544559188170069974578763186849330738243444206432590882214578553482785974867834617909727814713737152201703360398023494436029866493818028908830323187e+716 1.325227081643404346900036417415052857110927939780234772744509913516367704465216881688610711970753385180252480532988472751837014867331058005110465671991517622490407228653754836515663172494544958963815452406973966355881463374713751226360953457301379702898363213452958410349095785631033447865057504392748546806841e+420),
