L,lambda,d[000],d[001],d[010],d[011],d[100],d[101],d[110],d[111],d[200],d[201],d[210],d[211],d[300],d[301],d[310],d[311],Z[000],Z[001],Z[010],Z[011],Z[100],Z[101],Z[110],Z[111],Z[200],Z[201],Z[210],Z[211],Z[300],Z[301],Z[310],Z[311],
5,0.43,(2.38361e+222 +0),(-1.88169e+197 1.08857e-86),(-1.89198e+194 1.08857e-86),(-1.34312e+197 3.66571e-112),(4.03702e+217 -1.31171e+217),(-4.26741e+192 -1.32204e+192),(1.20786e+217 3.71741e+217),(-2.77282e+192 -2.01457e+192),(1.35165e+204 -1.56326e-86),(-9.71897e+179 -2.65182e-86),(1.10263e+205 -2.65182e-86),(-6.36284e+179 -1.98878e-86),(4.03702e+217 1.31171e+217),(-4.26741e+192 1.32204e+192),(1.20786e+217 -3.71741e+217),(-2.77282e+192 2.01457e+192),
5,0.48,(5.41001e+232 +0),(-4.71464e+210 2.47071e-76),(-3.30373e+204 2.47071e-76),(-3.29006e+210 8.51945e-99),(2.84383e+228 -9.24015e+227),(-3.29430e+206 -9.58156e+205),(8.38541e+227 2.58076e+228),(-2.12184e+206 -1.54161e+206),(2.59759e+216 -3.54799e-76),(-1.77400e+195 -6.01862e-76),(1.80669e+217 -6.01858e-76),(-1.19353e+195 -4.51333e-76),(2.84383e+228 9.24015e+227),(-3.29430e+206 9.58156e+205),(8.38541e+227 -2.58076e+228),(-2.12184e+206 1.54161e+206),
5,0.53,(2.22437e+240 +0),(-4.16570e+220 1.01585e-68),(-1.18194e+212 1.01585e-68),(-2.84585e+220 6.96909e-89),(2.89335e+236 -9.40106e+235),(-7.15114e+216 -1.95522e+216),(8.41092e+235 2.58862e+236),(-4.56928e+216 -3.31978e+216),(3.63157e+225 -1.45870e-68),(-4.70045e+206 -2.47448e-68),(2.21032e+226 -2.47444e-68),(-3.24027e+206 -1.85522e-68),(2.89335e+236 9.40106e+235),(-7.15114e+216 1.95522e+216),(8.41092e+235 -2.58862e+236),(-4.56928e+216 3.31978e+216),
5,0.58,(1.65447e+245 +0),(-2.20687e+227 7.55581e-64),(-8.68009e+216 7.55581e-64),(-1.47813e+227 3.42240e-82),(4.50473e+241 -1.46367e+241),(-7.87628e+223 -2.02846e+223),(1.29182e+241 3.97580e+241),(-4.99559e+223 -3.62951e+223),(4.74687e+231 -1.08485e-63),(-3.93881e+214 -1.84032e-63),(2.58260e+232 -1.84026e-63),(-2.77310e+214 -1.37925e-63),(4.50473e+241 1.46367e+241),(-7.87628e+223 2.02846e+223),(1.29182e+241 -3.97580e+241),(-4.99559e+223 3.62951e+223),
5,0.63,(2.11405e+247 +0),(-9.15228e+230 9.65470e-62),(-1.20540e+219 9.65470e-62),(-6.01963e+230 1.31846e-78),(1.06119e+244 -3.44802e+243),(-5.98392e+227 -1.45560e+227),(3.00442e+243 9.24666e+243),(-3.76958e+227 -2.73876e+227),(6.49119e+234 -1.38597e-61),(-1.60009e+219 -2.35116e-61),(3.21275e+235 -2.35104e-61),(-1.14693e+219 -1.76106e-61),(1.06119e+244 3.44802e+243),(-5.98392e+227 1.45560e+227),(3.00442e+243 -9.24666e+243),(-3.76958e+227 2.73876e+227),
5,0.68,(4.15042e+246 +0),(-3.25398e+231 1.89546e-62),(-2.75851e+218 1.89546e-62),(-2.10510e+231 4.36703e-78),(3.47981e+243 -1.13066e+243),(-3.53288e+228 -8.14389e+227),(9.73531e+242 2.99622e+243),(-2.21165e+228 -1.60686e+228),(9.28886e+234 -2.72034e-62),(-3.84862e+220 -4.61489e-62),(4.24362e+235 -4.61448e-62),(-2.80045e+220 -3.45363e-62),(3.47981e+243 1.13066e+243),(-3.53288e+228 8.14389e+227),(9.73531e+242 -2.99622e+243),(-2.21165e+228 1.60686e+228),
5,0.73,(1.04543e+243 +0),(-9.48312e+228 4.77441e-66),(-8.51656e+214 4.77441e-66),(-6.04415e+228 1.18977e-80),(1.35354e+240 -4.39792e+239),(-1.58159e+226 -3.46768e+225),(3.74552e+239 1.15275e+240),(-9.84431e+225 -7.15231e+225),(1.25746e+232 -6.84983e-66),(-5.65993e+218 -1.16207e-65),(5.36730e+232 -1.16191e-65),(-4.17017e+218 -8.68638e-66),(1.35354e+240 4.39792e+239),(-1.58159e+226 3.46768e+225),(3.74552e+239 -1.15275e+240),(-9.84431e+225 7.15231e+225),
5,0.78,(2.60729e+236 +0),(-1.92048e+223 1.19073e-72),(-2.53846e+208 1.19073e-72),(-1.20781e+223 2.26129e-86),(4.89203e+233 -1.58952e+233),(-4.61986e+220 -9.67185e+219),(1.34030e+233 4.12501e+233),(-2.86051e+220 -2.07828e+220),(1.31705e+226 -1.70759e-72),(-4.56376e+213 -2.89703e-72),(5.30591e+226 -2.89647e-72),(-3.39717e+213 -2.16232e-72),(4.89203e+233 1.58952e+233),(-4.61986e+220 9.67185e+219),(1.34030e+233 -4.12501e+233),(-2.86051e+220 2.07828e+220),
5,0.83,(4.52938e+226 +0),(-2.03303e+214 2.06853e-82),(3.59954e+197 2.06853e-82),(-1.26352e+214 2.25608e-95),(1.16884e+224 -3.79778e+223),(-6.69822e+211 -1.34432e+211),(3.17361e+223 9.76738e+223),(-4.12762e+211 -2.99889e+211),(7.84304e+216 -2.96488e-82),(-1.58289e+205 -5.03033e-82),(3.00779e+217 -5.02901e-82),(-1.18815e+205 -3.74791e-82),(1.16884e+224 3.79778e+223),(-6.69822e+211 1.34432e+211),(3.17361e+223 -9.76738e+223),(-4.12762e+211 2.99889e+211),
5,0.88,(3.44845e+213 +0),(-7.43212e+201 1.57488e-95),(6.44506e+186 1.57488e-95),(-4.57080e+201 7.80705e-108),(1.17160e+211 -3.80675e+210),(-3.21192e+199 -6.20420e+198),(3.15550e+210 9.71162e+210),(-1.97071e+199 -1.43181e+199),(1.72753e+204 -2.25594e-95),(-1.61102e+193 -3.82773e-95),(6.35225e+204 -3.82642e-95),(-1.21744e+193 -2.84604e-95),(1.17160e+211 3.80675e+210),(-3.21192e+199 6.20420e+198),(3.15550e+210 -9.71162e+210),(-1.97071e+199 1.43181e+199),
5,0.93,(6.30116e+196 +0),(-5.32757e+185 2.87769e-112),(1.32775e+171 2.87769e-112),(-3.24635e+185 5.32110e-124),(2.71612e+194 -8.82520e+193),(-2.91171e+183 -5.43395e+182),(7.26284e+193 2.23527e+194),(-1.77954e+183 -1.29291e+183),(7.91069e+187 -4.11936e-112),(-2.80119e+177 -6.98988e-112),(2.80619e+188 -6.98687e-112),(-2.12832e+177 -5.18528e-112),(2.71612e+194 8.82520e+193),(-2.91171e+183 5.43395e+182),(7.26284e+193 -2.23527e+194),(-1.77954e+183 1.29291e+183),
5,0.98,(1.26632e+176 +0),(-3.52742e+165 5.78317e-133),(2.12890e+151 5.78317e-133),(-2.13210e+165 3.36483e-144),(6.70924e+173 -2.17996e+173),(-2.36294e+163 -4.27628e+162),(1.78260e+173 5.48629e+173),(-1.43907e+163 -1.04555e+163),(3.52296e+167 -8.27240e-133),(-3.99761e+157 -1.40379e-132),(1.21194e+168 -1.40305e-132),(-3.05042e+157 -1.03879e-132),(6.70924e+173 2.17996e+173),(-2.36294e+163 4.27628e+162),(1.78260e+173 -5.48629e+173),(-1.43907e+163 1.04555e+163),
5,1.03,(1.01307e+151 +0),(-7.97712e+140 4.62660e-158),(1.05175e+127 4.62660e-158),(-4.78773e+140 7.29952e-169),(6.41850e+148 -2.08550e+148),(-6.37447e+138 -1.12257e+138),(1.69577e+148 5.21905e+148),(-3.86994e+138 -2.81167e+138),(5.61432e+142 -6.61289e-158),(-1.75897e+133 -1.12225e-157),(1.88143e+143 -1.12155e-157),(-1.34676e+133 -8.28296e-158),(6.41850e+148 2.08550e+148),(-6.37447e+138 1.12257e+138),(1.69577e+148 -5.21905e+148),(-3.86994e+138 2.81167e+138),
5,1.08,(8.45474e+120 +0),(-1.64252e+111 3.86121e-188),(4.31843e+97 3.86121e-188),(-9.79794e+110 1.44800e-198),(6.25312e+118 -2.03176e+118),(-1.52896e+109 -2.62872e+108),(1.64394e+118 5.05954e+118),(-9.25630e+108 -6.72510e+108),(8.50229e+112 -5.51453e-188),(-6.44213e+103 -9.35924e-188),(2.78628e+113 -9.35244e-188),(-4.94558e+103 -6.88935e-188),(6.25312e+118 2.03176e+118),(-1.52896e+109 2.62872e+108),(1.64394e+118 -5.05954e+118),(-9.25630e+108 6.72510e+108),
5,1.13,(1.22029e+85 +0),(-5.17664e+75 5.57297e-224),(2.49356e+62 5.57297e-224),(-3.07168e+75 4.41496e-234),(1.03132e+83 -3.35097e+82),(-5.49642e+73 -9.25408e+72),(2.69973e+82 8.30891e+82),(-3.31931e+73 -2.41162e+73),(2.05035e+77 -7.95297e-224),(-3.33553e+68 -1.34987e-223),(6.59287e+77 -1.34876e-223),(-2.56597e+68 -9.91010e-224),(1.03132e+83 3.35097e+82),(-5.49642e+73 9.25408e+72),(2.69973e+82 -8.30891e+82),(-3.31931e+73 2.41162e+73),
5,1.18,(2.57031e+42 +0),(-2.13176e+33 1.17384e-266),(1.73832e+20 1.17384e-266),(-1.25923e+33 1.76600e-276),(2.43531e+40 -7.91282e+39),(-2.53361e+31 -4.18921e+30),(6.35147e+39 1.95478e+40),(-1.52676e+31 -1.10925e+31),(6.70242e+34 -1.67386e-266),(-2.10170e+26 -2.84128e-266),(2.12087e+35 -2.83865e-266),(-1.61939e+26 -2.08056e-266),(2.43531e+40 7.91282e+39),(-2.53361e+31 4.18921e+30),(6.35147e+39 -1.95478e+40),(-1.52676e+31 1.10925e+31),
