L,lambda,d[000],d[001],d[100],d[101],d[200],d[201],Z[000],Z[001],Z[100],Z[101],Z[200],Z[201],
12,0.43,5.0625508e+1472,5.0625508e+1472,5.0625508e+1472,5.0625508e+1472,5.0625508e+1472,5.0625508e+1472,(3.037530500027733845172348621407953637901874960863712536129960484124573796869336228243722346802780597550616937246382530209035698679073371471847214380649789917888624500859340287057745234609724411549250142468101305134963662300219592382097520528552062009700406615890877441774232943488459907795427259388605665849430e+1473 +0),(-1.487243109729064643293036207782565277286641316248701288497527869883509167759278767821322687939779451808831833407658339806389916908252484653291998437061563337190504881567696739065214581603422226248906680698776627214573493612259515240914399543125037792695253914895926670417028237042194644995364520698411156101580e+1448 1.387214869447263653996056344090408246055108255822644698749239857099431578197156794791535779166191655977154919923991979154136355243274745027720062167541992756647695445555861231004611869861216004786674132438781940179045862442582883516181805017713882303127584878887801335363177354232571213630339315487823983361678e+1165),(9.021503440296205836152403084147585340476983602157424694923517991890893862566907643170348116304918188679692556928085566449531607815817127632737509765452729309378627392273723570426884659372587379087452832548572693680282547237475201204560002594646585403930958975572186807556595747301864745498100431523499556571259e+1434 2.282759751095914662074384292113672983873094735156440662512752111987655949962235622681722446956879791768070455087718417280343029094356651943645670683445237684635060421275468105359926428061064397262864538211811092592180450051098428531379075330172910048303069301592465631578094673831922555178940320198016896879877e+1462),(5.284277242407370575175101578782184210632918456909584226859544831547176375929105535768440199164670013916314197195224918313580713782278714027224205923807284425573466706045941995234920111115641173353100390503017767790285832674184738458700778239423944476642814642429842904034973720951326335436042455520046392941064e+1436 -1.865477816054779400546739286980498065749383949141157088107575874926835368697872586964786422036983522249916371192604333564594042361101164917282137426385453844539385317922640228843183198798279510904682085091334982926074870578673345422001248917264908586815727744030137635983712708949417461320364356751831241579728e+1437),(9.021503440296205836152403084147585340476983602157424694923517991890893862566907643170348116304918188679692556928085566449531607815817127632737509765452729309378627392273723570426884659372587379087452832548572693680282547237475201204560002594646585403930958975572186807575965015615100851602164489191168758074681e+1434 -2.282759751095914662074384292113672983873094735156440662512752111987655949962235622681722446956879791768070455087718417280343029094356651943645670683445237684635060421275468105359926428061064397262864538211811092592180450051098428531379075330172910048303069301592465631578094673831922555178940320195111506632892e+1462),(5.284277242407370575175101578782184210632918456909584226859544831547176375929105535768440199164670013916314197195224918313580713782278714027224205923807284425573466706045941995234920111115641173353100390503017767790285832674184738458700778239423944476642814642429842904034973720951326335436042455520046392941064e+1436 1.865477816054779400546739286980498065749383949141157088107575874926835368697872586964786422036983522249916371192604333564594042361101164917282137426385453844539385317922640228843183198798279510904682085091334982926074870578673345422001248917264908586815727744030137635983761132120200551585624516896000414583486e+1437),
12,0.48,7.1689272e+1556,7.1689272e+1556,7.1689272e+1556,7.1689272e+1556,7.1689272e+1556,7.1689272e+1556,(4.301356329835081904505469268836216910591926509055375909544837677652350584256013527102474442010501961254261826839795987693651238354268790911633299650017078707844110132892582109587765036905744260110124664111262718593822074463830454101572092506624131370146202015995109013784512354027155566379396937363749093894331e+1557 +0),(-1.195759569334622673749848836178213077920381631019998124767569497200613184461829686887423141203090218239805864274000749424124220919974858745630108448956283528299801176543610990925277905048324879759889762107034244324704598970335056345381614563501254513511417728173601057407765634301034819553016379755017876857714e+1535 1.964393595219489679908308717174419420487174652706777903414046635156074048875396870745039213029204211677337854488272414035181545397239734586597062176453546516104787567620773652315096292131416313309694161794118373404497255312795368633130605180582777309448197569801092729439665947413505158135222874523601644231937e+1249),(1.920508264500584049730789042435279564527299894506339057933714976345962886355459122697095516192084402029261777273757613291250371262398382128937694555622307953865463383462440995446610323185496119462207095473168023928307466590551532098718174866978217088403161260100762878240742346509842488504409938759787786723560e+1520 4.740568985544817216022192253825469859080887341556164218052764365296947215864962042631144679171711868514335372840350820771134522314578078193451821685611698992697909851883108249399128425632731892000419655010040933205078761890545865808137573511294220879339272886439044018178922507281260481988262432853104681322604e+1547),(5.606141101651449310586065356311552445521939902182993726170335397144651219873623725862251032907309279083191600256962533098357637031254046074637502631942137011130322603203482503085061746968953917127323338433851335819855050417666453134333889986732930916698485339529884047624682062645607983950316027314766077003565e+1524 -2.058518956338205474836470919877472140599290500976306275592634418777720751097425306498112711676009752137759200629253893569742859562781520772742532978504710797721206315801460912118261846111792852868746286365965482836253376062366229911927681331890282710085150197928523470909046420608908536132869898469141652105832e+1525),(1.920508264500584049730789042435279564527299894506339057933714976345962886355459122697095516192084402029261777273757613291250371262398382128937694555622307953865463383462440995446610323185496119462207095473168023928307466590551532098718174866978217088403161260100762878240883451791157353387361112955680153606091e+1520 -4.740568985544817216022192253825469859080887341556164218052764365296947215864962042631144679171711868514335372840350820771134522314578078193451821685611698992697909851883108249399128425632731892000419655010040933205078761890545865808137573511294220879339272886439044018178922507281260481988262432852728400572431e+1547),(5.606141101651449310586065356311552445521939902182993726170335397144651219873623725862251032907309279083191600256962533098357637031254046074637502631942137011130322603203482503085061746968953917127323338433851335819855050417666453134333889986732930916698485339529884047624682062645607983950316027314766077003565e+1524 2.058518956338205474836470919877472140599290500976306275592634418777720751097425306498112711676009752137759200629253893569742859562781520772742532978504710797721206315801460912118261846111792852868746286365965482836253376062366229911927681331890282710085150197928523470909046426253119788727465216516109487800507e+1525),
12,0.53,7.4409202e+1624,7.4409202e+1624,7.4409203e+1624,7.4409203e+1624,7.4409202e+1624,7.4409202e+1624,(4.464552144852953133581578859871567452203203367637960964348377990834266627646841810297296010661880096660957715711956925915521681277524640104512175267811593303115976009719894319621407341411876805202898142171739574793024264740571003539610198575957502715188412482577398794971352231123558330040342370446849207249364e+1625 +0),(-2.034387232089536301461721215878361372358943520510588801497213497748110236439211450441036102072724566769864759619134538362660032991123874903118855067480835950335958892597098141444055736819829318014638198219766867738329037548638026725859199876477210858432610211196043171333000928995062350739582037417027101129180e+1605 2.038923764125543139488842274258784814194946666421830945896900506668861119641215610782225240788176701935216664756605005102386717180258315562022976808825676393342046108841865003293017692655526589379169035932689645637757414494049804717512559266116353515804549694123789243474878613312357519402983611351006501932987e+1317),(7.295216473286399569754837795341555203631662022743495293968356413652716140372601581292923846193256819911026735718083820767814748894386565306392876279107073338549735233699271239475378682361045952879552307277738606003637755470855923437540381565866380661237262662246317500727634142628473319246862419429857885293336e+1588 4.312388009361371007768856819824496937121302332782812534880999462418879540428941451101043237078753414073618435963370061544999274765220928917208779245628715017919786374420696205260340031611917778729436968149149393825834282825017928527409783178722670036093789728786749056313671002347884807645873661106008234687430e+1616),(7.530475926733122925379265503788471943159477100383101321921396129611851991907475506631998842701912511897235823723483008816412494241040280477634865706969397807666467432444501469712984437385622082286565220654832462821174275597547832098445659229979351026937433125686048929027649721816639378153203801723283336322213e+1595 -2.902440472127087087149060268285726855450185981496116173357722955843406955059106896731202070010026400335627725131859475351899328584534710101223491929926143154512891245705080230157865418371717724574700629787209082191643076594684797635673712196851890217210723883215490315145598056326893894852038484748760201795825e+1596),(7.295216473286399569754837795341555203631662022743495293968356413652716140372601581292923846193256819911026735718083820767814748894386565306392876279107073338549735233699271239475378682361045952879552307277738606003637755470855923437540381565866380661237262662246317500727887755352386788910147656532050257605630e+1588 -4.312388009361371007768856819824496937121302332782812534880999462418879540428941451101043237078753414073618435963370061544999274765220928917208779245628715017919786374420696205260340031611917778729436968149149393825834282825017928527409783178722670036093789728786749056313671002347884807645873661105967656651604e+1616),(7.530475926733122925379265503788471943159477100383101321921396129611851991907475506631998842701912511897235823723483008816412494241040280477634865706969397807666467432444501469712984437385622082286565220654832462821174275597547832098445659229979351026937433125686048929027649721816639378153203801723283336322213e+1595 2.902440472127087087149060268285726855450185981496116173357722955843406955059106896731202070010026400335627725131859475351899328584534710101223491929926143154512891245705080230157865418371717724574700629787209082191643076594684797635673712196851890217210723883215490315145598056332473374778134817341035418044057e+1596),
12,0.58,5.5657349e+1676,5.5657349e+1676,5.5657349e+1676,5.5657349e+1676,5.5657348e+1676,5.5657348e+1676,(3.339440919156746570614964002836679151012334545184008763040560387623136990290890268681665227331709431526276285550268600133019537905414485618217533374715333007005365625221611507220653309940646090948299544102836779250308774811509082333779311332845854357487943389228502747959019671260094403347461933005899748329018e+1677 +0),(-1.005561038650602954160838080783621166307619409672430573077925967871309056989663298458436660834981404881354785327720390360596236516871465527615111847630296332809183970825653822398063644362188987266951723379889274077827713883914059196252616113352734929412397319780789678706752141851906634364353910217082186062449e+1659 1.525094842225478753018391790442195249836639034506045003065752047643338983960677960742718734123899842840660782932106332156009614272072005653301314372137753614267190608600271900097785967491996624615473731949191823283648078061604009018521957578173431997971378239989426629456054891326067706115436052585230858527169e+1369),(-1.446657658415720766870374281566128577821764291487773414927338070299281640743646539946165585388803124181178327812536471253872071893954159790200123724894557117238865248147474982355470639203444017711331030776169071231212558495321351451137639298270432161805091471273922921030902541651634019787713881883180972759433e+1644 1.933426101034990993708452385184226532592280060805108658154276825022300741516573311749296869954927088505939876098735120862355571999496683616361409917529102379411781111927683455276639289215674740779919203826063267415607798591315584131174955320205426483404775946740478038240383863243802938740981552700275256955314e+1669),(2.020008860707538967871238508499928480201787114186418369244731839512762161676241498713011484140363435922253432954063408666645152991329317741026723319256990224643195220000797408019719708374601362895883781239725808667614142527498883006416077497965998083168916045271776553293355384124711849277531031742467759554494e+1650 -8.207988994831454816185639525948163325852492711430258600953222881438146859830775656505342090854390485061917193316563295196981611653128891137065162958715899701254013831020291708141526789019035197125931188535606396582684556059559656464351232237480538538165454893442846798670594932056396767210553547533943366764451e+1650),(-1.446657658415720766870374281566128577821764291487773414927338070299281640743646539946165585388803124181178327812536471253872071893954159790200123724894557117238865248147474982355470639203444017711331030776169071231212558495321351451137639298270432161805091471273922921030902529505997504030087729242165029824519e+1644 -1.933426101034990993708452385184226532592280060805108658154276825022300741516573311749296869954927088505939876098735120862355571999496683616361409917529102379411781111927683455276639289215674740779919203826063267415607798591315584131174955320205426483404775946740478038240383863243802938740981552700272220546185e+1669),(2.020008860707538967871238508499928480201787114186418369244731839512762161676241498713011484140363435922253432954063408666645152991329317741026723319256990224643195220000797408019719708374601362895883781239725808667614142527498883006416077497965998083168916045271776553293355384124711849277531031742467759554494e+1650 8.207988994831454816185639525948163325852492711430258600953222881438146859830775656505342090854390485061917193316563295196981611653128891137065162958715899701254013831020291708141526789019035197125931188535606396582684556059559656464351232237480538538165454893442846798670594932056445349756616578038553930828222e+1650),
12,0.63,2.0268544e+1712,2.0268544e+1712,2.0268545e+1712,2.0268545e+1712,2.0268543e+1712,2.0268543e+1712,(1.216112663557889580811072594853910790867324758192070379444293153125285542336514218086599011550036621720658445697933244750674857410173318896662686886848639646633420054018248370563442707659826467002412243993859929526357809483401817146639022366802908669059383383982654079212836447292641527091731798448498200295638e+1713 +0),(-1.219536914782630442002149754956412238765956703207674217127118947384837620388736817185432120015983597308173976517678547901852868620124839745850902458133343239111410656618334692399605376660715186523594187306734669551715400727184139059658334011286400117746599188115926792080702748413464263285086182177364471027806e+1696 5.553885203112261160899821032077608234128334658177450573603003524778812767064895477830881928313568942780361544089137955939902087025629253050860322341238039785753089713112575604976652739132803890676599956241486742607830065388745113313753246965450447581236038440101550820710080181925514192528900861616431294810001e+1404),(-2.753243618043759045608082497003042648681393721332870796495007653390934773017056282349044376937985359750995354931754627300208975045605221354107756120398756398760140746279029387156561669386237362652824935064946952448208161667807142613917462399883500645967507742540762197905939300745742110747259244275304692216779e+1682 3.162112292134578219633491306149435608507423913784949203565189285998529401838115378646390527562293921377802462617287445878918270354805312235317653100415924699184626288848257928274273918336276739536253400805180664015160130318048979987014138028014530683736527919855356145412710664820526486262561702280233206677029e+1705),(1.002642330722226630826063267704182577531221238976218227586531111649314052017959177410707411449721293353835741688692796059441927302386523932737876442280206396808038012515430358644481392080443337545672248491034195855417868321390763263494607510470580546946114712367657706421645556024611492573689750525976434171597e+1688 -4.301103849051485713321821245712860176893388115732844817458736807801853972253705043277523680835176935634609907793764538191167504628617439488265882507206520435120435251867507080598324254766937049944747038352967935041713507110401963933016237021493752295221067503555332125130048152609720275194414070197517058416302e+1688),(-2.753243618043759045608082497003042648681393721332870796495007653390934773017056282349044376937985359750995354931754627300208975045605221354107756120398756398760140746279029387156561669386237362652824935064946952448208161667807142613917462399883500645967507742540762197905939300665020510330396253252440529799873e+1682 -3.162112292134578219633491306149435608507423913784949203565189285998529401838115378646390527562293921377802462617287445878918270354805312235317653100415924699184626288848257928274273918336276739536253400805180664015160130318048979987014138028014530683736527919855356145412710664820526486262561702280232096755023e+1705),(1.002642330722226630826063267704182577531221238976218227586531111649314052017959177410707411449721293353835741688692796059441927302386523932737876442280206396808038012515430358644481392080443337545672248491034195855417868321390763263494607510470580546946114712367657706421645556024611482483489698418102556313576e+1688 4.301103849051485713321821245712860176893388115732844817458736807801853972253705043277523680835176935634609907793764538191167504628617439488265882507206520435120435251867507080598324254766937049944747038352967935041713507110401963933016237021493752295221067503555332125130048152609720456818015008139246859860667e+1688),
12,0.68,1.6483463e+1731,1.6483463e+1731,1.6483466e+1731,1.6483466e+1731,1.648346e+1731,1.648346e+1731,(9.890077849992028237186292235097753016348218160901970261623211741757102499127025175647792022651018391542639770830889230738306342014194243098528859430358300215636586956325636029799263763065776512945454819676621136805254964230485026240649285371534998829643878132462576468953782631135027932913115867520798267617772e+1731 +0),(-1.943933467373457272691390943674717752480084384652895308577206869113447533112791974677014730714693996783964075816963703114043412039026267113227194295855151786419146136954459870847591048353028122409032854338056132372984962506934813619226371728599051406886705367760208157245115109439746846701533119175968741644909e+1716 4.516716146018847300449445782851362114933342999947030491351713363272354454963243662641468938287715037569010253748397270506134121771778365898235264848626242967414699052821769273751251795853567188091655558915763609657125145457722621276761893647908591930006084289677696812930792195947166865310443188294594975918065e+1423),(-4.415656982960196204814286562310173278053963594267337690522899018409285563686013154515511697721953257270938880085285767095670770985835286113696537110672704188385565406905302048363625860562345776916778708709275750160456930071361755104155533417041241831201474060153346108518390093006727363021593787029061263913819e+1703 9.225172923623990122837709165804178215272887613658577625554551170575030692092960467628220764486335502461813238082368458734369445557617791493311102419238033526436778871681449733680987475001955604052645171485506338021322362603152944417782465638800589653378301655289085736193515871665686644572574551422056725777681e+1724),(5.260495440222191804284034868903924079375815501815443631417366388486236249762551434010297631409662641319820814910166951938646112147035723606645013706237224832905885607758711796721095910459298104714607762246907948227223431313458950379547017196684106345915752893455218457434633122120344814374201108669879067733938e+1708 -2.381432900072083329733421976993014338904497925796550744271284157728426965162812549073143242478481025614596266431455905769784175995159512922147687980892695243676915667509751402129808170494504841054588556779833765010175946095932342653864844138427501288783292139262021262320912347191171652018580664482771020015506e+1709),(-4.415656982960196204814286562310173278053963594267337690522899018409285563686013154515511697721953257270938880085285767095670770985835286113696537110672704188385565406905302048363625860562345776916778708709275750160456930071361755104155533417041241831201474060153346108518390093006262034676559375200646900443669e+1703 -9.225172923623990122837709165804178215272887613658577625554551170575030692092960467628220764486335502461813238082368458734369445557617791493311102419238033526436778871681449733680987475001955604052645171485506338021322362603152944417782465638800589653378301655289085736193515871665686644572574551422055795120991e+1724),(5.260495440222191804284034868903924079375815501815443631417366388486236249762551434010297631409662641319820814910166951938646112147035723606645013706237224832905885607758711796721095910459298104714607762246907948227223431313458950379547017196684106345915752893455218457434633122120344814374201108669879067733938e+1708 2.381432900072083329733421976993014338904497925796550744271284157728426965162812549073143242478481025614596266431455905769784175995159512922147687980892695243676915667509751402129808170494504841054588556779833765010175946095932342653864844138427501288783292139262021262320912347191171653507631368592888870941469e+1709),
12,0.73,9.0522614e+1732,9.0522614e+1732,9.0522657e+1732,9.0522657e+1732,9.052257e+1732,9.052257e+1732,(5.431356811616584338950589505449327458845853414429987045208587897034629234578841935072339724061475747968090209825887076561193124662773738748879779199968806339928412647855791482847159192835002483069516481595794309800946386681044013025506112719678516143142649529724250219380564188331854345492343941357827116708488e+1733 +0),(-1.376328692524530876749529230076102656372148472424848208074617977186263363423539601134872187607037533098437425743657591970143212531550663551042399704473241767259823130281154450187809624177872827359125671513130495036179476305849190288265431325854293903207456191138472208810253668213872772736714278076992023500118e+1719 2.480455399634483585376572607853855375973055707035380883575790223338363787545788554849845767117332725525295898542524488948484667363474221102528123215998981118962963852019342650562925490584860488465174216716972271178252463715624110799364208145889158545444038215579124895430619336523910420688433862333366324672767e+1425),(-2.234575550171293447237419550602381325371345972359609877261095236381229939609099662113980291636286376469343917166368561602680812090995095795665533825037570982139037504969921615980826619483837875539212523535562308061741429616585029768782064470539040196988390407264151864438676163500397884161870327467871817058447e+1707 1.520255960855070979411197036145544350835102577105516781754790049421479919249920724359927870224024700326528741204932484535298529849489425838942274643098682862671923079712047401492470829354183644221690154220810711923845281261261402771215959945934977118107641162776800369940040314238393624658317393600684762044329e+1727),(1.032358108161754989272772944589934017350444389006696975942957423962688569619478413207993668667828370167080987110624535300848727824481783037805690018141713949314558325594266963274094925526083397896654486602785806557695103873126936331268777278092389998078729759791522498552156645839223551729047733224475714741322e+1712 -4.924703233517075754842956467466668593880010185508028497025090801394928206435801001334520975566482197432589714628696669460147666057729415820947932728102352058478358265877533342557333625074127866495328378724833219389721722502359192708345260520113542266303879925316412199193814125556045847847220428789353081897911e+1712),(-2.234575550171293447237419550602381325371345972359609877261095236381229939609099662113980291636286376469343917166368561602680812090995095795665533825037570982139037504969921615980826619483837875539212523535562308061741429616585029768782064470539040196988390407264151864438676163500396097301025395326450705902722e+1707 -1.520255960855070979411197036145544350835102577105516781754790049421479919249920724359927870224024700326528741204932484535298529849489425838942274643098682862671923079712047401492470829354183644221690154220810711923845281261261402771215959945934977118107641162776800369940040314238393624658317393600684702482300e+1727),(1.032358108161754989272772944589934017350444389006696975942957423962688569619478413207993668667828370167080987110624535300848727824481783037805690018141713949314558325594266963274094925526083397896654486602785806557695103873126936331268777278092389998078729759791522498552156645839223551729047733224475714741322e+1712 4.924703233517075754842956467466668593880010185508028497025090801394928206435801001334520975566482197432589714628696669460147666057729415820947932728102352058478358265877533342557333625074127866495328378724833219389721722502359192708345260520113542266303879925316412199193814125556045847924651065403079210146061e+1712),
12,0.78,6.3656512e+1716,6.3656512e+1716,6.3656592e+1716,6.3656592e+1716,6.3656432e+1716,6.3656432e+1716,(3.819390726204761621995992214612967135235463911812395649564408588290278294621215119107242191682146521451862983511941577739714531671163249330700005538592743663604729954347687703940272768197971089420429355891618596312252086012446370295749718383304987160667464843217105704710987789381638919961329470013142071239222e+1717 +0),(-8.906963204079332271332080139321822192216000835169759866242397456084203725896926963250374656621777182649730980703736521977926150497273678244279192762413591945165839066439698370393573501805292600311512021161300232466420800600500903860842462128573365868786040177662757291602656972692434204266166141489204869602513e+1703 1.744283919971165975590788637638334770771177532215685874590318373485987504110294336391147358526222750567996768071108270762168711318724812260568471168754381730220725102588761749280802181472119316841756187999344409682070604691614790306914265839065164319606936275072332782035290660837641625133270347548809826737509e+1409),(-7.870107713267151278808837956165347537332450567866389463208527066142877411962539656816280579619995096860218491101907128342835066396157275262609592071472635247194891793007552458493842834119721576729476167294996109495807869560623616646447903098870305769329568658963356601181032920813775222082189398780973743835131e+1692 2.776414099853330616361195341443856897287958281723780538504395379741603438954975675168163179456800934810678388518521464784985772928913937948617687275231268281255599381128906311398947583428315929078543075850661587683749284753157235016266119169207573166151146852486649598806937719482205100597017517011500586032917e+1711),(1.612916106550629668848443493741915708270147957073225067871472654688491442906682595875299419330697795784766782188320209052300201776861145277302315108477740612956692633881466893654405756753839044509933709515266952597046841431707848469643670980864778553228636313965517958400663848298545704123236893683716167561499e+1697 -8.090622822822630241553444771957309512542397137396262849322234100334671281929438382353028604559466744674852943182947726418301514742607809052574393560681897916241805682423514724713627180019875487654412375757155118152528634674588702057918657047318680186060384234256315001862907826199492672180215652326711366767870e+1697),(-7.870107713267151278808837956165347537332450567866389463208527066142877411962539656816280579619995096860218491101907128342835066396157275262609592071472635247194891793007552458493842834119721576729476167294996109495807869560623616646447903098870305769329568658963356601181032920813775023700784214298487006044165e+1692 -2.776414099853330616361195341443856897287958281723780538504395379741603438954975675168163179456800934810678388518521464784985772928913937948617687275231268281255599381128906311398947583428315929078543075850661587683749284753157235016266119169207573166151146852486649598806937719482205100597017517011500543050279e+1711),(1.612916106550629668848443493741915708270147957073225067871472654688491442906682595875299419330697795784766782188320209052300201776861145277302315108477740612956692633881466893654405756753839044509933709515266952597046841431707848469643670980864778553228636313965517958400663848298545704123236893683716167561499e+1697 8.090622822822630241553444771957309512542397137396262849322234100334671281929438382353028604559466744674852943182947726418301514742607809052574393560681897916241805682423514724713627180019875487654412375757155118152528634674588702057918657047318680186060384234256315001862907826199492672186167094482245841370004e+1697),
12,0.83,6.319434e+1681,6.319434e+1681,6.3194524e+1681,6.3194524e+1681,6.3194157e+1681,6.3194157e+1681,(3.791660422454326522670310592277324286712553835730126545042344101105658753405949834120995568548000984847025816582003189983212454334456000132699351632960501037088991373612893763236913996147146520587696297973116757961888006473869730888567653608751400457196737348992278314523337810710719138137170626949115806217648e+1682 +0),(-6.176378885244767779219821150072871630152169862548842055954492075548999275609471213391166657436316174031310328970061429480154889904282540474161521429804690642755204187077129100642009643889780074082481179316346014544283403237046520954239818556928071389782104491038236625648889110028806996240989160532583150703271e+1669 1.731619721308532521435821553484367127576908323754922331486562766311887031551432210683925324291276805988330234089632287950602069855381172527692387745796586365304407676426363561246534437338647491527647820302091659175125901248997705483127049377306836401927915710580118354965208914441000883734292983479870830485925e+1374),(-2.378762168266411625240550083354206920521100981669039082897454456678917320608016531376105897655760648945542380922373845539853737182603465785887269507972323732891523002073031090524827183910105187983524032658790253862511631224411001711087961302970050839242841872988259853872419987924865853673272036979752725988482e+1659 6.355462904712583212324516548445373732843893570119220521208135656136949636251910024431018776904057651070889417941232390596601580541051665582217401951000946066062025260907621349200389677549460317542280010217915584752943507038974692661319189758226788997605209721946877863304309280305775967938880365219230080438723e+1676),(2.411761502557314662436551362631892011805327147876194887874222812333397648892405985375850533341116649148841557868100676008769425557331197141430191500914660430805400851509740954068266519088326389617592155157240610312356214654298933362604821212329622396922964009368418245559176829297686228691567320833537367178446e+1663 -1.268938545985369953951431941738632068059684411377802633003026557892899261062967114425984908485157350294805963346346491474334011878312593783223398523800190999229427086618796560583925917833234399208522700372841227468928780277998694827364747474038339454649023504508943884913192954081514330559820519599547562686704e+1664),(-2.378762168266411625240550083354206920521100981669039082897454456678917320608016531376105897655760648945542380922373845539853737182603465785887269507972323732891523002073031090524827183910105187983524032658790253862511631224411001711087961302970050839242841872988259853872419987924865851285342732889677363370037e+1659 -6.355462904712583212324516548445373732843893570119220521208135656136949636251910024431018776904057651070889417941232390596601580541051665582217401951000946066062025260907621349200389677549460317542280010217915584752943507038974692661319189758226788997605209721946877863304309280305775967938880365219230044619784e+1676),(2.411761502557314662436551362631892011805327147876194887874222812333397648892405985375850533341116649148841557868100676008769425557331197141430191500914660430805400851509740954068266519088326389617592155157240610312356214654298933362604821212329622396922964009368418245559176829297686228691567320833537367178446e+1663 1.268938545985369953951431941738632068059684411377802633003026557892899261062967114425984908485157350294805963346346491474334011878312593783223398523800190999229427086618796560583925917833234399208522700372841227468928780277998694827364747474038339454649023504508943884913192954081514330559872258067802847652894e+1664),
12,0.88,5.0862815e+1626,5.0862815e+1626,5.0863123e+1626,5.0863123e+1626,5.0862507e+1626,5.0862507e+1626,(3.051768904998116732885642605376167351577630554946222275677324872212089265708171686284180337505864201740605463063829828607894268136433223700377472562195899123494738803631260674644697793307706472780218760334288336939355653483678603315130264507891827098359481619263607802533492614613012420690608778557403788896104e+1627 +0),(-2.761753158847298876040711769283551144748679070760076275725858086517538070456861122533665007905850782662046431438873489079490102661951182789736651622909727684513411171255331430214559387459432920996218100388576617882038512375015744350697735646667227115084156429763082227304565424290924431208436460317226018476088e+1615 1.393717430358430725906389269793564169827076810998783906241487783576048566551599367536449942503345945701248157136707540339359863691821772635911736460811522291033966992680825335434394691007992880524164444722505214802423640949207137449582967333096287877943378578327900615185636977137287213056340027300995874541197e+1319),(-3.854664031083021290851633433989230864930109551812691215650938623647898322279102919707500350506133605382103917257601338378879670311687843648573921268852912574690417429335810736512027996037499252478694550977508809295263316586948432279417392657182100618221760034249066820504315487183866985257692515494697780817349e+1605 1.067742869856370981284707254935791171892257088851640421487151775882843395595129559277810566389378320607287974276077775123580961641016107646404447155291668934818418900138084121671950578746945224944468533512165935071078269277824712127603321422927281502246771398849983319897257735647361614786373602117749004149893e+1622),(2.116991638688473677106034792102809279157598960968645546764350013228106959441497975980943162876138870136671103793660200388329740639118026480528115987699813321495322102671043764078038642417458816532589219571731867065049393986366438615978499246256627564640777662957795704460573543030513238421784424204542883746179e+1609 -1.165120993440918055683284647702812414465027387949829092756915651273110127910973498067536340112412271315474298448701711167439515838513980470901599683065164512953610505543271604517938847009246421921618347818945292195653386421188747825670945120105066397355190234643565105222418947499234931700646640517560370956507e+1610),(-3.854664031083021290851633433989230864930109551812691215650938623647898322279102919707500350506133605382103917257601338378879670311687843648573921268852912574690417429335810736512027996037499252478694550977508809295263316586948432279417392657182100618221760034249066820504315487183866985062917943529153079414287e+1605 -1.067742869856370981284707254935791171892257088851640421487151775882843395595129559277810566389378320607287974276077775123580961641016107646404447155291668934818418900138084121671950578746945224944468533512165935071078269277824712127603321422927281502246771398849983319897257735647361614786373602117749001877523e+1622),(2.116991638688473677106034792102809279157598960968645546764350013228106959441497975980943162876138870136671103793660200388329740639118026480528115987699813321495322102671043764078038642417458816532589219571731867065049393986366438615978499246256627564640777662957795704460573543030513238421782801083109837540334e+1609 1.165120993440918055683284647702812414465027387949829092756915651273110127910973498067536340112412271315474298448701711167439515838513980470901599683065164512953610505543271604517938847009246421921618347818945292195653386421188747825670945120105066397355190234643565105222418947499234931700650211384713072609366e+1610),
