L,lambda,d[000],d[001],d[100],d[101],d[200],d[201],Z[000],Z[001],Z[100],Z[101],Z[200],Z[201],
11,0.43,7.0778683e+1233,7.0778683e+1233,7.0778683e+1233,7.0778683e+1233,7.0778683e+1233,7.0778683e+1233,(4.246720984637283482719627315575631984820863094563278577111498140099596261546322105070061158328130181444047200760540515521872510606565385238781280832723431674671847292991073872875652733212238655702268601531898291826786592298833543341658694882012090769265241183125186085436053475843245424209650683278907882726171e+1234 +0),(-1.971712582406640505162984207275358953336580748720686592691633552457387625914729430973318031181735679268172432754862521666534062011587773369487147043952641443965506950307732903772880573818238945793808060793822543017494726988936156693773320897374894631321363438369140898870220993428301082665570913289879701823271e+1209 1.939442088311138267579343033257364112870796141567794482211439824035815370595274359544043744240067560366466022056360157995421040085980731148765034060408890371023450384792498361908861545971040012842165210829796992473265091950465044416292700374131592335182247286742044960722117853508531834625386828585174632802918e+926),(1.689665650330836281784927662247374851098314212895133432923099846757522084313098676603192543415934735263528647764908500808490955776276941910703383298774978341045506003465688543915560645064670071280647852481152224339541837323995451678179919616928845793174691169121019899178840992190005303993275437567799443264547e+1222 3.547044718642327744520113495015170110308937961789313844289905439616683042959005235990381914982702938946169743545162572360233241272715641497839411675440897331591006400402891075427029684093763321739880937517989900230259263179558825036576491393293871878363550460130205853098064888116800651814533892313560832585856e+1223),(7.124166818481643480971631175371291893635601840575965133148421833132894729394215754849671063542629422016301010113944093832203754181339132120324255306952095391356714727334495091468731458366620232954879741450619979003053093179067825135897417458935304672459804738239966491525039659541863234360451715883365909600651e+1197 -2.752637381364106198374974189099222023721909022537020357042721321074071978236838735567216068921413304808383052788793371946031976958180026739010035211911643376431751165206850589227966492362374043130882091872507836763069180709611252169076784925525651999168375653458451097292162667702878365002161911626308089282650e+1198),(1.689665650330836281784927662247374851098314212895133432923099846757522084313098676603192543415934735263528647764908500808490955776276941910703383298774978341045506003465688543915560645064670071280647852481152224339541837323995451678179919616928845793174691169121019899178840992190005303993275437591037867246027e+1222 -3.547044718642327744520113495015170110308937961789313844289905439616683042959005235990381914982702938946169743545162572360233241272715641497839411675440897331591006400402891075427029684093763321739880937517989900230259263179558825036576491393293871878363550460130205853098064888116800651814533892309377916269190e+1223),(7.124166818481643480971631175371291893635601840575965133148421833132894729394215754849671063542629422016301010113944093832203754181339132120324255306952095391356714727334495091468731458366620232954879741450619979003053093179067825135897417458935304672459804738239966491525039659541863234360451715883365909600651e+1197 2.752637381364106198374974189099222023721909022537020357042721321074071978236838735567216068921413304808383052788793371946031976958180026739010035211911643376431751165206850589227966492362374043130882091872507836763069180709611252169076784925525651999168375653458451097292213792235637620633115075248601169537112e+1198),
11,0.48,1.2576966e+1304,1.2576966e+1304,1.2576966e+1304,1.2576966e+1304,1.2576966e+1304,1.2576966e+1304,(7.546179716670084361205263555664125669720644248515658592085429066069642021455549942573368800730512541950816943701349501109500142643538437415288143463582283509039754216175866230748151841561599782671155023547887961199909149274748350283386793485863110017161101528573733897666626875838548408670173669963137234666384e+1304 +0),(-2.066008958786691112989009587165694174247287421968658321615612520755981779576259585196138297891462696104721266398205945934627586361139416205463065992366324960381155880860898866325129063454425751681775768556289103357087116127139427063878216883195630427602791917079974894546118974835335848603530976935126756873303e+1282 3.446277398824637837657075283283430446530061260026828754361857616218470774595965297433744098401641131184239237070879879075396892546791704496023461946256543656647968654921115047402256233759787371969981439502744426863622548645346144590569249555340189953705036311490032826023511673145716808533593684326174249118267e+996),(4.359530144554517475034451950201735045586953107642229859411631969040330019224283226904983507185462781290684705929980859470515799520182292175686951890653079291065620797235865961212943120817988819780504865242531444209898712162439073457822955662315194674399498564015849572706360284648407598283529098485235556358191e+1293 9.151780041203053371673660380641578969548793251935917775775905961308129537900852040622662481082083448685219625781761187396890350052602646525426695924210773242644069410128770981088911988973402452498492686433648271760035546028087111887520259846398871285807755897647275551288843056820494639768673086857666784314896e+1294),(9.611173695677495188677228666887062853374139989007271962779062764064426869587824366917173610634938248830942647090189752887429927001769730274501078020593965295186880405987093569489190484028763735555350013828463219075479812511825152577707469294687458651387051559180606385508222455812605269683430896672534677196461e+1271 -3.908954303188239570929056399954916916043756994289704487532681790429872467826817688433826992485081180409821118593751454425764065682950765946331726229063285248945467450882214414921926227567615152239254081938727276874918351930331426626422541072907200295563784723433105013492751324479769562712950175956320296426727e+1272),(4.359530144554517475034451950201735045586953107642229859411631969040330019224283226904983507185462781290684705929980859470515799520182292175686951890653079291065620797235865961212943120817988819780504865242531444209898712162439073457822955662315194674399498564015849572706360284648407598283529098487801727683301e+1293 -9.151780041203053371673660380641578969548793251935917775775905961308129537900852040622662481082083448685219625781761187396890350052602646525426695924210773242644069410128770981088911988973402452498492686433648271760035546028087111887520259846398871285807755897647275551288843056820494639768673086857025241483619e+1294),(9.611173695677495188677228666887062853374139989007271962779062764064426869587824366917173610634938248830942647090189752887429927001769730274501078020593965295186880405987093569489190484028763735555350013828463219075479812511825152577707469294687458651387051559180606385508222455812605269683430896672534677196461e+1271 3.908954303188239570929056399954916916043756994289704487532681790429872467826817688433826992485081180409821118593751454425764065682950765946331726229063285248945467450882214414921926227567615152239254081938727276874918351930331426626422541072907200295563784723433105013492751334744454863151264440971910362813882e+1272),
11,0.53,6.2058225e+1360,6.2058225e+1360,6.2058225e+1360,6.2058225e+1360,6.2058225e+1360,6.2058225e+1360,(3.723493510883922429690466111615337145196189089226449514632890910170715558735864795528149730462625641596700804675758978554794117775733533869136423475993629191030534788576072150325057342964411369119405912997198898466708489600534883107733692579492726834146387457083338410740531511336029280917658622481374196227380e+1361 +0),(-1.706818348135286285394839711407059663015512403190177389115472665225261875203082747930524551368616991303829748594974467430105591343513309278678912720010486278165217809014910437561350354796980802768517291990846930019420290903347105799332874875354717367428299728218496513614887803885965947360329136442189715822711e+1341 1.700488460787937028830686083906755432489630472785809380632591905227240068100545415768269811265351840975362734904932664844649942140983690349388892376751710834518534492502286232626175989962995417378584907983724148402886303943869404725725844939643035297550313942151062417854417301184101100633306792912975408527234e+1053),(1.867385608702605132289939252272909733611150437365682454278517397468068626547897688642622783535689207901658988160152866393572511471757583957295604105735637689292202574727493370210891766308758047777383199347467742977738832691951524193400393184577760734371140943431975784900103737792521054230896516725255354900285e+1351 3.920124824529837860191890825379568771232943447463885194058171929342709736938366782126526598500775351455963206414117558237655916719682447760513823317422825294672474256446662279310483444642597033754877133208429385597959789872118519219285190010868869865055153219061273714695451204407852593224105911331016066850861e+1352),(6.119303030276399621212282841370955919212986302542058322394482682278252622344888928562883218032546463147894274869280303727390674374119956732505601983366192330109879088009624984188771252571791619623614488725360537498285441536760206700917532832117063639595016458508054404004257796026009357282047471050071161437337e+1331 -2.648454842452364840285495980597486509310340635180156232095477875804031317332792285722019163998788080238052874777340999053299406081896290204307466129532968362125083432122890749962062224185880297725082625236111588731354545535120241464980324782348965944792166014123244204871719555994368716568514727028252615099750e+1332),(1.867385608702605132289939252272909733611150437365682454278517397468068626547897688642622783535689207901658988160152866393572511471757583957295604105735637689292202574727493370210891766308758047777383199347467742977738832691951524193400393184577760734371140943431975784900103737792521054230896516725456706381262e+1351 -3.920124824529837860191890825379568771232943447463885194058171929342709736938366782126526598500775351455963206414117558237655916719682447760513823317422825294672474256446662279310483444642597033754877133208429385597959789872118519219285190010868869865055153219061273714695451204407852593224105911330975796554666e+1352),(6.119303030276399621212282841370955919212986302542058322394482682278252622344888928562883218032546463147894274869280303727390674374119956732505601983366192330109879088009624984188771252571791619623614488725360537498285441536760206700917532832117063639595016458508054404004257796026009357282047471050071161437337e+1331 2.648454842452364840285495980597486509310340635180156232095477875804031317332792285722019163998788080238052874777340999053299406081896290204307466129532968362125083432122890749962062224185880297725082625236111588731354545535120241464980324782348965944792166014123244204871719555998899124890492972776480809434748e+1332),
11,0.58,8.3789489e+1403,8.3789489e+1403,8.3789489e+1403,8.3789489e+1403,8.3789488e+1403,8.3789488e+1403,(5.027369308355138143019705221291961312397512956361601411826623112373376662557537654795763529559865533296862598479074613844275637409001451485765308868657435433582521054500849684268787959086503194243808172156063950801759199481260888129884665917135218041419457394407764635754140954621795446008757470193475501785048e+1404 +0),(-1.540650725891159325310052466098257701926459282523085198229411100007795189656388634002999262248462445339436292473486247409135409130154542485658736097797793804862856975232745026361739966817792827906340234598051034824827478938392877783352407508294387055518277556345087130614392962375827378131279811919062219095417e+1386 2.295957673079950110426307603888057133723353834313141809525270347963409981208160812519196884802309337838485947625915027576994049330794041242923624693537260083204124030793728421095049357133309755900455453644514087059301262139958939443347141786474599754883880630271683282560081495584890121297148018794486846549655e+1096),(1.497873867352808886845210956777578081153043012345794691747085067990034813414551503449578163098391502247030785493544828296670610235040544374652173640801698472538239496962816312204013154781518357205206822727951433194390034756175097866187940118944063944937197701776813797753471242613963729281179405212808305542309e+1395 3.144424217504717416055882103915857297752546627532599032744184603498379753599863204954531038647208887147535866344474596774567677220664554757211014177626255882570521315819976161920953372453026760448445990702110819636143326318261580012471844467485270345422578219989710708210731373625358247267298191076036856343153e+1396),(2.928483748676645392432264096665823071969198013702596482847208936682753352157534561371828519046496621176864724747759545887568496374343469792609266497506549163832570545477060686361097620313449814518322791622353345943207425475574149392739899888330903504366361695788378909030816199262694756572227321650247776350739e+1377 -1.355631246187594011841758996210991173941321870174147748202882460698240702237354384928649057224237050210266851014899629190015398991359865828225867892925668391639537012950063934081731456987894522505101449359524645845593429177551300023394207620759697359295054894325678772376478681397864901552948154112036706129320e+1378),(1.497873867352808886845210956777578081153043012345794691747085067990034813414551503449578163098391502247030785493544828296670610235040544374652173640801698472538239496962816312204013154781518357205206822727951433194390034756175097866187940118944063944937197701776813797753471242613963729281179405212841982702854e+1395 -3.144424217504717416055882103915857297752546627532599032744184603498379753599863204954531038647208887147535866344474596774567677220664554757211014177626255882570521315819976161920953372453026760448445990702110819636143326318261580012471844467485270345422578219989710708210731373625358247267298191076032927341089e+1396),(2.928483748676645392432264096665823071969198013702596482847208936682753352157534561371828519046496621176864724747759545887568496374343469792609266497506549163832570545477060686361097620313449814518322791622353345943207425475574149392739899888330903504366361695788378909030816199262694756572227321650247776350739e+1377 1.355631246187594011841758996210991173941321870174147748202882460698240702237354384928649057224237050210266851014899629190015398991359865828225867892925668391639537012950063934081731456987894522505101449359524645845593429177551300023394207620759697359295054894325678772376478681397871636985057070081451806894682e+1378),
11,0.63,2.2262525e+1433,2.2262525e+1433,2.2262526e+1433,2.2262526e+1433,2.2262524e+1433,2.2262524e+1433,(1.335751485129316845136217723540486807177229835725096561335646823741699257947777233318831352407269438115472384279653641368578538300196096133150154256277828889961703203016230891135905876841582413751320597436868215104312267600623522432711832400953197877785760129756905229312117427145607631017714879911888298869615e+1434 +0),(-1.371250113394243904795586779772786844372507775244053100454039584872902390443289208631140943335752687984747344516070894828550665917638573314507607388977772399243292004069792325737729009509133610608950348279645697559432128394523187034426588088419324842917954554069752263298371950004216588867941623276609750061152e+1417 6.100265732445272374856917493095164728101400773055771298240286103631378392506998529352977876726639993927618580645374138646438892848784379892613390538111326494626716407283368273708911892941160041918498067183765469933542159731559462628317511969193467097412746152709002385959094104710482293341734226584630628612867e+1125),(1.772693279236659879253836387470812432046196312813543469576642595539623782167285934666505693429534563061495985162523553770531311505488666492423891852378359166171321087665011141446121669031898471416221039705373423951608497011434719431550659177424163632983054866355306322973612602001602424938206696147512479557514e+1425 3.721341161583055736084723532877807660930328750029289912738784881818718575243602655399820079224683053461074043317266526477098184145833282591115216229492812604561155403965614292387748041947610982831227834304652248041550323944361110635907922413241325845576652863115040937378191842294841914936009902014240574445745e+1426),(1.043074707939377276150519024292884801436854141160637125450470417087483439638497587124866132450369392065986288709242941014038048261213028688575023233853986278932455259848866949877794711756742376623416330088954047741999161130387732880662013241450529813390442083897898362434519425033930747869263686982440228173522e+1409 -5.172711038964912831845663548279906733039713109389672770893917056161417835350954945047483947849947899796215408827813496501460036487173699591157119413081774492729196487042990656605506147846833559433572642919615179988218000090094990338034746257991002592946888383611220846607165636643209708117863534392169677295370e+1409),(1.772693279236659879253836387470812432046196312813543469576642595539623782167285934666505693429534563061495985162523553770531311505488666492423891852378359166171321087665011141446121669031898471416221039705373423951608497011434719431550659177424163632983054866355306322973612602001602424938206696147524931062074e+1425 -3.721341161583055736084723532877807660930328750029289912738784881818718575243602655399820079224683053461074043317266526477098184145833282591115216229492812604561155403965614292387748041947610982831227834304652248041550323944361110635907922413241325845576652863115040937378191842294841914936009902014239151416652e+1426),(1.043074707939377276150519024292884801436854141160637125450470417087483439638497587124866132450369392065986288709242941014038048261213028688575023233853986278932455259848866949877794711756742376623416330088954047741999161130387732880662013241450529813390442083897898362434519425033930756763195515798916913250297e+1409 5.172711038964912831845663548279906733039713109389672770893917056161417835350954945047483947849947899796215408827813496501460036487173699591157119413081774492729196487042990656605506147846833559433572642919615179988218000090094990338034746257991002592946888383611220846607165636643209885996500110721703378830858e+1409),
11,0.68,6.0478214e+1448,6.0478214e+1448,6.0478223e+1448,6.0478223e+1448,6.0478202e+1448,6.0478202e+1448,(3.628692786416707716597095269423436864152405479018716436377025343307210609952635786502525539411545329791510965687968450126153821622451968857852333862737536185320060219201101814987824406481189874841220342033753591347383620610420569232968609815908715901892206283213794316259831997839962757024962853124434989608876e+1449 +0),(-7.317779193744398700994609294901849452813517993179067101009479212074865804961806004342322359857514116834667024202133656938220812695562272083860430059316516070311540853957504304081719548995239244983697220752817003642171554062435523000608762986507953541263178824312772612874081330872796073978426423447311765953714e+1433 1.657193759841200353165042817510288141660926771467204985056528705203903512962340040639770328736025245967833224685482020783554421537046785169154250125733004170164990583863559727914900484667817323574117711052348715102204725316775678053334442609408688872573942640349159401847325167451613714406776802375500172298329e+1141),(1.714377288983580425833971186371989992483823279673023815377883636069621858564276999991415195587449238932992232406297656732201467741349063970351040770558783266475496314679841097497497755418394528387828218959550894278748150495929404642345263097821825826963468911214757773247919254219300897363554887055284663718548e+1441 3.598920832330885728151848591767353076829825489659499120924875492819165388385117675690280275736993529931492918632896350334346111516267602504292268628170432961586196854715427777477904518149283569343519543931260541280315592153201767689894919105633795004328563568181284871876770458622584618948507157859492200094537e+1442),(1.792976452363923980844285664442505507465657218136375745552467588832154902205598612386632953742467215279532293800383862623877123598515754972348584644049159266128989739388155865115279676479638180260548949747031457437319486126564468105530250401291264619840205314011042091409068703049384357798686506797208678303762e+1426 -9.521203128833530624230925502060592367284860042831295924312621469174713174558946083040822981389000975364311332258167621506991262164918958974977752180568294524165800425622423368366640587277622987482171535945712514557360056536294740294758646336040718017096510598066511319894873758103413522870304586060779509797623e+1426),(1.714377288983580425833971186371989992483823279673023815377883636069621858564276999991415195587449238932992232406297656732201467741349063970351040770558783266475496314679841097497497755418394528387828218959550894278748150495929404642345263097821825826963468911214757773247919254219300897363554887055286666453951e+1441 -3.598920832330885728151848591767353076829825489659499120924875492819165388385117675690280275736993529931492918632896350334346111516267602504292268628170432961586196854715427777477904518149283569343519543931260541280315592153201767689894919105633795004328563568181284871876770458622584618948507157859491799547456e+1442),(1.792976452363923980844285664442505507465657218136375745552467588832154902205598612386632953742467215279532293800383862623877123598515754972348584644049159266128989739388155865115279676479638180260548949747031457437319486126564468105530250401291264619840205314011042091409068703049384357798686506797208678303762e+1426 9.521203128833530624230925502060592367284860042831295924312621469174713174558946083040822981389000975364311332258167621506991262164918958974977752180568294524165800425622423368366640587277622987482171535945712514557360056536294740294758646336040718017096510598066511319894873758103413528077416635175921704035592e+1426),
11,0.73,6.1512548e+1449,6.1512548e+1449,6.1512577e+1449,6.1512577e+1449,6.1512514e+1449,6.1512514e+1449,(3.690752773548245175863989183674173505126445660668828297892167215716273427649911742295274374305460421501733402904661038192511479412045555293980308282289796265988805942016410924089787933194670917528136277029198463467249565186312793575520951350419551680833790310377709212776854953635056865504392018844961447253482e+1450 +0),(-9.594908662426497351641906743240814498768117348042569956598466454603154775459288683546021524962500708373276136619972673387832385885292742749098946885979141974859078865794906845446112620975592621360428089983481924402873235838683639830776242119732181694537429923115425274797502429220865129832338984372476033717942e+1435 1.685536038855617114947568467721893335037745915212558307538760513759420926913311705810729621356719211535364381061665838359582848645149136355240116622348172666329560820287964455970424764558116463195609728417562715693206700251098781657518236334572293415104630516466441284896983374902706421303031133665975937210873e+1142),(5.194991742440872690392737175254195349819207225181343821475640930943302133718998937764026378439632603342811453138479738367291897087436855985078594986446489024393736262926605147763103236716837080457886436324264403352553570582945345267332528281492769296480816970239713163679609712672898050120258664715579244323946e+1442 1.090562977344507372452369807424528747898699514266363751866755025283760573625780214237920180300157984428508081290957387173395568284346978940625969939046987085983370207612222687762768720646663711568338645135603090137525748389496264782687055287494972639516084730012487625701679370901244968617079541444273895167852e+1444),(6.381151061924160478957785520880394947392129482049643218197942090889101047552341170920494522977881183479177997642026218567999817089133321737549785916754193819608495551048372214789148732772216505060810088651046521178363378338655071705901327843523399089643880914516788841410261521700023329496544821627481827659914e+1428 -3.622594394884826067488327518686921378487010612786104052222595239437885772126184812742803049975678839577414509675943335070090109384058955721910519997956630573842565252261720953391868031922120777115111693897904849286203000261621210294694809371363840130927006954742639608668289685876971300549190905163758596166876e+1429),(5.194991742440872690392737175254195349819207225181343821475640930943302133718998937764026378439632603342811453138479738367291897087436855985078594986446489024393736262926605147763103236716837080457886436324264403352553570582945345267332528281492769296480816970239713163679609712672898050120258664715581166949933e+1442 -1.090562977344507372452369807424528747898699514266363751866755025283760573625780214237920180300157984428508081290957387173395568284346978940625969939046987085983370207612222687762768720646663711568338645135603090137525748389496264782687055287494972639516084730012487625701679370901244968617079541444273863124086e+1444),(6.381151061924160478957785520880394947392129482049643218197942090889101047552341170920494522977881183479177997642026218567999817089133321737549785916754193819608495551048372214789148732772216505060810088651046521178363378338655071705901327843523399089643880914516788841410261521700023329496544821627481827659914e+1428 3.622594394884826067488327518686921378487010612786104052222595239437885772126184812742803049975678839577414509675943335070090109384058955721910519997956630573842565252261720953391868031922120777115111693897904849286203000261621210294694809371363840130927006954742639608668289685876971300600460931493507688540911e+1429),
11,0.78,5.7971279e+1435,5.7971279e+1435,5.797135e+1435,5.797135e+1435,5.7971196e+1435,5.7971196e+1435,(3.478276507454590114419084731721287407946685561046924548294691061813110450265581172253202679069811238458683991126266869926492455096271249387550186501967696090551476472150583466608205068978137386693311189025217314084064742747733160304846410646831774621833655767960882643203343014387008248230874106628961979423802e+1436 +0),(-8.307808576233101108145272143673320875276355361879278219578307922170274738381604439484096753170168814720875895989366167432612277002745973126701769093432921359756092795521863814056751860145910486901460899197590840366263050962130035447081006139868560601826763652469921511509617515258586672718470792194891455404507e+1422 1.588499898567656669214703960929605082754679322765995512232183816756431542580652055714184702591991401284513201335386784942547390887133266235106927702418633324442238928050122510132668139732666854106971225457373489645229037516566264447576712856600680090100260176583019137699017027412184683172726663309929303691066e+1128),(1.262817199955982650965918853456069649877413268025214813696285584946284010144222950561492381983310783437113248442385431956931892014219211026198837877357104476613946061438678305785356825304457560187275465149112625797055688266953486802051194482104633609213448493355330222140464097103986440807255673973323329907563e+1429 2.650979546656180429268919987100831617452721633334794925448965726490190912550713587156766980627685260969117149334090573117092881094554529472130082116385713850614843739207538798670339863926798780468258361277510677071146551944667066983347143568020690237850081915355360951340494703758371418437907206859021813883674e+1430),(1.306971223920097920184022516961686517463963376394634982675404642419799148189820742127862779133320262571599611102847350342032844895497017713326887898811849224254742108303395238024668328887092860409624768551243906158225867012593455504198985449647138573913285943673059647365557330810460644157626132755084782427341e+1416 -7.913457138676157720293747369656243749897431109757412865539526947995356505807959875504823040564395914580006197978902183374255139346649257003068721114060281884435423376151109325592361800968328682965519249379949416633017587470140001993844267984861974259596934380610152771012164433746929418891087848585471698349732e+1416),(1.262817199955982650965918853456069649877413268025214813696285584946284010144222950561492381983310783437113248442385431956931892014219211026198837877357104476613946061438678305785356825304457560187275465149112625797055688266953486802051194482104633609213448493355330222140464097103986440807255673973323557592218e+1429 -2.650979546656180429268919987100831617452721633334794925448965726490190912550713587156766980627685260969117149334090573117092881094554529472130082116385713850614843739207538798670339863926798780468258361277510677071146551944667066983347143568020690237850081915355360951340494703758371418437907206859021772900436e+1430),(1.306971223920097920184022516961686517463963376394634982675404642419799148189820742127862779133320262571599611102847350342032844895497017713326887898811849224254742108303395238024668328887092860409624768551243906158225867012593455504198985449647138573913285943673059647365557330810460644157853817409902484230479e+1416 7.913457138676157720293747369656243749897431109757412865539526947995356505807959875504823040564395914580006197978902183374255139346649257003068721114060281884435423376151109325592361800968328682965519249379949416633017587470140001993844267984861974259596934380610152771012164433746929418896552280301096541625043e+1416),
11,0.83,7.9463842e+1405,7.9463842e+1405,7.9464062e+1405,7.9464062e+1405,7.9463582e+1405,7.9463582e+1405,(4.767829710149414358124491854853229825563650168515984690860415028099110608179679546461440967138715887399607946340626208785117638142604809370296947755045760345552281207814144991049082534659709485548464569164150095293971765090695556041536539526185202528041285427907648537041212635296248920128232749900871279599555e+1406 +0),(-7.931917342033847933110270190159309225568676961270671430411210861322812686244178975763171472150991361004673847544023749263358169945978077520090996130052379350439632534481033027547219928889379083583395480811507640298595246866460970789471045300908899538018827158139574412110929484499057002550713779759514317622035e+1393 2.177428101167187167523449980138584497404491089211781542634755624941221678118521727613836425035934655904048826311536750318256853378460726495449517985544360426401560365618183630563575872104589278617328753752024490290258220344519798391481334563138255354237037665782426384440846990134243618702525479556218728216823e+1098),(3.964874239995359004421766069404592493978579427185351576806788468019506955498428934026314378721323777254773934454808415528868105474885405895623548550034584065686786048928994541076129344776909097681766285755655712773883953520042779528271307921046044913537703523255136062108737979270552662146738571224302491124812e+1399 8.323295339703984842075615501765967189043136289707553242138188764567516470220904889736083677912473180425169052753473525991702478824707224863428272324859300511361649208147375088079286536664764460774606722561022420688897772030158946118249545561548632806019789801434364426572294529486830162745841046008073390919954e+1400),(2.637706155925172568071877834304140288292012988377956646333247662842534429938767162317196439580311998567062013161199894692274477664591744491157980949122047308423528955273818751752071090488243331734592372671366036795584973704487615403373074645503009295601963087233747403713061574877366061992931410160543890868102e+1387 -1.698570162996991231984661071495986327470102669933185820319118514930504459319185573771841193175856896375607025589255651286591120220062599403958672667256825125601929318328356296745858543032941813486540350285989239319626012960613616063204502541925721828879346214429515884769207639784386356601509926350188121286316e+1388),(3.964874239995359004421766069404592493978579427185351576806788468019506955498428934026314378721323777254773934454808415528868105474885405895623548550034584065686786048928994541076129344776909097681766285755655712773883953520042779528271307921046044913537703523255136062108737979270552662146738571224302850347858e+1399 -8.323295339703984842075615501765967189043136289707553242138188764567516470220904889736083677912473180425169052753473525991702478824707224863428272324859300511361649208147375088079286536664764460774606722561022420688897772030158946118249545561548632806019789801434364426572294529486830162745841046008073340628728e+1400),(2.637706155925172568071877834304140288292012988377956646333247662842534429938767162317196439580311998567062013161199894692274477664591744491157980949122047308423528955273818751752071090488243331734592372671366036795584973704487615403373074645503009295601963087233747403713061574877366061992931410160543890868102e+1387 1.698570162996991231984661071495986327470102669933185820319118514930504459319185573771841193175856896375607025589255651286591120220062599403958672667256825125601929318328356296745858543032941813486540350285989239319626012960613616063204502541925721828879346214429515884769207639784386356601567402037517537558658e+1388),
11,0.88,1.4385425e+1359,1.4385425e+1359,1.4385508e+1359,1.4385508e+1359,1.4385328e+1359,1.4385328e+1359,(8.631252273017862732687000665614794359058956745219783637945878639402141625887169318882314656231175424433325191385360391969268063324153951069850687556202602849993455895058017763274172657522268211156382872564463613899667285481339042671659987493255001405443664680733566559827929907867388987831851557037111075840755e+1359 +0),(-7.946983278723424393764649548904987686660398266094511583752917948361942192988967336538116725162247777473084624033388841990933235879215445886092855440333677748529640652803795743591296286519060486637337854386210343977310189906582288799273097339369392022710968882737009335063451604623707152943204206467641646272991e+1347 3.941820994055063623493285975710588485170208109338274644663798965729854896748984051896665252794800607256484426704476385235186078328910975754782211374486903374110170612161161709523961262125342056732700017191882288345139578967286001765977949528850391011945811835243795113012861107197590770128111907381576670806085e+1051),(1.488321099405146196700544182237584086363857604953669211334183623224002382192527682326910060327694173009097012061002338464709373867843727219132297217781067208832603043696420830172596953711268832939873769200300997865650874540667097361402057867143071104016226045958899998299045172858640420707245841355453839420952e+1353 3.124370489661854642824204721779547728824761407286303345952150922863432741415578584033487122541018706962433032048533009023255620751640906794180897632969629505388064652834167690070583215761485493492687484756211538245002628282725585006246986038829363041475220579204016178994829042942802830478420999997052985298205e+1354),(5.087463054539237684060466246171259311808732507394557951252029853977255273347194782331454566811959736796300975647266604118694631382931491656757355855477810582737142137019745788962571535807383988372227270704848826315559553223327879879578650718079810259356829117314150256589943442439208560160338473842614408921063e+1341 -3.473366971270624680495092361963285343983297181328791208040595061231270594303299571356934368030330830671330430169898969377099278584124348456896731671184964167011060547838629922291399179186727264436924074190011590761228585758477022048455751584718896167976648305657669219071480504704942023251206584407875332883831e+1342),(1.488321099405146196700544182237584086363857604953669211334183623224002382192527682326910060327694173009097012061002338464709373867843727219132297217781067208832603043696420830172596953711268832939873769200300997865650874540667097361402057867143071104016226045958899998299045172858640420707245841355453870882121e+1353 -3.124370489661854642824204721779547728824761407286303345952150922863432741415578584033487122541018706962433032048533009023255620751640906794180897632969629505388064652834167690070583215761485493492687484756211538245002628282725585006246986038829363041475220579204016178994829042942802830478420999997052977432913e+1354),(5.087463054539237684060466246171259311808732507394557951252029853977255273347194782331454566811959736796300975647266604118694631382931491656757355855477810582737142137019745788962571535807383988372227270704848826315559553223327879879578650718079810259356829117314150256589943442439208560160338473842614408921063e+1341 3.473366971270624680495092361963285343983297181328791208040595061231270594303299571356934368030330830671330430169898969377099278584124348456896731671184964167011060547838629922291399179186727264436924074190011590761228585758477022048455751584718896167976648305657669219071480504704942023251219168875436383566465e+1342),
