L,lambda,d[0],d[1],Z[0],Z[1],
10,0.43,1.3496042e+1026,1.3496042e+1026,(2.699208442229584742862222410137202541856420423117472004556075971206576107531303584665799401544658671235220392649152204810172481262205235243785350528472039979406977092623549752381947897394266804345095873670098024877425352978264169707717182140077198168040738582343293471278248802717723504337165044233567153222468e+1026 +0),(6.922903252029316310051402954091474211612331495811508195330953634401863652686980980592420937773759940444080973496765456414597553910249365701216016415766401865925384874243460879003407071760756430271499935089913942751383611067689357141458400711970039215819561455193475545650151788816311469136909146916103306425684e+975 1.232706004685147234006592284214388218721614090373989192874433184179263007091834007782736821878129087668718233385624679341283557268115756282499784023132269954748767692074765554899621152901804615878140714786760120264103723745983089774552438703357440833395671520321512857697293527489542219995115832569308131361317e+718),
10,0.48,7.0729814e+1084,7.0729814e+1084,(1.414596276442988062654609214136271462322612026471678666246776045150211163918054182507458532924233106160239684254501290124889882699805592944328171684655179793568993233596865677799763192895872911773630252212619056905605000812050931638082733464431622696768509681216483441283254050214411296907014549673630183369039e+1085 +0),(2.044487341773008511545584489202429800642528119950528540205849204563339554929408255890523640955135395965323789394611507306190698050833002389698101604084086462077990533574972459596717755523078000235498913523718334785561435169612470474363003537986527758078373089997184536617318381491583345887475354315826416619737e+1040 6.460343324712387100910771996666169900044571972202750286107353936713603275274211280274641669540203328623691335411737457380609958674472236313502802107081371800676871167429140277882121550061675814028260037272607305646628273743216884360738266502142353084572362111402820103918343094314231103646601470255840949820960e+776),
10,0.53,2.2682737e+1132,2.2682737e+1132,(4.536547443065605490201421228658045085764659010749049371029488244857353402494973317715680983905842215673417428986614690671922975513597124349149202636205291090359062971999245522456313487290718531362687398142060991195236703337437561656419019161758181513204162021312893624952500238566331075305066696534363536310361e+1132 +0),(2.040218434635195855260665588634324907289808292219490183655715087287783612654190542690845564282157051445583719840239462919625196639589293209565177624808080914753231105036161345264784238270652529938668256999540725902576340940066550330828333793129080782714507988985013854265589822936408683420119505465018912503820e+1092 2.071803416925727194908783025903704132211244795173580120334690879634754240567632186938615944550739053012178572530074748770025272665790239621058058956254327323293669627685935236691562335618640909660935237574705006307234845342030780324560834960765714205415161924932733284292098461672594889955661129186760559891798e+824),
10,0.58,4.4173866e+1168,4.4173866e+1168,(8.834773135828048476449446011383453563644832526326905922753018677978382735686312457844903447631299358579823419744863795114237382036004426799456346925436788071239189849744417111011003933715138779467181690711827667408531887471001170239054180322466750221194101883221701980744784405699372151719601095848249818636693e+1168 +0),(1.763600584243478087758231142853133326002189797587096468299467580137338255221590293172535058716944475539606812884103030832710192967353359491583388625072770233812617957730296681046695378242659232377849804744768961325292643943452830151739827164610683879924002487928530570041976052533461160105728305131514120299455e+1132 4.034767276279859174350121862803608514435118627547150745001468548945238037967593338242115540203888604869982800973570045998765824802021700456784349204730983185988590754332848581852727001105547582027075645732061814973654485800305000800912974898726293713838784379124949622829951463425599320415498182077417325005208e+860),
10,0.63,3.9893869e+1193,3.9893869e+1193,(7.978773712394853749438643737510716862110210502520241778721819823057022639680749176754655371971772605635831827397867464672666888904361991758299718001097551113919794571303692784912742725002604993826486634424020720134069937423802089107791357892293754194110625129357179066099983333084987441262406064708764285549047e+1193 +0),(1.702526095013431297795773849085480528434010075255534833945571641336702582944182570901226290217118726136574205018083498850473692298984698025069019462878442250332166893946845754564727328745429773588648958102505803447186132633357665161502930768161063284948906369967833712130667332183165254251238032135735778806064e+1160 3.643839472126462113075816181701922289238339399661478333238698524700565539813621053443372964915984761412537355742680777248708092729654513424930222484270980290077023646974051656230179912448070053141650329405606062830523937863075218380871168739519577677706247248849781874042240666075660456578224987443663574026233e+885),
10,0.68,9.74128e+1206,9.74128e+1206,(1.948256007207753091987457014792814692340383161777700746356332260911670714118236188543657997524710617551625901444005201118557128243270178969304226571920323388918258768361044470693254012358080255882114274694985015622650917222025971590257068682863031173887814024524000268665597260748777936845686280411504846080263e+1207 +0),(1.504676369136250723561316327128231821443379566710869571543738578095635868418130994185037658408147788244876499706552059539339414443956258966156833217940424781692142920282020286422004152263803824396673232401954718100396088537916670888554721413400679996613074433831990567939380788473428839614175190644170757351204e+1176 8.897522848458226542513973965853431466079853706912913017214025481327666677288388700055941641062805765164539577492182359446218549172272179558220042651553582631612694955101148588072816464316753008765478024134944368770541649174572018758382876658248863700890419453878699646042923443242138896631824366832603367858787e+898),
10,0.73,2.8055409e+1208,2.8055409e+1208,(5.611081875486457478835618960638352955573023275217754196369727780453669792145483394957656182054286874264959066183365363203701210929902836936992570077249319036020414264706071650960968037987857567823300671863161920995121518091378536192406801566697933677062706694448790818732201746549001379825918407022452430960122e+1208 +0),(6.726038929325172106434118869738016039232033734483782529139872504207679260762119217103293600997333519380837298750229345425131319731183282393687258736035598460986329681787993700191543346583673220914430041989331249196576801553550896583080983521638307321635531825801898455429451758581083582120268276272695254632514e+1179 2.562534338762947227913616847750203589627942281377978316344450540875226081513909910217832790289359276990685348910417559643293499142098817761644244439894346989469459648287845469568230935633357739317411511165208116478900027266684414030580060792747583523198469425928955746815310271157637277078721299911747742867724e+900),
10,0.78,3.0049582e+1197,3.0049582e+1197,(6.009916493657371708644437223664972256047198350844155656194607424086145848173663639476214439042069850007065537074198979126332523252952967175370769427655713083867501594401518554665584912425863652681486828835700068138806594515802207738296156384317481992560877428952286477828137199683337808020268851695863185042712e+1197 +0),(5.683994413743321852442271666635434043530369602757404972149597448314158083967938240740455544902820002574144234958501122646634512022881382990906333038276716361661545503314376099293174765375838206557164625184258635302932546877075443222454060689475445460846695928388442763141837498207083931789595680209714730936537e+1170 2.744678785632521859572208211026689634041248131105445548871801838257283139988521701091468664700407189962519117659288180052629282007115784730593672266615938768637605320725003695714932691353491660735777142949255180733813811662378257002523871005079441164203333094766675408549568302382806757667031971499684166110516e+889),
10,0.83,2.5882872e+1173,2.5882872e+1173,(5.176574328372623633924839578030873802036590952196884528767683736672080358298483239731556621465154703057530321081944561860342967958294544463622775566176373600908816230666790575210684261727871826958641726277865428833397864287056878451352645446606997946143564638820102218021570720884125206450165388132961650682088e+1173 +0),(2.226797342250520832257371371170776880685494829628706193275921783276289993099471410567100882718009273170203015473885941397505391370684330181792092348867012594367529070465350529112981317256033734187005584780278766192728296303401522412479551493897751592942513753634218624737214233053537665389780334479256415297018e+1148 2.364098362486210455781127153669639757905305441834428111949798767984875935342464509071314576542761947923752738858865428834209390455005788827768938083198597310020317507286622315829228019389248413078307843725832860774450262368960553371070901993284928461314678321481168493375031019310031073861591740221693930666944e+865),
10,0.88,2.4632644e+1135,2.4632644e+1135,(4.926528832814371144848144649421055104044566061208956398922404935682951217401902923884969186359408294956708262442763843739422287886137212745922105035666617346412693047708813296106221311129166402035838037231171622128847398520108377517122814352644324279763684181582788451745307356497677657234753563252185380754089e+1135 +0),(6.108324896707315838258549101914674844786576378632818805832164113927063274167463959292667410734335680099068331184073799466980718353464623740739356369154759124178621454063861473054608342353575987039719550827251176164517001436762592674459445665467099329398908526239572229950814618441286911378075134409126059722996e+1111 2.249904668143536187893598159997368357746457369919542647884777679414082212154521049941754955932790406142281029187943909370112388426797117298707544053443555068263071115079062049502821749748099497416735110080221708690298047371295858861284740565258479946220628103062243675681680147903879326626988263909349719882320e+827),
