L,lambda,d[0],d[1],Z[0],Z[1],
8,0.43,2.6753005e+652,2.6753005e+652,(5.350601065492659054523394573905881999418102044573096896761569801691027574561070136328346479802138940736476490186852348064260375522656650072432931761285143252706967980066446901294027762542096279917658886868629187100353412957134183740751835487079962801602074887467898650374254305648219952742569223265403139651933e+652 +0),(1.112236291799773239874009695320694322141676103888415424314814143824836275573371830374787708578643242272469085025869400900557612936829875169565950350995275887804010022078379522170782557164315343220097780255822889810682158826427416543981853658932277882674084806188372744097913027489699056136226193776014902122524e+602 2.443574923268760299138001711073129591733664504863843371757316922516881095336341354409633830033200855764084790450921704709959324934645086279165377765770775480435208093801972128641034959819961862770112729375296469330782114679458232473520408298067062883294967402550920488922837085991585491780516194400019617440132e+344),
8,0.48,2.3586552e+689,2.3586552e+689,(4.717310493869022852971721267753927824606256157976662585443172298428503886278122300028028220399731086261953817974384813573522858707382915281303968168869654845560344113522693844113926508257411868028888333569391672701771584015592359615060482790891466199874777653386714536296457153582218224402208008099789029518189e+689 +0),(7.098075199489858003013452433222490705114731835968192394412206593584979827014903138339275284249211584860222653518206974505160709369009580932043723767703130649803118670389995743474543840225381323948730144559172121301985989374198367905257679804726699825097555074985946175622928660148224855256296946623836020355714e+644 2.154356396037825721233482442530697255328574221771849937525294408530214208872001657083300965854556047019359793031863047855323672352563682059144250520603811956770667936399705929525946297544937020319005130009880722512259072619062538140610001096248808820052048176224078423381567152059244647290519571226327175991352e+381),
8,0.53,1.3861039e+719,1.3861039e+719,(2.772207844275913021104132921859636046262658960498653016411531033290516659665497961508573359035898535633272465306752177361378921092031924763127804556143359963680602172855829784502488922589322433941974472115900848821356654729089904961466524119019899095387338816310213799355393071370498755487567126614986308736868e+719 +0),(1.475165087244746523004770358257084941766485250101130418011721611408986451917917675516908143860556763840895986493787930355976309554549788347753401059993022764793290828802202275016374559847622645289178911500425508274646360067137747295701861088904209480747902946676015278388076659717081551681067877085799522315630e+679 1.266044223339577534125926572322831179297074716391728960540415836711037214856519882081339615986084951159148136118532955700926951056629868633416458782085146226518763995388828964901725208605261159590291232291929410221901799936022202056772599575353312556301851131329974415138279019920272073849406504273198525386946e+411),
8,0.58,5.4046018e+741,5.4046018e+741,(1.080920359209137678307520744292106216685241679606669000117102137230747709575479085708017324933261559478121307144166453133019326168569414749086993291680030081555506719537171100382265154544142368175355443672051830297569284245761302322118293685200796442180730346703955549536461761403711992726696456595056853383954e+742 +0),(2.717649201458149749985230479831940349001760813199515804368108407424959417551348288387130270963501534947792051711513232911462082492838450563154381561463038368189644775585392788193267488642899033309760095051396009247565122396928080796415669247203399694335226213010924277831876303824883452600934171136150444658136e+705 4.936473213913415911951264556788214125390814752203986653868620989457757704189158854519681199737485982130940248856914266562436655509014750300597167380092721818076368500075158517635733928907888819027184027238206567730055051631845123867392441656318954096243354624043498792803598256825267864853695957661924136220109e+433),
8,0.63,1.1770182e+757,1.1770182e+757,(2.354036472235855141126934784854475658991524724311406227979052520140718151226138054219528999124930906568334533360282500911170754995834201628239685975086063267628188106340073409185721849553138797973319265288159306300118823752434333698551408090479848049160057547154158825274356586821161609960369991535616939097064e+757 +0),(6.489834202709874316345308288784015528530724948549432059423239684733227956591562120429703585440983313501874936314406162377923479472751082012794893857469553636457135841316668517617927900471237034262978558758827436966225942766598930840924845525372330723307798407883599136545110714219113690532718131956075709248065e+723 1.075068842099509153273413355407328597703091445255828801240517892395821415084651162600808627274007115455835473558103467305008738133566630709763917699718752450476016652527414246928700872379321544544955240363696515241459967572207530173450089643367951901319560486438266599206439620593593351716758265841627992259000e+449),
8,0.68,1.0142079e+765,1.0142079e+765,(2.028415889424469252670241879144992995009325904355658120387240349042532581924028449949953281956506756903649321205737771391565217825388444141267954696191777846593366644651061697156954288232051300117142922833316574388473503334925486134629628237408535368896338364259327336931290209025170821271234149274319200130520e+765 +0),(2.031299589972772474815199004147950355717707140451457324371864155240138478652102140768318177533293271441645398226598135151832709932817503687867353709777576950528414746448869741821809111141643997320627243027406905543349226728227731304331571248703936780054422336219425099443903997092145611908780944487580759712712e+734 9.263606351300929356385621546023806600760924120806018697603565165578399485099625351556534448043879378255717443191797160557976677306056972934200095015795242677930377376421398678877892994093002589719128104357315701238382798526122759447113940508937735064955192341709436572316649626325615226206815640229870875028438e+456),
8,0.73,2.0348397e+765,2.0348397e+765,(4.069679435035974888943841700355055719782697431549712224140649142399088549004826568084753721588437620626344359953421052998919017833073726191423018876384624619006853326185147167955028178520444835759574101869897717363875263188923291288471847145962793145980990090338644778941131507457302091957800643510116543576780e+765 +0),(6.262242023796572988654314207473387871660335498588965724122184405716962344467316495498260641578544352833026199788192454426379815626239075084962242420444486018479548697393639278243716691690660275478300147446874771584780003282761307127432632809124509079179172645474533019056827216837339139304167431865012838876094e+736 1.858588687789010776897251881238089562285108279536623847736543405276136717545482868486036023043780292511998819737396822009143035877854582191848045610084985276788096034773966856971956290535858157284913334921254815739095395303127367583702378451013395015909479126182956301544238295782904245644753978981288924065772e+457),
8,0.78,4.5459029e+757,4.5459029e+757,(9.091805747901914025883984922903645217393703669375806812080789955886476312019254416659803137175539024795112370132524301556755128260525949304262272129160349931400662374193337689842020321664123242087382743952810701129624960085399257402659523996576151498704856088210991374726830054309075659778431098616065518819781e+757 +0),(1.082871680727640949261322927292018586649971603968955793956350900430075200169314563884974091040779434279371594163775081132274654041179525048397993060246432883912309973047297338609973579124737399941868779554791458005816522121656491084216913188134877201923272517890385809039713080183409731626592203587518118495893e+731 4.152151928515772866075697637716293894168831814918163801304710452099220569485981124211958573550745884833704911196861665930948467681795630870282422813794043045497997155423296234630915409919583541002911033575166067524484819052899023760089672139808627799815316470271441899955722209468915356738836240883840725980553e+449),
8,0.83,4.2499922e+741,4.2499922e+741,(8.499984464187995551133366993081842375522597002443052631964030481995288541432685805316406846074339909189342770125310145643163923059645373212922307051706285413985077364328370351242307056440222964285123199099368379584632592576895701829645771181935524387563230742948498797070237747856207697238019794082521565165562e+741 +0),(4.486734491952823082056915982093002722718849328900223037020067998809851979991348793405755518668844422995289884057284216652600224650757124177664754163515472190959912337407812691428304673889909189637195784210383334181122537173867208843800673577182414802848036663110837520124976488511927748640995040639458774303762e+716 3.881872079534562800593381622350626924800636289644515267236864306731736022813811944664026721877891312488830931095803700566199331343903585777484586735787907807647571984571493743543399087874251384865595723172810622302612333086626613872570195881989434721105919109314911838074471389317943629761987940199551432802762e+433),
8,0.88,4.6782693e+716,4.6782693e+716,(9.356538543827025534774884837841392854849966223755108411849922081473595070958242065385690737959543540649594353741476289425933026432152204337917899275241298635315102041734218210114570912109888460813008025174445374785850157202018032087869792615256609840904316425508217226835848040348059205145353460205061174742772e+716 +0),(1.378866005769174825739138714338893040596574991752330600097637352899188279954593152067910892271164888802375922412633053752758805369827771714479233801381785015555899438162130233058233762043707308709278262099702517417699419027227517064110426199456984734542463190637775557348747398815652829134877481537991946166797e+693 4.273053190555548136273632414585320206956650555961876180424909422185231859123874189728694635468155111681383521400129850528759168929679543731400031098323015008098034060721476362657017029728195580098087062581883430920186582071590095144494565834837339807350306692911449412523018151118992330391350166682699868136772e+408),
