L,lambda,d[0;0;0],d[0;0;1],d[0;1;0],d[0;1;1],d[1;0;0],d[1;0;1],d[1;1;0],d[1;1;1],Z[0;0;0],Z[0;0;1],Z[0;1;0],Z[0;1;1],Z[1;0;0],Z[1;0;1],Z[1;1;0],Z[1;1;1],
1.1819699e+265,1.1819699e+265,1.438427e+264,1.438427e+264,1.1819699e+265,1.1819699e+265,1.438427e+264,1.438427e+264,(5.3032503e+265 +0)(1.6710358e+244 2.4219502e-43)(4.1525087e+265 5.2553410e-44)(9.2687469e+243 1.8964161e-43)(1.6710358e+244 2.4219502e-43)(8.9975582e+222 1.5262962e-64)(9.2687469e+243 1.8964161e-43)(1.2476399e+223 -6.4012126e-44)
