L,lambda,d[0;0;0],d[0;0;1],d[0;1;0],d[0;1;1],d[1;0;0],d[1;0;1],d[1;1;0],d[1;1;1],Z[0;0;0],Z[0;0;1],Z[0;1;0],Z[0;1;1],Z[1;0;0],Z[1;0;1],Z[1;1;0],Z[1;1;1],
1.5816389e+40,1.5816389e+40,1.0418691e+38,1.0418691e+38,1.5816389e+40,1.5816389e+40,1.0418691e+38,1.0418691e+38,(6.3682305e+40 +0)(5.4754128e+31 2.9083178e-268)(6.2848809e+40 3.8065036e-270)(5.3930310e+31 2.8702528e-268)(5.4754128e+31 2.9083178e-268)(6.7463886e+22 5.0011508e-277)(5.3930310e+31 2.8702528e-268)(6.7463886e+22 -4.6364711e-270)
