L,lambda,d[0;0;0],d[0;0;1],d[0;1;0],d[0;1;1],d[1;0;0],d[1;0;1],d[1;1;0],d[1;1;1],Z[0;0;0],Z[0;0;1],Z[0;1;0],Z[0;1;1],Z[1;0;0],Z[1;0;1],Z[1;1;0],Z[1;1;1],
1.2888782e+93,1.2888782e+93,1.0307932e+91,1.0307932e+91,1.2888782e+93,1.2888782e+93,1.0307932e+91,1.0307932e+91,(5.1967447e+93 +0)(1.2719125e+84 2.3733100e-215)(5.1142812e+93 3.7660374e-217)(1.2479763e+84 2.3356496e-215)(1.2719125e+84 2.3733100e-215)(4.4836325e+74 1.1617437e-224)(1.2479763e+84 2.3356496e-215)(4.4836325e+74 -4.5871819e-217)
