L,lambda,d[0;0;0],d[0;0;1],d[0;1;0],d[0;1;1],d[1;0;0],d[1;0;1],d[1;1;0],d[1;1;1],Z[0;0;0],Z[0;0;1],Z[0;1;0],Z[0;1;1],Z[1;0;0],Z[1;0;1],Z[1;1;0],Z[1;1;1],
4.488828e+220,4.488828e+220,1.1172695e+219,1.1172695e+219,4.488828e+220,4.488828e+220,1.1172695e+219,1.1172695e+219,(1.8402220e+221 +0)(4.7836233e+210 8.4041404e-88)(1.7508404e+221 4.0819814e-89)(4.5116161e+210 7.9959423e-88)(4.7836233e+210 8.4041404e-88)(2.3550417e+200 4.3692818e-98)(4.5116161e+210 7.9959423e-88)(2.4024475e+200 -4.9720144e-89)
