L,lambda,d[0;0;0],d[0;0;1],d[0;1;0],d[0;1;1],d[1;0;0],d[1;0;1],d[1;1;0],d[1;1;1],Z[0;0;0],Z[0;0;1],Z[0;1;0],Z[0;1;1],Z[1;0;0],Z[1;0;1],Z[1;1;0],Z[1;1;1],
1.5290154e+257,1.5290154e+257,4.9213978e+255,4.9213978e+255,1.5290154e+257,1.5290154e+257,4.9213978e+255,4.9213978e+255,(6.3129174e+257 +0)(1.3859488e+246 2.8830568e-51)(5.9192056e+257 1.7980491e-52)(1.2796028e+246 2.7032519e-51)(1.3859488e+246 2.8830568e-51)(5.8782117e+234 1.2659026e-62)(1.2796028e+246 2.7032519e-51)(6.0534189e+234 -2.1900947e-52)
