L,lambda,d[0;0;0],d[0;0;1],d[0;1;0],d[0;1;1],d[1;0;0],d[1;0;1],d[1;1;0],d[1;1;1],Z[0;0;0],Z[0;0;1],Z[0;1;0],Z[0;1;1],Z[1;0;0],Z[1;0;1],Z[1;1;0],Z[1;1;1],
1.0596571e+175,1.0596571e+175,2.8063617e+173,2.8063617e+173,1.0596571e+175,1.0596571e+175,2.8063617e+173,2.8063617e+173,(4.3508829e+175 +0)(1.2330904e+161 1.9870120e-133)(4.1263739e+175 1.0253136e-134)(1.1318888e+161 1.8844806e-133)(1.2330904e+161 1.9870120e-133)(5.1835332e+146 1.1262842e-147)(1.1318888e+161 1.8844806e-133)(5.1835332e+146 -1.2488724e-134)
