L,lambda,d[0;0;0],d[0;0;1],d[0;1;0],d[0;1;1],d[1;0;0],d[1;0;1],d[1;1;0],d[1;1;1],Z[0;0;0],Z[0;0;1],Z[0;1;0],Z[0;1;1],Z[1;0;0],Z[1;0;1],Z[1;1;0],Z[1;1;1],
6.3185747e+129,6.3185747e+129,6.4137264e+127,6.4137264e+127,6.3185747e+129,6.3185747e+129,6.4137264e+127,6.4137264e+127,(2.5530848e+130 +0)(1.1248163e+120 1.1659726e-178)(2.5017750e+130 2.3432763e-180)(1.0968295e+120 1.1425398e-178)(1.1248163e+120 1.1659726e-178)(7.1851459e+109 1.0273884e-188)(1.0968295e+120 1.1425398e-178)(7.1851459e+109 -2.8542030e-180)
