L,lambda,d[000],d[100],Z[000],Z[100],
10,0.43,3.597822e+1031,3.597822e+1031,(7.195643911018791365563317427604142441437401403068574394262583851453109219621407633706877378509739951234045386112041422301609267014000260281742221356455747344852220176348267536594223093829907477517774928617347923701797062622258091058551105729395441665188061656822096690693638782273880950997375542588558868220561e+1031 +0),(1.267040136659915090787424124500765418555386590762385785461068748605642754580643989391941691148386238636833329765505423007653476400979775695144979828991988657518004781592289356424537666983757584374783744077539229958312291573993346670518179635579640323337383459870940946206967460007806711767823842309919634567895e+1006 3.286190617187808190709879208265633235487246235497718721127287199884910616482690347265339614262661857391349337865941736102133281953027302332920217915278189347645770395811721671785368046978405886597828374612170794974001413905965270125481699207275648750840814130498559859950783456767945717686335815046843227215126e+723),
10,0.48,8.4558651e+1090,8.4558651e+1090,(1.691173019904716581019791416365999459113119883802926059221693033881858311512441999519866012713080789674274564722294369572373120213804069153508332532989006483165379329447338186402449959788136756705783031364039523254428085796002697566491055438705817941527680897107019759397153178465254986783899429514785715314098e+1091 +0),(1.756570386243106507241994721509567781175446208445567732106600014213298219478195397269495298948299179350148450250177983662339080062523873686610644325149815656268195366752642940065518422059515508649253992649001521638238177287329974770914883308546835897073752769428971413260334659425672348061771971951972983094485e+1068 7.723446266624930819782877034717517526343856868213940674983298098123557709049389251175237015935072457852843025998551049347752124354528180446898197527950041096736707290399192101396509932481573700514484005125933994910432246914539599579371036909568856175791972221666166313897608105886168971318628622956952652755952e+782),
10,0.53,1.2511409e+1139,1.2511409e+1139,(2.502281868581973727192574824725007548707141035888069347945067711088105262655595584714970806004320985046680329925872200638404441946574393080067963293602779077796175795831003758724194678662590751933145381656500355435016530165854583159039390110933965959051520815668439038922706504010154353749769837763751510998725e+1139 +0),(4.310156021227280684596067762498808386813574918081010364015727876809138597311827603421052017752437288722331863202287737282604813570725074282059767833329233946777542096710448344106291026739170902531432309328296697688677621986557143365969169430921561732431550500611488469532599832607966516776624431985012264820521e+1118 1.142771279371023332889490543934013756305645770903697660485724309292149547135884331243247363523290866062478766356158575094581442540398402769655990319741271610732837716082259734434713365948581265797013311103289825110915713396507523460368286075503585222057334300065656016569163929159430575662038903882239136468492e+831),
10,0.58,1.1469501e+1176,1.1469501e+1176,(2.293900138155641537904020719436078195409566502867028138271324050255235199197739738840044944371012366798934635582259277444625926046713541959368556127493754041358791057970665123129705975394810640531856988448509806772802786268887722070399237674591221317508150622911984159738602485113449546862373088019208196653184e+1176 +0),(2.607218908816510792260358670070481905088615319554379188747913808060211789066207961435443677842615234507925484694294235741596585991392611976773346905966423866608996509936760310895712200615841417693265908186372106270248861075343352024568835687499607847047565806484493475852880743652402809524110075115938188497482e+1157 1.047605079404991725308560317478260282360509950446302456759489976885120427410007977621425103049166146885487796691664500765169382518001300628248183844955158526110579856933243156274722081759705041276235188752377408755736837238568452510751931804554830917266206444431249493034593012938831782533726515960001040624352e+868),
10,0.63,4.9447542e+1201,4.9447542e+1201,(9.889508336044109366611738642284708683839158013741003036270565561947090349387426251698742741466619038260550061882238077885394109570760563188047346017643290237394557307573275839577075101365232973267182747631403206401683111839281981248954226066316746985246480975061677044941877295396875369660652508359977655830781e+1201 +0),(3.713457870664803080050395999381656832635837750886167106572105516461732699818563532464993288817233764114501054803696449890628658023983129606681038297798675291921436369857248317932909691623965380436977259022429691942851127896251732016959326379679372381204975089953803252806227762132086377564629371383535810948993e+1184 4.516456053744249166681165296033067847548044628623216176091123670257768860208765307200516565671387245878742400602092966598734047223753149192502453609912499245170839145602142217334300056780722334196300440063207116355542557940641911450279274934612887467364972625911813899088059604085656440398313403154715310004970e+893),
10,0.68,5.8185931e+1215,5.8185931e+1215,(1.163718620511944490243383595829592362156819428539683813304636099484146279513303960409365251036442253166071274585140735066335911413495347388494962911315608708995301962277421232378850221295170795416978074937345685288100829943219292018315589530377563785011452890455404079515454534024745133490236920311211150984821e+1216 +0),(8.468567858934548123769691930008983751038408694046067141017240920796197743367835409809103444482530543117968860265887497538230220777741192859989125578045923215004322113610409815946520441953419433100081149012187051923135431206903332345210255179916116262156065962902744894998025155153081790458654716425121648422870e+1199 5.314605974202027824907045502894265766811719232792421230137412239760342911421362333572594127284694856324272714857493558689344505727885014185871499074168429012753744909210660291611477453354465856395827154820087338750196460817229241141987256515072084351545307921525863173233212378774441260737468179648957897749168e+907),
10,0.73,8.1227724e+1217,8.1227724e+1217,(1.624554475928704583517688610904850652358901730422103493480822016454490151082413274035392015047237844342319876746002078304910160023237378403702867372890053073244579229540279058298281031646934266148732681843367119281805704170847396169413366722171065837503704266530880309668938595736222327863849543266465178283208e+1218 +0),(1.504671737142066662046459470282283378865653458737690711074154737934981691901843247720645852670856731427869246958697052459328306935426360900649123483948129304317247800451453172278275083569498531094733816585106538665197138406555235366412791353066864904848888843580363002705724075983384173398822846760067739304086e+1203 7.419204927209216031922604840460056309718216934736614193521572751485541255025241368679305767753932455189166444809648960434585363940874897659385180606078902357690919346339611398632286765795359084364159853515587304664394855422150091419968581537909985740393449555031824601954846708826914790513847546307328490304251e+909),
10,0.78,4.2286164e+1207,4.2286164e+1207,(8.457232705314284365464526016620002540032231543329976485783903518464314868178840393313204476314519936785503405700264595757757237965748323028747017160413668645311801839510077957107899082305546348818402379425727322460767397686623740359522964931030764477567516626480384947247525276509678703214468121879870819529520e+1207 +0),(7.111231378459560291056825772369591822942437040595661791669051848580639154509514896994630555039217111727963550899891629372737295385439392129014826243773835641152626187828983291882092605778930677634643062563938389579433319098839759909410503718498605540916084355560870295192101430067024732562470824892925626906333e+1193 3.862347707481609482097475644994107180461152982183266773530231758299409598752212615495268092460249741554524189574791182967037773554643742374481523991820235292184672093538813171859612835385766538580470255062329645744645597101192695622448918044595175824861211846018913719934357456490687188934681242036674053740856e+899),
10,0.83,1.7701537e+1184,1.7701537e+1184,(3.540307493592313724854056797811938642662640169580562625348514504424728149522881976158350969263902617175207129944693054674268645770238872221578130581660973864624036658983362827946874882091200261770957963956999238582530756768886373624422231784160298941802676633465196043258397223875205358796511541496041938627859e+1184 +0),(2.050357260002660785247104427754347512843313239333798039027753631684094111153536522964585389204930948672500307480858876239913556720543193976534000091862489479990607129055817225465407080815389482019380549815995738959165807101313914004755477675358320365449742124065120878266321961275484211338625832517510538367243e+1171 1.616828933069710864525059358498118805068344344846006312701476298669945647998077635360554811995128399906915935589554305625783042191987664835451922259998442729199789192443425463124373985639591875228059048929688266483640352449853944088677775419580662257194014619680027787394014440767976213083999301371911153110561e+876),
10,0.88,8.1635386e+1146,8.1635386e+1146,(1.632707725745190766586157050177560554751555596450696785984652066883162563643387891291702246445897794881847586155145856136498517624319885658376094589388030510188323045862004764764449333333327456040196316671992934706169297780703608538148971000103501605394451692684505769057760216977357290161588432901765795389461e+1147 +0),(5.177789272873794827221270203002293639477915055570210447709232094888456358171515563675288063761533103576876980882901077857193186903909206613473310841183108620361447846041456144271331361578931839966296787517995849203022684378510201871685674837621241413936915219011011910701416691071014950117481865245820268986211e+1134 7.456440139757463221224935749362440900773928316336309826719720653686457862819934672123995225322126782297530875261324827488699626626411464510510244968491491662652089213915425747995744358559425120692598656530237727145292166459426997355905728447177360046394202485825134560314046238599296936003939712420301317974738e+838),
